alt press den temp eddy CO2 N2H4 S2 H2CCO C2H3 NO3 HNO2 CS H2O2 C4H3 CS2 H2SO4 C2H4 NH3 H2S S2O H2CN NO2 O3 HSO3 H HNCO CH3 H2 C2H3CN CH3OH NH HCS COS HC3N CH2OH C2H5 N_2D He C HCO O HCCO CN CH2CN CH3S HO2 C3H4 HSO CH3O CH3CN HS2 NS SH C4H2 NO CH SO S8 N2H3 N2H CH3CHO C3H2 CH2_1 CH2 CH3SH C4H5 CH3NH2 N S3 O_1 SO2 S CH3CO N2O5 S4 H2CO NH2 C2H HCN N2O C2H6 C6H5 NCO HNO HNO3 CO CH4 CH3O2 C2H2 O2 C2 C3H3 OH N2 CH2NH N2H2 CH3OOH H2O CH2NH2 SO3 C6H6 H2SO4aer H2SO4aer_r
2.97318300e+01 1.25328800e+04 4.01773420e+17 2.25936500e+02 1.41646716e+04 4.05130400e-04 2.87277600e-18 1.95832100e-13 1.23082200e-15 3.26161300e-27 7.06046500e-15 5.40389400e-12 6.76061700e-24 1.07681300e-09 2.65364900e-15 4.92659600e-20 1.03433400e-08 4.24458900e-09 2.78190200e-11 1.55342500e-11 1.64158300e-31 1.50245900e-16 4.57119300e-10 2.35610500e-09 7.81378500e-21 4.12860900e-18 1.25122100e-13 1.23113500e-12 1.63856700e-05 4.25020800e-13 2.77597900e-11 3.08612200e-25 2.15244300e-29 4.04420300e-10 5.95889400e-14 2.20740600e-24 2.23586700e-12 1.00000000e-40 1.00000000e-40 1.00000000e-40 1.41222400e-20 3.48152800e-16 3.78199500e-13 9.02168000e-30 2.73108800e-12 5.50194400e-15 6.88709100e-12 4.13491700e-13 1.94676500e-08 1.39157400e-16 3.89645300e-11 5.48728500e-15 2.07814100e-18 1.05004600e-12 1.60308300e-17 6.07234000e-10 3.53265100e-24 7.55774900e-14 2.09509900e-16 5.63769600e-19 4.60168600e-23 4.10829000e-11 4.50025800e-13 8.89964000e-22 2.25427100e-23 9.85247400e-11 1.15029200e-19 7.52872500e-13 1.93957100e-25 3.31003800e-17 1.66911400e-22 8.11440700e-09 6.72052000e-23 5.00429800e-15 6.06710700e-12 9.75635100e-17 7.63193000e-09 5.50117600e-17 3.95962200e-28 6.54970600e-11 7.47395000e-07 9.68798300e-09 4.04055100e-19 7.82973000e-21 1.02703100e-14 3.76491500e-09 7.94739300e-07 9.66231100e-05 6.51137800e-13 1.41876100e-12 2.01857300e-01 4.12589300e-33 2.62234200e-17 1.83151200e-13 7.97587000e-01 9.55199300e-18 2.69950500e-19 1.37839000e-10 3.59511200e-05 3.17103000e-16 1.11385800e-14 1.82637900e-16 1.00000000e-40 1.00000000e-05
3.06801300e+01 1.08817300e+04 3.45207799e+17 2.28314800e+02 1.55332078e+04 4.05346300e-04 2.69288100e-18 3.15638200e-13 1.27377200e-15 2.73153900e-27 2.99171000e-15 5.50190400e-12 8.79093600e-24 9.91563700e-10 2.76964100e-15 4.74970700e-20 1.07598600e-08 4.24866800e-09 2.65445100e-11 1.02922900e-10 1.60288600e-31 2.15064800e-16 2.04636200e-10 1.83699300e-09 5.85721800e-21 3.83095800e-18 1.30378500e-13 1.72060700e-12 1.67227900e-05 4.30975600e-13 3.04895400e-11 3.58548300e-25 1.40249100e-29 3.96039300e-10 6.06548700e-14 1.77025100e-24 6.90663200e-13 1.00000000e-40 1.00000000e-40 1.00000000e-40 1.08247000e-20 4.68790800e-16 3.95283300e-13 7.84501800e-30 2.52340600e-12 6.86322900e-15 2.91872400e-12 4.30599300e-13 1.71283300e-08 1.00409600e-16 3.88216800e-11 9.70329700e-15 2.36202500e-18 2.29313900e-12 1.66050000e-17 1.07878400e-09 4.58873900e-24 2.96026700e-13 2.09245700e-16 5.86928900e-19 2.27939400e-23 5.18740000e-11 4.66650600e-13 9.22790100e-22 2.35485900e-23 2.12568200e-10 1.20753000e-19 7.69425500e-13 6.33579000e-25 3.56889300e-17 1.53689000e-22 9.82769000e-09 1.46369900e-22 3.49928400e-15 3.61771400e-12 1.80166800e-16 7.69036100e-09 1.72792900e-17 7.63291500e-28 6.64215600e-11 7.45707600e-07 1.01745600e-08 4.60962500e-19 5.79865000e-21 1.00565600e-14 3.57927700e-09 8.16601600e-07 9.63428100e-05 4.30069800e-13 2.09862800e-12 2.01854800e-01 7.70018400e-33 3.44979300e-17 1.33715500e-13 7.97589000e-01 9.99123400e-18 2.71089600e-19 1.11625600e-10 3.61380800e-05 1.30644800e-16 8.56930100e-15 1.85723900e-16 1.00000000e-40 1.00000000e-05
3.16386900e+01 9.44810300e+03 2.95621263e+17 2.31486500e+02 1.69475287e+04 4.05576000e-04 2.52295100e-18 5.13586700e-13 1.32012400e-15 1.21639800e-27 8.47358100e-16 3.77500300e-12 1.10001000e-23 9.42706400e-10 2.89489600e-15 4.54495600e-20 1.10915600e-08 4.24306600e-09 2.53484500e-11 4.94304400e-10 1.56162200e-31 3.03412700e-16 2.90059100e-11 1.15164300e-09 2.18048100e-21 2.16748800e-18 1.36097700e-13 1.41585900e-12 1.70860200e-05 4.37397100e-13 3.27416200e-11 4.30608800e-25 2.83339200e-30 3.87934500e-10 6.18046300e-14 7.09857900e-25 7.36995300e-14 1.00000000e-40 1.00000000e-40 1.00000000e-40 4.93622500e-21 6.75825000e-16 4.13877000e-13 9.19362700e-30 2.30613500e-12 3.78691700e-15 8.31085700e-13 4.49064700e-13 1.41379000e-08 3.04578000e-17 3.86814800e-11 1.60078500e-14 2.69641400e-18 9.13669100e-12 1.72245800e-17 1.47236900e-09 5.94494600e-24 8.66395100e-12 2.08993200e-16 6.15155800e-19 7.92883400e-24 6.52067400e-11 4.84722800e-13 3.31337600e-22 8.54800500e-24 4.01595600e-10 1.26913000e-19 7.85059100e-13 2.15178500e-24 3.91167000e-17 1.15586000e-22 1.18839300e-08 1.06657600e-21 1.51046900e-15 1.88720400e-12 3.33335400e-16 7.51951600e-09 5.29976800e-18 1.42112800e-27 6.73978900e-11 7.43927700e-07 1.06588600e-08 5.04811100e-19 5.58787200e-21 6.84892200e-15 3.39751700e-09 8.39424900e-07 9.60490100e-05 2.16850500e-13 3.01526800e-12 2.01852200e-01 1.39086200e-32 4.88990700e-17 4.98181700e-14 7.97591200e-01 1.04517700e-17 2.71422000e-19 9.48586400e-11 3.63278800e-05 8.04118200e-17 3.66356900e-15 1.89065600e-16 1.00000000e-40 1.00000000e-05
3.26108700e+01 8.20335400e+03 2.53090227e+17 2.34764700e+02 1.85200392e+04 4.05826200e-04 2.36095000e-18 6.71801400e-13 1.37097900e-15 1.15762400e-27 5.49612000e-16 2.81460500e-12 1.32879900e-23 9.08986000e-10 3.03241400e-15 4.32139500e-20 1.13889400e-08 4.22795500e-09 2.41708500e-11 8.61112100e-10 1.51686100e-31 4.14835000e-16 1.76315000e-11 1.09629100e-09 1.67516800e-21 2.45098200e-18 1.42427600e-13 1.37146400e-12 1.74837200e-05 4.44437800e-13 3.48966000e-11 5.22411200e-25 2.76160900e-30 3.80116200e-10 6.30655500e-14 6.06791400e-25 3.80469200e-14 1.00000000e-40 1.00000000e-40 1.55474000e-34 4.52093800e-21 1.08495500e-15 4.34404900e-13 1.28961400e-29 2.08010600e-12 3.26693600e-15 6.09557600e-13 4.69328300e-13 1.12621400e-08 2.15409000e-17 3.85369800e-11 1.87039100e-14 3.08508200e-18 1.25192800e-11 1.79042900e-17 1.69961900e-09 7.64667100e-24 2.35284000e-11 2.08697000e-16 6.35396200e-19 5.91647500e-24 8.18750600e-11 5.04650200e-13 2.90758100e-22 7.59503500e-24 5.65521000e-10 1.33654100e-19 8.00482700e-13 7.51917300e-24 4.23827700e-17 1.30369100e-22 1.39061200e-08 1.90480900e-21 1.01893400e-15 8.40101600e-13 3.98364500e-16 7.57351500e-09 4.07512100e-18 2.51674700e-27 6.84468300e-11 7.42016600e-07 1.11614800e-08 5.45351900e-19 6.41124400e-21 5.42679100e-15 3.21878700e-09 8.63448800e-07 9.57334400e-05 1.52024500e-13 4.15224000e-12 2.01849300e-01 2.44215000e-32 6.53114300e-17 3.98315200e-14 7.97593500e-01 1.09434700e-17 2.71812700e-19 8.08104900e-11 3.65274800e-05 5.80290600e-17 3.64787200e-15 1.92724000e-16 1.00000000e-40 1.00000000e-05
3.35971000e+01 7.12259500e+03 2.16607992e+17 2.38166400e+02 2.02724050e+04 4.06093900e-04 2.20999000e-18 7.34960500e-13 1.42571500e-15 1.59539100e-27 4.97294700e-16 2.54782800e-12 1.68056900e-23 8.87509700e-10 3.18052200e-15 4.11646700e-20 1.16549200e-08 4.20311900e-09 2.30227000e-11 9.27645800e-10 1.46923700e-31 5.48333600e-16 2.44218700e-11 1.31946500e-09 1.78578200e-21 3.55906200e-18 1.49299900e-13 1.76262700e-12 1.79109000e-05 4.52011000e-13 3.69448300e-11 6.34144000e-25 5.06234200e-30 3.72799800e-10 6.44221000e-14 7.51059700e-25 4.69083500e-14 1.00000000e-40 1.00000000e-40 1.00000000e-40 5.52826900e-21 1.73685700e-15 4.56621000e-13 1.86543000e-29 1.85285800e-12 3.28197300e-15 6.77905800e-13 4.91142300e-13 9.16048100e-09 2.42485500e-17 3.83895900e-11 2.09860300e-14 3.51872100e-18 1.22782100e-11 1.86357500e-17 1.90409200e-09 9.77454700e-24 1.85273100e-11 2.08353600e-16 6.45244200e-19 6.70192200e-24 1.02233900e-10 5.26191900e-13 4.20920300e-22 1.11079800e-23 6.80311900e-10 1.40892000e-19 8.15510500e-13 2.56715800e-23 4.38938200e-17 1.83853400e-22 1.55583000e-08 1.91651000e-21 8.61347500e-16 3.11942900e-13 3.31818700e-16 7.94090200e-09 4.90300600e-18 4.25547500e-27 6.95510200e-11 7.40001300e-07 1.16799000e-08 5.83576200e-19 7.56545700e-21 5.03316700e-15 3.04558900e-09 8.88251800e-07 9.53999600e-05 1.45323900e-13 5.49612700e-12 2.01846200e-01 4.17483900e-32 8.14440100e-17 4.64147500e-14 7.97596000e-01 1.14590700e-17 2.72364900e-19 6.86090700e-11 3.67345200e-05 4.76987600e-17 5.44857100e-15 1.96638900e-16 1.00000000e-40 1.00000000e-05
3.45979400e+01 6.18422200e+03 1.85522626e+17 2.41437600e+02 2.24981671e+04 4.06382900e-04 2.06879100e-18 7.21756600e-13 1.48507300e-15 2.62374300e-27 5.48906100e-16 2.78735200e-12 2.12646800e-23 8.77623200e-10 3.34124800e-15 3.92660700e-20 1.18967600e-08 4.16845300e-09 2.18842300e-11 7.70788600e-10 1.41819700e-31 7.05627700e-16 4.26674200e-11 1.67538500e-09 2.24157500e-21 5.90592300e-18 1.56816500e-13 2.49044800e-12 1.83732500e-05 4.60219100e-13 3.89164600e-11 7.72176700e-25 1.15406700e-29 3.65903300e-10 6.58926600e-14 1.12217900e-24 8.85467300e-14 1.00000000e-40 1.00000000e-40 3.41703200e-36 7.96913600e-21 2.74192400e-15 4.80826200e-13 2.71261400e-29 1.62610400e-12 3.52095800e-15 9.43383400e-13 5.14803400e-13 7.70129200e-09 3.50046300e-17 3.82371300e-11 2.29116400e-14 3.99408100e-18 1.10227600e-11 1.94288500e-17 2.09430800e-09 1.24022800e-23 1.06786900e-11 2.07995300e-16 6.44097400e-19 9.48747300e-24 1.27194400e-10 5.49641300e-13 7.68707000e-22 2.04501000e-23 7.35005500e-10 1.48723400e-19 8.30393200e-13 8.08415800e-23 4.30003300e-17 2.72651600e-22 1.68791500e-08 1.70594000e-21 8.53104700e-16 9.46402900e-14 2.23537200e-16 8.68455500e-09 7.42249300e-18 6.93889200e-27 7.07207500e-11 7.37857400e-07 1.22165600e-08 6.25678400e-19 9.06798600e-21 5.60463800e-15 2.87720800e-09 9.14105100e-07 9.50440300e-05 1.55790400e-13 7.06562800e-12 2.01842800e-01 6.96778200e-32 9.67470500e-17 6.56083500e-14 7.97598700e-01 1.20054400e-17 2.72985400e-19 5.77358500e-11 3.69518700e-05 4.90615600e-17 9.62016000e-15 2.00841300e-16 1.00000000e-40 1.00000000e-05
3.56128500e+01 5.36947500e+03 1.59124884e+17 2.44405200e+02 2.49278574e+04 4.06688300e-04 1.94013700e-18 6.56222700e-13 1.54803400e-15 4.94076400e-27 7.45617300e-16 3.49997400e-12 2.64728100e-23 8.80313700e-10 3.51184600e-15 3.74506800e-20 1.21142700e-08 4.12549500e-09 2.07682700e-11 5.11998700e-10 1.36471200e-31 8.83189400e-16 8.48213700e-11 2.18033200e-09 3.24010800e-21 1.11296100e-17 1.64856300e-13 3.58906200e-12 1.88627300e-05 4.68920500e-13 4.07833200e-11 9.44031900e-25 3.15919000e-29 3.59525800e-10 6.74519200e-14 1.95187400e-24 2.39772600e-13 1.00000000e-40 1.00000000e-40 1.00000000e-40 1.34382300e-20 4.27111800e-15 5.06595200e-13 3.94963300e-29 1.40818800e-12 4.04315500e-15 1.59869800e-12 5.39905300e-13 6.70893100e-09 6.39254400e-17 3.80818300e-11 2.36596300e-14 4.48872000e-18 9.18905400e-12 2.02699300e-17 2.25261800e-09 1.56129400e-23 5.21086200e-12 2.07647800e-16 6.31587600e-19 1.59372700e-23 1.57026400e-10 5.74592000e-13 1.67854500e-21 4.49440100e-23 7.16207000e-10 1.57012800e-19 8.44977600e-13 2.31180600e-22 3.99634200e-17 4.13489300e-22 1.79308800e-08 1.42443700e-21 9.96169900e-16 2.48998600e-14 1.30100600e-16 9.85957500e-09 1.33755000e-17 1.09207900e-26 7.19318100e-11 7.35623900e-07 1.27508300e-08 6.76105000e-19 1.10804400e-20 7.71425200e-15 2.71850700e-09 9.40543700e-07 9.46716300e-05 1.74818400e-13 8.83032700e-12 2.01839300e-01 1.13681100e-31 1.10741400e-16 1.08516300e-13 7.97601600e-01 1.25745400e-17 2.73463300e-19 4.81461500e-11 3.71760700e-05 6.90608400e-17 1.78511700e-14 2.05237800e-16 1.00000000e-40 1.00000000e-05
3.66405500e+01 4.66206900e+03 1.36529948e+17 2.47324700e+02 2.80924656e+04 4.07010500e-04 1.82370500e-18 5.62035400e-13 1.61466700e-15 1.15818100e-26 1.36769800e-15 4.70316800e-12 3.24068900e-23 8.98001800e-10 3.69251800e-15 3.56328500e-20 1.23115500e-08 4.07583800e-09 1.96673300e-11 2.51712000e-10 1.30880900e-31 1.08059700e-15 2.23276300e-10 2.98653100e-09 5.80158000e-21 2.59029500e-17 1.73434900e-13 4.94491900e-12 1.93798300e-05 4.78125000e-13 4.25191100e-11 1.15971900e-24 1.23321200e-28 3.53610600e-10 6.91015900e-14 4.24176900e-24 1.01430300e-12 1.00000000e-40 1.00000000e-40 4.06331300e-36 2.86698100e-20 6.74248400e-15 5.33948800e-13 6.03910000e-29 1.20229200e-12 5.20157000e-15 3.67764300e-12 5.66476600e-13 5.99715400e-09 1.64510000e-16 3.79231500e-11 2.11978400e-14 4.98585400e-18 6.20099800e-12 2.11599100e-17 2.30499200e-09 1.95508900e-23 1.76832500e-12 2.07313400e-16 6.08000800e-19 3.13538300e-23 1.92472600e-10 6.01068700e-13 4.49481900e-21 1.21086000e-22 6.21048500e-10 1.65768800e-19 8.59376400e-13 5.78376500e-22 3.55162700e-17 6.59361700e-22 1.87989600e-08 1.01659300e-21 1.44080700e-15 8.09863700e-15 6.73167200e-17 1.15140700e-08 2.94352100e-17 1.67111100e-26 7.31824400e-11 7.33299500e-07 1.32612800e-08 7.31504700e-19 1.42542400e-20 1.29666200e-14 2.57134100e-09 9.67610400e-07 9.42821500e-05 1.97332700e-13 1.07889900e-11 2.01835500e-01 1.81619500e-31 1.23876400e-16 2.25360300e-13 7.97604600e-01 1.31698900e-17 2.73513500e-19 3.96751300e-11 3.74077400e-05 1.26360300e-16 3.49966300e-14 2.09822700e-16 1.00000000e-40 1.00000000e-05
3.76808600e+01 4.04786000e+03 1.17310489e+17 2.49922500e+02 3.14120238e+04 4.07348700e-04 1.71924200e-18 4.71063900e-13 1.68485900e-15 2.92206600e-26 3.10243200e-15 5.97125000e-12 3.88294400e-23 9.37182400e-10 3.88297500e-15 3.37620700e-20 1.24878300e-08 4.02106500e-09 1.85898400e-11 8.87978500e-11 1.25068500e-31 1.30162500e-15 6.32271600e-10 4.11997900e-09 1.13484700e-20 6.77127700e-17 1.82543000e-13 5.62350300e-12 1.99236800e-05 4.87817000e-13 4.39597800e-11 1.45806600e-24 5.12737300e-28 3.48099000e-10 7.08388900e-14 1.00007300e-23 4.13299200e-12 1.00000000e-40 1.00000000e-40 1.21667800e-35 6.98920500e-20 1.09640200e-14 5.62877600e-13 1.03694600e-28 1.01116300e-12 6.98258300e-15 1.04901800e-11 5.94473000e-13 5.35410200e-09 4.50571700e-16 3.77619300e-11 1.48362200e-14 5.47449700e-18 3.72694100e-12 2.20972900e-17 2.07528800e-09 2.43207300e-23 6.67400400e-13 2.06990000e-16 5.75899500e-19 6.16805600e-23 2.34200100e-10 6.29050600e-13 1.13163500e-20 3.07209900e-22 4.86069600e-10 1.74976600e-19 8.73425900e-13 1.19855000e-21 3.04366600e-17 1.05800600e-21 1.95586200e-08 8.30522200e-22 2.39470800e-15 8.93998500e-15 3.36458100e-17 1.35011800e-08 7.19259900e-17 2.49854000e-26 7.44675300e-11 7.30888900e-07 1.37143400e-08 7.98284400e-19 2.09006200e-20 2.19654800e-14 2.43804300e-09 9.95229100e-07 9.38765400e-05 2.10294900e-13 1.29582800e-11 2.01831600e-01 2.84677000e-31 1.38921800e-16 5.12109100e-13 7.97607800e-01 1.37934900e-17 2.72713100e-19 3.24674400e-11 3.76459000e-05 2.62617600e-16 6.64848100e-14 2.14570100e-16 1.00000000e-40 1.00000000e-05
3.87324400e+01 3.51457100e+03 1.00868432e+17 2.52367700e+02 3.52534705e+04 4.07700600e-04 1.62584200e-18 3.99987700e-13 1.75831400e-15 4.75656100e-26 4.62614900e-15 6.33134000e-12 4.58894000e-23 1.00576600e-09 4.08242100e-15 3.18434000e-20 1.26346300e-08 3.95833300e-09 1.75738900e-11 3.94911600e-11 1.19073200e-31 1.56236500e-15 1.00977800e-09 5.20034200e-09 1.43618900e-20 1.21521000e-16 1.92144200e-13 5.88724900e-12 2.04922400e-05 4.97955200e-13 4.48684700e-11 1.85166700e-24 1.05622400e-27 3.42951000e-10 7.26564700e-14 1.51080400e-23 7.49183900e-12 1.00000000e-40 1.00000000e-40 2.50808400e-35 1.14698000e-19 1.75338100e-14 5.93430000e-13 1.73670800e-28 8.36350600e-13 6.35565600e-15 1.90470100e-11 6.23776200e-13 4.68086700e-09 7.01356500e-16 3.76017000e-11 1.16017000e-14 5.96289400e-18 3.34765800e-12 2.30781100e-17 1.86815400e-09 3.01082000e-23 5.30219600e-13 2.06675800e-16 5.42113700e-19 8.50158200e-23 2.82601900e-10 6.58515300e-13 1.72524000e-20 4.73051100e-22 3.80120000e-10 1.84596700e-19 8.86443700e-13 2.33021700e-21 2.53070000e-17 1.55567600e-21 2.02319800e-08 9.56059600e-22 2.68499600e-15 1.13573700e-14 1.73382100e-17 1.53154900e-08 1.23750500e-16 3.67913700e-26 7.57780400e-11 7.28402600e-07 1.41034400e-08 8.74602000e-19 3.04034300e-20 2.81852100e-14 2.31680700e-09 1.02301500e-06 9.34579900e-05 2.06714100e-13 1.54031200e-11 2.01827500e-01 4.38330500e-31 1.60964000e-16 7.55372400e-13 7.97611100e-01 1.44397800e-17 2.70775700e-19 2.69235800e-11 3.78866800e-05 4.64086700e-16 1.10536600e-13 2.19451400e-16 1.00000000e-40 1.00000000e-05
3.97946600e+01 3.05154000e+03 8.67967633e+16 2.54643300e+02 3.93376605e+04 4.08070800e-04 1.54029600e-18 3.46958900e-13 1.83608600e-15 6.20156400e-26 5.10556600e-15 6.10904400e-12 5.36417700e-23 1.09904000e-09 4.29373200e-15 2.98631100e-20 1.27538000e-08 3.88031500e-09 1.66349600e-11 3.09806400e-11 1.12827200e-31 1.88277700e-15 1.17677800e-09 6.11865700e-09 1.46692800e-20 1.78686100e-16 2.02380200e-13 6.41332500e-12 2.10938200e-05 5.08685400e-13 4.53224800e-11 2.30071800e-24 1.56051500e-27 3.38061400e-10 7.45804300e-14 1.82553200e-23 9.16379400e-12 1.00000000e-40 1.00000000e-40 4.24664200e-35 1.49696300e-19 2.71868100e-14 6.26242100e-13 2.55350500e-28 6.76888200e-13 5.09592300e-15 2.44982400e-11 6.54807600e-13 4.02042400e-09 8.49525500e-16 3.74419000e-11 1.11320000e-14 6.47426600e-18 3.67924200e-12 2.41165300e-17 1.86946200e-09 3.71047700e-23 5.68973600e-13 2.06364100e-16 5.09320700e-19 9.43460700e-23 3.38836100e-10 6.89977500e-13 2.22303200e-20 6.16215100e-22 3.12629400e-10 1.94766700e-19 8.98059000e-13 4.76623700e-21 2.04221500e-17 2.13284200e-21 2.08396700e-08 1.19217700e-21 2.46240300e-15 9.31930800e-15 9.36673200e-18 1.68055000e-08 1.52340200e-16 5.36242900e-26 7.71294700e-11 7.25805100e-07 1.44470400e-08 9.62107800e-19 3.93231800e-20 3.15272900e-14 2.20118600e-09 1.05097600e-06 9.30214700e-05 1.90213800e-13 1.82043000e-11 2.01823200e-01 6.64366400e-31 1.89528500e-16 9.00584000e-13 7.97614600e-01 1.51046100e-17 2.68098100e-19 2.26743700e-11 3.81314700e-05 6.04442400e-16 1.75537500e-13 2.24524600e-16 1.00000000e-40 1.00000000e-05
4.08668200e+01 2.64951200e+03 7.47163914e+16 2.56842400e+02 4.38028617e+04 4.08455100e-04 1.46259700e-18 3.08178100e-13 1.91734200e-15 7.60876200e-26 5.11064200e-15 5.66361300e-12 6.20436200e-23 1.21108500e-09 4.51465500e-15 2.78536000e-20 1.28492200e-08 3.78547400e-09 1.57872400e-11 3.32493800e-11 1.06415900e-31 2.26954000e-15 1.23631400e-09 6.98220700e-09 1.41676200e-20 2.49463800e-16 2.13145900e-13 7.20887100e-12 2.17220900e-05 5.19892700e-13 4.54193100e-11 2.82476900e-24 2.07757300e-27 3.33458800e-10 7.65901700e-14 2.07488300e-23 9.96403600e-12 1.00000000e-40 1.00000000e-40 6.82813800e-35 1.81566900e-19 4.16990100e-14 6.61120700e-13 3.51130400e-28 5.36027500e-13 4.18353900e-15 2.78924600e-11 6.87235300e-13 3.40581100e-09 9.65329400e-16 3.72844200e-11 1.18271600e-14 7.01755300e-18 4.30714300e-12 2.52014500e-17 1.97444400e-09 4.55678000e-23 6.74679500e-13 2.06056500e-16 4.77779100e-19 9.97201800e-23 4.02776300e-10 7.23154100e-13 2.80543900e-20 7.86516300e-22 2.73292100e-10 2.05377300e-19 9.08040400e-13 9.78815900e-21 1.60410800e-17 2.83575700e-21 2.13856900e-08 1.51566900e-21 2.13647300e-15 6.18644500e-15 5.31797700e-18 1.80082800e-08 1.67864800e-16 7.72259200e-26 7.85056000e-11 7.23124400e-07 1.47444800e-08 1.06003900e-18 4.78566500e-20 3.35156600e-14 2.09199000e-09 1.07857400e-06 9.25718100e-05 1.71235900e-13 2.13370300e-11 2.01818700e-01 9.91815000e-31 2.23145700e-16 1.01801300e-12 7.97618300e-01 1.57668500e-17 2.65222600e-19 1.93883400e-11 3.83771100e-05 6.68922900e-16 2.80480700e-13 2.29722300e-16 1.00000000e-40 1.00000000e-05
4.19485900e+01 2.30044900e+03 6.43691790e+16 2.58851900e+02 4.95671487e+04 4.08859000e-04 1.39124100e-18 2.78072600e-13 2.00321900e-15 9.08547300e-26 5.01151800e-15 5.13074700e-12 7.09171200e-23 1.34354300e-09 4.74829000e-15 2.57982000e-20 1.29276100e-08 3.67249000e-09 1.50133600e-11 3.88682900e-11 9.97702100e-32 2.73606300e-15 1.26231200e-09 7.98259300e-09 1.34901100e-20 3.42200500e-16 2.24597000e-13 8.13029300e-12 2.23858800e-05 5.31733800e-13 4.52218500e-11 3.46304600e-24 2.65654400e-27 3.29057700e-10 7.87138100e-14 2.30807700e-23 1.04169700e-11 1.00000000e-40 1.00000000e-40 1.08173700e-34 2.13915200e-19 6.41958800e-14 6.98705300e-13 4.70284400e-28 4.12654900e-13 3.62706800e-15 3.06257000e-11 7.21513300e-13 2.83693000e-09 1.07615100e-15 3.71268100e-11 1.29119500e-14 7.60833800e-18 5.09669800e-12 2.63480900e-17 2.11037900e-09 5.57396900e-23 8.19363900e-13 2.05747600e-16 4.46332100e-19 1.04833800e-22 4.75784400e-10 7.58548500e-13 3.49779500e-20 9.92523000e-22 2.50650900e-10 2.16576600e-19 9.16587100e-13 1.95920100e-20 1.22002300e-17 3.77291500e-21 2.18823500e-08 1.92750000e-21 1.85924900e-15 3.90156700e-15 3.12964100e-18 1.89996100e-08 1.79948000e-16 1.10037200e-25 7.99250900e-11 7.20323300e-07 1.49986300e-08 1.17428700e-18 5.73374400e-20 3.48852800e-14 1.98865000e-09 1.10608300e-06 9.21026600e-05 1.53217200e-13 2.48367700e-11 2.01814000e-01 1.46100100e-30 2.61611100e-16 1.13377300e-12 7.97622100e-01 1.64246800e-17 2.62460900e-19 1.67731100e-11 3.86270500e-05 6.91030600e-16 4.41058500e-13 2.35100000e-16 1.00000000e-40 1.00000000e-05
4.30392000e+01 1.99737400e+03 5.55023939e+16 2.60654000e+02 5.61279096e+04 4.09269300e-04 1.32803400e-18 2.53239500e-13 2.09086800e-15 1.06484400e-25 4.95043300e-15 4.57913900e-12 8.02360600e-23 1.49362900e-09 4.98688900e-15 2.37751200e-20 1.29910900e-08 3.54621800e-09 1.43293500e-11 4.58366900e-11 9.31306700e-32 3.27289000e-15 1.28303900e-09 9.27986100e-09 1.27726200e-20 4.64425600e-16 2.36356500e-13 9.08932400e-12 2.30632700e-05 5.43815900e-13 4.47907100e-11 4.24505300e-24 3.31777000e-27 3.24975700e-10 8.08808900e-14 2.53751400e-23 1.06942400e-11 1.00000000e-40 1.00000000e-40 1.70107800e-34 2.47548700e-19 9.96428000e-14 7.37885000e-13 6.22948400e-28 3.10441000e-13 3.29501400e-15 3.33410400e-11 7.56504500e-13 2.33520200e-09 1.19019500e-15 3.69737100e-11 1.40497000e-14 8.21962500e-18 6.01358300e-12 2.75184500e-17 2.24307200e-09 6.79269300e-23 9.93396400e-13 2.05446300e-16 4.15340000e-19 1.10540700e-22 5.55742600e-10 7.95011000e-13 4.29423700e-20 1.23418200e-21 2.37239900e-10 2.27992800e-19 9.23565400e-13 3.77858100e-20 9.03915000e-18 5.09707100e-21 2.23159200e-08 2.43814900e-21 1.63513800e-15 2.53421200e-15 1.88512200e-18 1.97970300e-08 1.92611500e-16 1.54424100e-25 8.13418500e-11 7.17493900e-07 1.52007800e-08 1.30679900e-18 6.87591800e-20 3.58256000e-14 1.89509300e-09 1.13258800e-06 9.16292600e-05 1.37043700e-13 2.85718600e-11 2.01809200e-01 2.12224500e-30 3.03594300e-16 1.25475500e-12 7.97626000e-01 1.70484000e-17 2.60103100e-19 1.47368500e-11 3.88733900e-05 6.94030000e-16 6.75116500e-13 2.40464100e-16 1.00000000e-40 1.00000000e-05
