alt press den temp eddy CO2 N2H4 S2 H2CCO C2H3 NO3 HNO2 CS H2O2 C4H3 CS2 H2SO4 C2H4 NH3 H2S S2O H2CN NO2 O3 HSO3 H HNCO CH3 H2 C2H3CN CH3OH NH HCS COS HC3N CH2OH C2H5 N_2D He C HCO O HCCO CN CH2CN CH3S HO2 C3H4 HSO CH3O CH3CN HS2 NS SH C4H2 NO CH SO S8 N2H3 N2H CH3CHO C3H2 CH2_1 CH2 CH3SH C4H5 CH3NH2 N S3 O_1 SO2 S CH3CO N2O5 S4 H2CO NH2 C2H HCN N2O C2H6 C6H5 NCO HNO HNO3 CO CH4 CH3O2 C2H2 O2 C2 C3H3 OH N2 CH2NH N2H2 CH3OOH H2O CH2NH2 SO3 C6H6 H2SO4aer H2SO4aer_r
6.08728500e+01 2.08357100e+02 6.01418950e+15 2.50927300e+02 1.12000000e+05 4.22664400e-04 7.30631400e-19 4.58893700e-17 5.02367300e-15 1.85580700e-24 4.04503200e-14 1.34560600e-12 2.10589700e-24 4.76275500e-09 1.29993700e-14 2.06569800e-22 1.38688000e-08 7.50730700e-10 7.27408500e-12 5.94942600e-13 2.36364200e-33 4.48056200e-14 3.86144800e-09 5.24029900e-07 3.20787300e-20 1.04344000e-13 6.49451300e-13 2.06564600e-11 4.57867100e-05 9.47355600e-13 4.07070600e-11 3.54909700e-22 4.40296800e-26 2.54945500e-10 1.53311000e-13 4.07918600e-22 1.01670900e-12 1.00000000e-40 1.00000000e-40 7.88309700e-31 3.72743100e-18 3.05518800e-10 1.88217400e-12 2.30165900e-26 3.22360700e-16 5.12613200e-15 2.63761800e-10 1.92892400e-12 2.69613100e-14 1.45344800e-14 3.30238000e-11 4.53210700e-17 1.99694500e-20 1.64389000e-14 6.67928200e-17 2.59676000e-09 9.98512800e-22 2.55926400e-12 1.97638700e-16 6.32999400e-21 5.45404500e-22 3.85932200e-09 2.11347900e-12 1.23484100e-18 1.21634100e-19 3.53560200e-12 6.07124400e-19 9.53811300e-13 9.49450200e-17 4.07725000e-27 2.62021000e-18 2.37549000e-08 2.14960200e-20 8.86305000e-14 2.10830400e-14 1.00000000e-40 1.53445800e-08 5.37646300e-16 1.98260200e-23 1.24382200e-10 6.28516500e-07 1.55520400e-08 2.76770000e-17 2.61777000e-18 3.34227600e-15 9.46866100e-10 1.75935200e-06 7.66337500e-05 1.86006700e-14 2.07978700e-10 2.01649400e-01 3.69881200e-28 1.57716700e-15 2.24529600e-11 7.97756800e-01 2.36391100e-17 5.87882800e-20 2.59270000e-12 4.57072600e-05 1.55288300e-17 1.09086600e-12 3.71031300e-16 1.00000000e-40 1.00000000e-05
6.19363400e+01 1.80906900e+02 5.29898074e+15 2.47274600e+02 1.12000000e+05 4.24586000e-04 6.96759500e-19 1.39058600e-17 5.44876700e-15 2.60521000e-24 3.42312500e-14 1.65602600e-12 5.49650800e-25 4.70694600e-09 1.41613800e-14 1.01534000e-22 1.39761300e-08 7.67596800e-10 6.85756500e-12 2.99779500e-13 1.39020000e-33 5.42248600e-14 3.63752200e-09 5.75745000e-07 3.93525800e-20 1.53144100e-13 7.10621200e-13 2.20389600e-11 4.90958100e-05 1.00577700e-12 4.28970900e-11 4.72568100e-22 3.22061500e-26 2.47617600e-10 1.63800600e-13 5.59950000e-22 9.18473700e-13 1.00000000e-40 1.00000000e-40 1.50279100e-30 4.47609500e-18 4.15115500e-10 1.91032300e-12 2.28041200e-26 2.89240400e-16 4.95262300e-15 2.52583500e-10 2.09897100e-12 7.05197100e-15 1.65205300e-14 3.24973000e-11 1.50430300e-17 9.72604700e-21 5.90807700e-15 7.25044100e-17 3.16465300e-09 1.14871500e-21 2.98425700e-12 1.96594300e-16 4.52991600e-21 7.62460700e-22 4.32751600e-09 2.31347800e-12 1.64710000e-18 1.75608400e-19 1.89292000e-12 6.61936400e-19 9.54168900e-13 1.83882900e-16 4.59354100e-27 3.25202700e-18 2.36058500e-08 2.48043900e-20 1.66097200e-13 2.21886500e-14 5.48888700e-27 1.41244300e-08 5.21531900e-16 2.76511400e-23 1.30529300e-10 6.15868600e-07 1.55999100e-08 3.59775300e-17 2.75762600e-18 3.38539700e-15 8.88783700e-10 1.84303000e-06 7.44888200e-05 1.45199000e-14 2.47109000e-10 2.01626100e-01 5.13834000e-28 1.73601000e-15 2.93860200e-11 7.97775900e-01 2.40913600e-17 4.37977500e-20 2.08966600e-12 4.66420000e-05 9.91321900e-18 6.62748000e-13 3.84241700e-16 1.00000000e-40 1.00000000e-05
6.29847100e+01 1.57073200e+02 4.66523016e+15 2.43862900e+02 1.12000000e+05 4.26731400e-04 6.62251400e-19 4.01994500e-18 5.92426800e-15 3.71705400e-24 2.91275600e-14 2.03821800e-12 1.42131700e-25 4.68012600e-09 1.54610200e-14 4.84001700e-23 1.40946500e-08 8.67686200e-10 6.43650800e-12 1.58118100e-13 7.86743700e-34 6.60126600e-14 3.37161200e-09 6.24718000e-07 4.78873300e-20 2.25824200e-13 7.79230300e-13 2.32680100e-11 5.28031800e-05 1.07110600e-12 4.59523900e-11 6.25027200e-22 2.89341800e-26 2.39674400e-10 1.75531500e-13 7.79272500e-22 8.35810000e-13 1.00000000e-40 1.00000000e-40 3.38871700e-30 5.36796400e-18 5.60227500e-10 1.89859500e-12 9.62386700e-26 2.60627900e-16 4.53185000e-15 2.44016200e-10 2.28920000e-12 2.00455300e-15 1.83728900e-14 3.19134400e-11 4.70031300e-18 5.09846100e-21 2.30710100e-15 7.88992000e-17 3.80971700e-09 1.67038200e-21 3.51112500e-12 1.95434000e-16 3.40155700e-21 1.03771700e-21 4.84925900e-09 2.53949000e-12 2.16430600e-18 2.54569300e-19 9.74335400e-13 7.23226700e-19 9.54468500e-13 3.43194400e-16 3.43099100e-27 3.98992900e-18 2.34390200e-08 2.86025600e-20 2.86804400e-13 2.28213100e-14 1.56747600e-27 1.29579100e-08 5.01826000e-16 3.88570800e-23 1.37400500e-10 6.01742100e-07 1.56706200e-08 4.60853900e-17 2.95453500e-18 3.35188800e-15 8.29430500e-10 1.93726400e-06 7.20910300e-05 1.12067400e-14 2.95799400e-10 2.01600000e-01 7.16961700e-28 1.92256500e-15 3.83364600e-11 7.97797400e-01 2.45838900e-17 3.23956200e-20 1.64859600e-12 4.76820000e-05 6.39653500e-18 4.22376600e-13 3.98090200e-16 1.00000000e-40 1.00000000e-05
6.40189500e+01 1.36379400e+02 4.11553238e+15 2.40015600e+02 1.12000000e+05 4.29123300e-04 6.26869200e-19 1.11775400e-18 6.45547000e-15 5.37948900e-24 2.49344400e-14 2.50940900e-12 3.39675400e-26 4.71232300e-09 1.69126700e-14 2.25284700e-23 1.42255600e-08 1.08202700e-09 6.00817800e-12 8.64855900e-14 4.29266000e-34 8.08653500e-14 3.08493500e-09 6.69721300e-07 5.89759800e-20 3.31849100e-13 8.56076300e-13 2.40553100e-11 5.69513900e-05 1.14406500e-12 5.01138500e-11 8.29771000e-22 3.41607300e-26 2.31043700e-10 1.88633200e-13 1.10515800e-21 7.69318900e-13 1.00000000e-40 1.00000000e-40 4.21000600e-29 6.48284600e-18 7.41766600e-10 1.83459500e-12 2.39749800e-24 2.37416700e-16 4.13370700e-15 2.39356900e-10 2.50173600e-12 6.23149900e-16 2.00789400e-14 3.12663900e-11 1.37777100e-18 2.97241900e-21 9.90037000e-16 8.60505400e-17 4.51454200e-09 1.20970700e-20 4.14823600e-12 1.94146200e-16 2.65850500e-21 1.41721100e-21 5.43102000e-09 2.79481100e-12 2.82202000e-18 3.64593300e-19 4.81950000e-13 7.91671700e-19 9.54724000e-13 6.34700200e-16 1.00000000e-40 4.82238400e-18 2.32531000e-08 3.28963900e-20 4.62625700e-13 2.31592300e-14 1.00000000e-40 1.19079400e-08 4.79508800e-16 5.48559800e-23 1.45072000e-10 5.85981500e-07 1.57691100e-08 5.80781500e-17 3.35720400e-18 3.27631200e-15 7.68650100e-10 2.04366900e-06 6.94133500e-05 8.62287700e-15 3.56513200e-10 2.01570800e-01 1.00635600e-27 2.14283800e-15 5.00742400e-11 7.97821500e-01 2.51232000e-17 2.39159400e-20 1.26761300e-12 4.88383300e-05 4.17861700e-18 2.65060000e-13 4.12751500e-16 1.00000000e-40 1.00000000e-05
6.50372100e+01 1.18412000e+02 3.62913816e+15 2.36324600e+02 1.12000000e+05 4.31785000e-04 5.90367600e-19 3.00004000e-19 7.04780900e-15 8.17360200e-24 2.23646600e-14 3.09627700e-12 8.14976200e-27 4.83493800e-09 1.85310700e-14 1.02868200e-23 1.43699400e-08 1.46054900e-09 5.56969100e-12 4.79999800e-14 2.26352600e-34 9.97232100e-14 2.81830700e-09 7.08597900e-07 7.43219200e-20 5.04694900e-13 9.41981100e-13 2.53480500e-11 6.15860100e-05 1.22539100e-12 5.56994400e-11 1.30798600e-21 5.00643500e-26 2.21647000e-10 2.03238700e-13 1.64033200e-21 7.36240900e-13 1.00000000e-40 1.00000000e-40 1.18411300e-27 8.16742900e-18 9.72420400e-10 1.70536400e-12 4.82459500e-23 2.24294800e-16 3.61804800e-15 2.46907900e-10 2.73875600e-12 2.15863700e-16 2.23218200e-14 3.05501400e-11 3.72819900e-19 1.92576600e-21 4.73286200e-16 9.40341600e-17 5.24221500e-09 1.99895100e-19 4.85269200e-12 1.92719400e-16 2.13449300e-21 1.89181900e-21 6.07978700e-09 3.08302100e-12 4.54537500e-18 5.60271100e-19 2.27746200e-13 8.67964300e-19 9.54948200e-13 1.13855300e-15 3.16842600e-26 5.75598300e-18 2.30466500e-08 3.77961600e-20 6.95312800e-13 2.33429100e-14 2.49937000e-26 1.10755500e-08 4.57849200e-16 7.83453400e-23 1.53621400e-10 5.68427300e-07 1.59008600e-08 7.18410200e-17 5.96714900e-18 3.22833400e-15 7.06314600e-10 2.16403900e-06 6.64278900e-05 6.77201200e-15 4.32166100e-10 2.01538200e-01 1.42394000e-27 2.42744400e-15 6.71222300e-11 7.97848400e-01 2.57155500e-17 1.76293600e-20 9.42041900e-13 5.01224000e-05 2.77714500e-18 1.88330100e-13 4.28597100e-16 1.00000000e-40 1.00000000e-05
6.60401300e+01 1.02811700e+02 3.20155202e+15 2.32594100e+02 1.12000000e+05 4.34745800e-04 5.52404100e-19 7.85213500e-20 7.70822000e-15 1.43970200e-23 2.25360900e-14 3.84290000e-12 1.96212500e-27 5.08440900e-09 2.03350000e-14 4.63476300e-24 1.45292000e-08 2.08538300e-09 5.11720800e-12 2.59486500e-14 1.15702900e-34 1.24018000e-13 2.66252600e-09 7.38836900e-07 1.03709900e-19 8.60776700e-13 1.03798600e-12 2.96453000e-11 6.67639900e-05 1.31602700e-12 6.31626600e-11 4.97918900e-21 8.19605400e-26 2.11381500e-10 2.19517500e-13 2.74771600e-21 7.91244600e-13 1.00000000e-40 1.00000000e-40 2.88513200e-26 1.15926700e-17 1.25257000e-09 1.49579200e-12 6.69934300e-22 2.37959000e-16 3.12112500e-15 2.91272400e-10 3.00304200e-12 8.91488000e-17 2.79731100e-14 2.97570900e-11 8.73968200e-20 1.54375500e-21 2.69160400e-16 1.02947100e-16 5.90700900e-09 2.52409100e-18 5.41929200e-12 1.91139300e-16 1.74340500e-21 2.53128300e-21 6.80352500e-09 3.40881600e-12 1.58374900e-17 1.23338600e-18 1.00585300e-13 9.52988300e-19 9.55151500e-13 2.05826700e-15 6.32110400e-26 6.77970800e-18 2.28178300e-08 4.33882800e-20 9.80793500e-13 2.34867100e-14 6.55664400e-26 1.05870700e-08 4.47926900e-16 1.19372500e-22 1.63147700e-10 5.48875500e-07 1.60726300e-08 8.71998100e-17 3.18491300e-17 3.50733100e-15 6.42182700e-10 2.30069600e-06 6.30990600e-05 5.91156000e-15 5.26482100e-10 2.01501700e-01 2.06734800e-27 2.85092700e-15 9.94641100e-11 7.97878500e-01 2.63682100e-17 1.28705300e-20 6.65477300e-13 5.15486300e-05 1.90793400e-18 1.65668500e-13 4.46127200e-16 1.00000000e-40 1.00000000e-05
6.70275300e+01 8.92666500e+01 2.82427785e+15 2.28927800e+02 1.12000000e+05 4.38036200e-04 5.12613800e-19 2.00060200e-20 8.44409000e-15 3.61413300e-23 2.93113900e-14 4.78877000e-12 1.24131000e-27 5.51238700e-09 2.23444400e-14 2.07042600e-24 1.47045500e-08 3.08345600e-09 4.64753800e-12 1.28989700e-14 5.74430700e-35 1.56305800e-13 2.78427300e-09 7.58508000e-07 1.82590400e-19 1.94028900e-12 1.14519100e-12 4.64243800e-11 7.25472000e-05 1.41697200e-12 7.32469400e-11 3.87402800e-20 1.40361900e-25 2.00137000e-10 2.37649600e-13 5.95077100e-21 1.08526400e-12 1.00000000e-40 1.00000000e-40 6.71173700e-25 2.12357400e-17 1.58128400e-09 1.19649700e-12 6.70364900e-21 3.22450500e-16 2.70815100e-15 4.52876800e-10 3.29755600e-12 4.99584800e-17 4.88681300e-14 2.88797000e-11 1.52820800e-20 1.88112300e-21 2.05799100e-16 1.12896100e-16 6.34760000e-09 2.29821000e-17 5.33783100e-12 1.89390900e-16 1.43111300e-21 3.53531200e-21 7.60717800e-09 3.77809100e-12 9.80620800e-17 5.28476800e-18 3.92028200e-14 1.04768200e-18 9.55336400e-13 4.08546000e-15 4.54898800e-26 7.98592500e-18 2.25651200e-08 5.00647100e-20 1.29858900e-12 2.36400200e-14 3.04967000e-26 1.06557100e-08 4.78259900e-16 2.56782300e-22 1.73753900e-10 5.27109300e-07 1.62939700e-08 1.03853400e-16 2.52038400e-16 4.99554900e-15 5.76076500e-10 2.45663500e-06 5.93890700e-05 6.75458200e-15 6.43921800e-10 2.01460900e-01 3.40851400e-27 3.61024300e-15 1.86132400e-10 7.97912100e-01 2.70877800e-17 9.10755800e-21 4.35290400e-13 5.31315600e-05 1.40928400e-18 2.14166600e-13 4.65981700e-16 1.00000000e-40 1.00000000e-05
6.79996800e+01 7.75061300e+01 2.48949263e+15 2.25497600e+02 1.12000000e+05 4.41690700e-04 4.70545300e-19 4.56234300e-21 9.26451800e-15 1.35332100e-22 4.88123500e-14 5.90416600e-12 5.78145900e-27 6.20704600e-09 2.45839500e-14 9.08937100e-25 1.48968900e-08 4.62637400e-09 4.15936400e-12 5.76991000e-15 2.73464400e-35 2.02571900e-13 3.25205200e-09 7.69373800e-07 3.91720500e-19 5.81244900e-12 1.26487000e-12 1.01057800e-10 7.90123300e-05 1.52945500e-12 8.75107900e-11 2.73173300e-19 2.46984400e-25 1.87778900e-10 2.57856400e-13 1.62961700e-20 1.78194500e-12 5.30649400e-40 1.00000000e-40 1.54004300e-23 5.11656000e-17 2.01256200e-09 8.27113700e-13 5.04959100e-20 5.24962500e-16 2.23687000e-15 8.86511200e-10 3.62593400e-12 3.63696900e-17 1.24045100e-13 2.79105500e-11 1.78686100e-21 3.54811000e-21 2.06422700e-16 1.24023300e-16 6.50182900e-09 1.56526800e-16 4.41721600e-12 1.87456400e-16 1.14850800e-21 5.25866500e-21 8.48501700e-09 4.20033500e-12 5.80628400e-16 2.91631300e-17 1.21789400e-14 1.15319600e-18 9.55483700e-13 9.96967900e-15 1.00000000e-40 1.01012700e-17 2.22867600e-08 5.98700400e-20 1.61145200e-12 2.37412100e-14 1.00000000e-40 1.16769700e-08 5.74452300e-16 1.08401800e-21 1.85559100e-10 5.02862900e-07 1.65812400e-08 1.21419500e-16 1.73833400e-15 9.44660700e-15 5.07893000e-10 2.63714300e-06 5.52524900e-05 1.00508100e-14 7.90002300e-10 2.01415400e-01 8.52178300e-27 5.11419600e-15 4.26764500e-10 7.97949800e-01 2.78793400e-17 6.04286500e-21 2.58127900e-13 5.48862600e-05 1.14277000e-18 3.92259000e-13 4.88943200e-16 1.00000000e-40 1.00000000e-05
6.89575600e+01 6.72950100e+01 2.19309783e+15 2.22249900e+02 1.12000000e+05 4.45742300e-04 4.25690600e-19 8.83127700e-22 1.01803000e-14 6.31494200e-22 8.72535400e-14 7.11605700e-12 2.84684200e-26 7.24829900e-09 2.70824400e-14 3.76305500e-25 1.51059400e-08 6.86230700e-09 3.65593200e-12 2.66594200e-15 1.18200700e-35 2.74792100e-13 3.66580400e-09 7.76942800e-07 8.88451800e-19 2.03038000e-11 1.39819500e-12 2.42895100e-10 8.62498200e-05 1.65491800e-12 1.08837000e-10 1.56664200e-18 4.54115800e-25 1.74157900e-10 2.80397800e-13 4.94241600e-20 2.71376700e-12 4.47431100e-39 1.00000000e-40 3.09576000e-22 1.47074600e-16 2.91426700e-09 4.63400600e-13 2.97122200e-19 7.96509900e-16 1.54439800e-15 1.72795700e-09 3.99243400e-12 2.52851200e-17 3.41503700e-13 2.68448000e-11 1.95608400e-22 7.23113200e-21 2.25496900e-16 1.36529300e-16 6.77716400e-09 8.25387800e-16 3.39261200e-12 1.85315600e-16 8.54185000e-22 7.83678500e-21 9.40583700e-09 4.69040800e-12 2.80845700e-15 1.44543600e-16 2.66218400e-15 1.27085300e-18 9.55513700e-13 2.83069700e-14 1.00000000e-40 1.65516300e-17 2.19809300e-08 8.20169000e-20 1.93918500e-12 2.35497800e-14 1.00000000e-40 1.41653600e-08 6.82508700e-16 6.16710700e-21 1.98676100e-10 4.75827500e-07 1.69424300e-08 1.39459300e-16 9.35781800e-15 1.74186900e-14 4.37217000e-10 2.85236500e-06 5.06395500e-05 1.46650700e-14 9.71775200e-10 2.01364400e-01 3.53873300e-26 8.03319000e-15 1.03908900e-09 7.97992000e-01 2.87410100e-17 3.66174500e-21 1.41097200e-13 5.68226500e-05 8.48907100e-19 8.16783000e-13 5.15878200e-16 1.00000000e-40 1.00000000e-05
6.99019300e+01 5.84291600e+01 1.92907771e+15 2.19379800e+02 1.12000000e+05 4.50213400e-04 3.77539800e-19 1.73122900e-22 1.12044200e-14 3.04640700e-21 1.50107500e-13 8.44581800e-12 1.15973100e-25 8.50479200e-09 2.98739800e-14 1.39426900e-25 1.53291400e-08 9.72538500e-09 3.14586000e-12 1.59547700e-15 4.14772100e-36 3.69655200e-13 3.44059600e-09 7.72824800e-07 2.02657100e-18 7.83089700e-11 1.54533500e-12 4.87192700e-10 9.43665000e-05 1.79499500e-12 1.39145300e-10 7.89136600e-18 9.08913800e-25 1.59126300e-10 3.05575500e-13 1.56570000e-19 3.28146400e-12 3.52540000e-38 1.00000000e-40 4.68400600e-21 4.62996700e-16 5.49706100e-09 2.12223200e-13 1.41095200e-18 9.51078600e-16 8.37633500e-16 2.92916300e-09 4.40192700e-12 1.25234800e-17 7.04360700e-13 2.56831100e-11 4.01169400e-23 1.03720100e-20 2.32177400e-16 1.50712400e-16 7.76877900e-09 3.47536300e-15 2.85266600e-12 1.82944800e-16 5.73895200e-22 1.02767600e-20 1.02930000e-08 5.26164500e-12 1.08936200e-14 5.87969100e-16 3.80928400e-16 1.40196500e-18 9.55225700e-13 7.49539100e-14 1.00000000e-40 3.97507500e-17 2.16478600e-08 1.50152900e-19 2.53802000e-12 2.26544400e-14 1.00000000e-40 1.82125200e-08 6.60041800e-16 3.26704500e-20 2.13144600e-10 4.45656700e-07 1.72488900e-08 1.57462700e-16 3.82095000e-14 2.14117900e-14 3.62503800e-10 3.11999700e-06 4.55033100e-05 1.48658000e-14 1.19911200e-09 2.01307200e-01 1.72171200e-25 1.31606800e-14 2.56966400e-09 7.98039300e-01 2.96567600e-17 2.07657400e-21 7.09955400e-14 5.89316100e-05 4.18274600e-19 1.72663000e-12 5.47691200e-16 1.00000000e-40 1.00000000e-05
7.08343900e+01 5.07313600e+01 1.69444621e+15 2.16853000e+02 1.12000000e+05 4.55092600e-04 3.25743600e-19 4.69669800e-23 1.23528000e-14 1.30629800e-20 2.17268000e-13 9.80012200e-12 2.93912300e-25 9.96293200e-09 3.29975200e-14 4.90114700e-26 1.55597100e-08 1.27432800e-08 2.64258700e-12 1.15956200e-15 1.04502700e-36 4.08392700e-13 2.72614600e-09 7.10108000e-07 4.24575300e-18 3.07538600e-10 1.70222800e-12 7.34731400e-10 1.03482700e-04 1.95122800e-12 1.72010100e-10 3.39289700e-17 1.97711000e-24 1.42581600e-10 3.33717000e-13 4.43973900e-19 3.15248600e-12 2.29887800e-37 1.00000000e-40 3.67898400e-20 1.37907100e-15 1.21121200e-08 1.03537200e-13 5.54820300e-18 9.02690000e-16 4.34979800e-16 4.51449800e-09 4.85943700e-12 4.39774300e-18 9.60526900e-13 2.44381000e-11 1.17057900e-23 9.66164500e-21 2.10832800e-16 1.66981400e-16 9.34004200e-09 1.19591000e-14 3.00794400e-12 1.80316500e-16 4.01166200e-22 1.08229400e-20 1.09787500e-08 5.89401100e-12 3.33160800e-14 1.89928600e-15 5.08998500e-17 1.54683800e-18 9.54399300e-13 1.67336100e-13 7.87203200e-25 1.16359000e-16 2.12920100e-08 3.63276400e-19 3.60107400e-12 2.07093000e-14 1.00000000e-40 2.36838400e-08 4.97154400e-16 1.48353600e-19 2.28644300e-10 4.11996700e-07 1.70273800e-08 1.74870100e-16 1.25856100e-13 1.63395000e-14 2.83648000e-10 3.46778700e-06 3.98207600e-05 9.93184600e-15 1.48525800e-09 2.01243300e-01 7.89289600e-25 2.20660900e-14 5.89092100e-09 7.98092400e-01 3.06126500e-17 1.29509200e-21 3.06907300e-14 6.11449200e-05 1.39431500e-19 3.34381800e-12 5.85165800e-16 1.00000000e-40 1.00000000e-05
7.17563900e+01 4.40477000e+01 1.48565201e+15 2.14744900e+02 1.12000000e+05 4.60293100e-04 2.70505000e-19 1.17591300e-23 1.36429000e-14 4.64828600e-20 2.35083500e-13 1.08241800e-11 4.02885400e-25 1.25642100e-08 3.64874300e-14 1.79998100e-26 1.57852800e-08 1.50942900e-08 2.16152700e-12 8.86078300e-16 1.77939000e-37 3.35689600e-13 2.02896600e-09 5.42844700e-07 7.41166100e-18 1.14488300e-09 1.85286800e-12 9.19882700e-10 1.13715800e-04 2.12368300e-12 1.93597300e-10 1.18112900e-16 4.59760100e-24 1.24553700e-10 3.65058000e-13 9.65483700e-19 2.53148800e-12 1.08729900e-36 1.00000000e-40 1.33127200e-19 3.51563700e-15 2.58946300e-08 6.19495100e-14 1.84106900e-17 7.44313600e-16 2.86554900e-16 6.94994200e-09 5.36801500e-12 1.29710100e-18 9.52498900e-13 2.31402600e-11 3.63607700e-24 7.31553900e-21 1.74960200e-16 1.85488400e-16 1.09958900e-08 3.42688600e-14 4.00882000e-12 1.77399500e-16 3.45803100e-22 9.32687500e-21 1.11796300e-08 6.46291100e-12 8.12473500e-14 4.90172500e-15 1.41979400e-17 1.70205600e-18 9.53017400e-13 3.24884400e-13 2.89301700e-26 3.38105000e-16 2.09234100e-08 9.62095800e-19 4.40986500e-12 1.77571200e-14 3.91685400e-31 3.12087700e-08 3.20317300e-16 5.74379800e-19 2.43812700e-10 3.74599100e-07 1.57952600e-08 1.91039100e-16 3.56281500e-13 9.56746100e-15 2.06685900e-10 3.92724800e-06 3.36386900e-05 5.47453600e-15 1.83445200e-09 2.01171700e-01 3.26276500e-24 3.89131800e-14 1.13800500e-08 7.98152300e-01 3.16414700e-17 1.08226800e-21 1.26596400e-14 6.32592700e-05 4.64916000e-20 5.48631800e-12 6.28561000e-16 1.00000000e-40 1.00000000e-05
7.26697000e+01 3.82446000e+01 1.29991089e+15 2.13095000e+02 1.12000000e+05 4.65634100e-04 2.13117000e-19 1.91236000e-24 1.50841900e-14 1.33306300e-19 1.90766700e-13 1.13810300e-11 4.08660400e-25 1.73768600e-08 4.03406400e-14 6.92516300e-27 1.59908500e-08 1.58759600e-08 1.71411500e-12 7.06411400e-16 2.05163000e-38 2.23693600e-13 1.48235900e-09 3.33588300e-07 1.09207000e-17 3.86817400e-09 1.96200700e-12 1.03130700e-09 1.25151400e-04 2.30776000e-12 1.95401000e-10 3.35187600e-16 2.75831200e-23 1.05301100e-10 3.99429100e-13 1.60947300e-18 1.77135100e-12 3.84855700e-36 1.00000000e-40 3.21362200e-19 7.55046500e-15 5.06140500e-08 3.92671300e-14 5.21486500e-17 5.75510300e-16 2.31860300e-16 1.07031600e-08 5.92432400e-12 3.87186800e-19 7.42247600e-13 2.18294300e-11 1.46292900e-24 5.50188600e-21 1.44373300e-16 2.04133900e-16 1.26159700e-08 8.29068600e-14 6.02974200e-12 1.74157800e-16 3.40955700e-22 7.23189600e-21 1.06189200e-08 6.67915400e-12 1.63207600e-13 1.03910600e-14 6.59112400e-18 1.85687900e-18 9.51175000e-13 5.78708400e-13 1.00000000e-40 9.02667500e-16 2.05541900e-08 2.44085500e-18 3.97770000e-12 1.42036200e-14 9.09827400e-34 4.05730600e-08 1.95858800e-16 1.87816700e-18 2.55694200e-10 3.33477400e-07 1.34726200e-08 2.05253500e-16 8.77328800e-13 5.29574600e-15 1.40109600e-10 4.49885700e-06 2.71260000e-05 2.87264500e-15 2.20185700e-09 2.01091700e-01 1.21238800e-23 6.79179500e-14 1.87832800e-08 7.98220100e-01 3.28657800e-17 1.11828100e-21 5.77177500e-15 6.48617300e-05 2.90260500e-20 7.79323800e-12 6.76207800e-16 1.00000000e-40 1.00000000e-05
7.35762700e+01 3.32060300e+01 1.13585788e+15 2.11743300e+02 1.12000000e+05 4.70841000e-04 1.56520900e-19 1.47900400e-23 1.66326000e-14 2.98712600e-19 1.24004800e-13 1.16015700e-11 3.69299100e-25 2.38315600e-08 4.44101100e-14 2.70870700e-27 1.61623400e-08 1.45198400e-08 1.30797200e-12 5.89619800e-16 1.65091600e-39 1.34537200e-13 1.04362300e-09 1.86933200e-07 1.46586700e-17 1.14296300e-08 1.97774900e-12 1.04724800e-09 1.37788500e-04 2.48943200e-12 1.76841000e-10 7.91310300e-16 8.61889200e-24 8.54277800e-11 4.35500400e-13 2.20936700e-18 1.12095700e-12 1.09091000e-35 1.00000000e-40 6.37207700e-19 1.36908500e-14 9.08951300e-08 2.47790800e-14 1.26613900e-16 4.45755200e-16 1.98855100e-16 1.55639400e-08 6.50911000e-12 1.44517400e-19 4.94545500e-13 2.05446700e-11 6.10859300e-25 4.39804200e-21 1.24639300e-16 2.13230100e-16 1.42647800e-08 1.70712400e-13 9.10893600e-12 1.70553300e-16 3.28939500e-22 5.56106200e-21 9.22439700e-09 6.20814400e-12 2.77072300e-13 1.84413400e-14 3.36705900e-18 1.99225000e-18 9.48945900e-13 9.62747700e-13 2.48424000e-24 2.17918300e-15 2.01946400e-08 5.67434600e-18 2.77711400e-12 1.05443400e-14 5.72471100e-35 4.85760100e-08 1.22831900e-16 5.03720800e-18 2.59794400e-10 2.89162400e-07 1.03681200e-08 2.16744900e-16 1.87207800e-12 3.53065500e-15 8.84241700e-11 5.11160600e-06 2.06152400e-05 1.46521100e-15 2.45238300e-09 2.01002400e-01 3.92664700e-23 1.02464600e-13 2.84588300e-08 7.98297100e-01 3.45662600e-17 1.16703900e-21 2.76681800e-15 6.53049900e-05 3.63081000e-20 1.03135100e-11 7.21497200e-16 1.00000000e-40 1.00000000e-05
