alt press den temp eddy S2 CH3CO H2S H2CCO C2 N2O5 S C2H HNO2 C2H5 H2CO CH2OH HCS CH2CN HC3N C4H2 OH CH3S C4H5 O2 N S8 H2O2 CH3 CH CH3CN NCO H2O NS O_1 NH2 HNCO C4H3 C S4 H2SO4 NO CN C2H3CN HCO SO HS2 HNO3 CH2 CS2 C2H2 NO2 CH3O O3 H C3H3 CH3CHO CS C2H4 NO3 He SO2 O CO2 CH3OOH N_2D C6H5 CH3O2 HCN NH HNO CH4 NH3 H2CN CH2NH C3H4 SO3 HSO C3H2 CH2_1 C6H6 S3 C2H6 S2O N2O COS N2H H2 C2H3 N2H3 CH3OH N2H4 CO N2H2 HO2 N2 CH3SH HCCO SH HSO3 CH2NH2 CH3NH2 H2Oaer H2SO4aer H2Oaer_r H2SO4aer_r
1.76183465e+01 8.31500000e+04 3.06178444e+18 1.96700000e+02 3.90000000e+03 6.20496007e-16 5.20435117e-19 1.07345777e-14 2.07960788e-21 1.00000000e-40 6.36657324e-13 3.82263082e-25 9.47697629e-40 1.11044279e-13 3.96197670e-17 2.12569780e-12 2.08546114e-27 4.57289940e-30 6.19955453e-15 3.26885524e-19 3.84220343e-28 9.98319629e-14 2.82798791e-20 3.01840328e-29 2.01062995e-01 3.07616580e-27 5.24214598e-13 2.35456471e-14 4.63279068e-16 1.87231542e-26 2.71586392e-11 6.85980582e-25 2.52750772e-06 4.86999347e-28 1.74737888e-19 1.09842765e-18 3.90479228e-16 4.83403521e-26 1.25925729e-40 8.20094780e-22 1.86559256e-11 1.05762658e-09 1.24147835e-33 3.84700268e-20 2.05900067e-23 6.29642916e-17 3.55436189e-18 4.70874552e-09 4.62525384e-27 1.00000000e-40 1.23856582e-22 7.83847125e-10 8.69458853e-19 6.06338483e-07 7.45766802e-21 1.00000000e-40 1.84912950e-17 1.00000000e-40 5.23332260e-12 5.15379163e-15 1.00000000e-40 1.58342191e-11 3.68900515e-14 4.02884271e-04 7.00842768e-15 1.00000000e-40 2.20675641e-20 1.32608926e-15 7.70859018e-11 6.94522311e-26 4.33998069e-16 9.97888902e-07 1.15491412e-11 4.91318747e-24 2.52544809e-15 3.40195934e-21 6.67260212e-16 3.15218960e-12 3.03626111e-27 2.42600075e-24 9.38791680e-19 8.71378039e-21 9.95895236e-14 7.37958638e-33 3.15087596e-07 3.41233963e-10 1.02374230e-23 5.31147813e-07 3.62373250e-31 8.24125792e-17 4.79378272e-14 3.35477708e-14 2.32396686e-08 8.00184229e-17 8.04595036e-14 7.98529084e-01 2.11487821e-17 4.70462570e-21 1.30456163e-15 4.12782058e-23 2.34257229e-22 8.88504233e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
1.90750792e+01 6.47600000e+04 2.33012802e+18 2.01300000e+02 4.20000000e+03 2.02464486e-17 2.90328632e-19 1.55466299e-15 2.08815669e-21 1.00000000e-40 2.05873511e-12 9.11258007e-26 7.84882037e-39 1.27858652e-13 2.18359275e-17 3.41716533e-12 3.66879110e-27 1.53834762e-29 1.82136690e-15 3.30509904e-19 3.77454753e-28 1.66770217e-13 3.34450149e-21 3.01683081e-29 2.01060838e-01 1.78515861e-26 5.23783253e-13 1.57516893e-13 6.76247366e-16 9.28169519e-26 2.50167887e-11 2.58905366e-24 2.62624878e-06 8.79238448e-29 4.68145965e-19 1.17571870e-18 3.54165868e-16 4.83901746e-26 1.28864358e-39 8.75065235e-25 1.34954405e-11 9.47198422e-10 3.85246812e-33 3.84729024e-20 4.53436862e-23 1.07526609e-17 3.35905200e-19 7.61823533e-09 1.19690469e-26 1.00000000e-40 1.98029321e-22 1.18764650e-09 1.66821582e-18 1.18062993e-06 1.50497066e-20 9.87840284e-31 2.72016085e-17 1.00000000e-40 2.73824257e-12 1.49930389e-14 1.00000000e-40 5.38657954e-12 1.31828132e-13 4.02886686e-04 9.59634799e-15 1.00000000e-40 6.68005459e-20 1.59221994e-15 7.91010770e-11 7.79412377e-26 2.35599807e-16 9.56229944e-07 7.82232415e-12 6.04670008e-24 2.54928124e-15 3.40695868e-21 3.25788881e-16 2.77618726e-13 3.09288669e-27 6.17598233e-24 8.79555117e-19 1.90562796e-23 7.76485515e-14 1.85519022e-33 2.95635802e-07 3.01534633e-10 7.39013258e-24 5.14148288e-07 4.21480116e-31 1.24501825e-16 5.06135574e-14 2.47176659e-14 1.82459674e-08 1.67693446e-16 2.63115466e-13 7.98530675e-01 2.75391566e-18 4.77684756e-21 1.80088593e-16 2.02112014e-23 1.07430953e-22 8.88123081e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
2.05663426e+01 5.04300000e+04 1.77398253e+18 2.05900000e+02 4.95000000e+03 3.80796716e-19 1.48737897e-19 2.23824464e-16 2.09845598e-21 1.00000000e-40 4.58845470e-12 7.37665033e-26 3.75268759e-38 1.61378169e-13 1.20064077e-17 5.15229537e-12 7.53094137e-27 3.25305991e-31 1.01189350e-15 3.34795498e-19 3.69488333e-28 2.83367469e-13 4.11884824e-22 3.01546875e-29 2.01058139e-01 8.67682683e-26 5.23323937e-13 7.96323408e-13 9.61759418e-16 3.92881753e-25 2.26818400e-11 1.31396837e-23 2.74053394e-06 2.22834688e-29 1.06171842e-18 1.28427662e-18 4.29037785e-16 4.84495954e-26 1.66339795e-38 1.02702844e-38 1.09955090e-11 9.20257955e-10 1.24197023e-32 3.84805489e-20 9.46814588e-23 7.21917164e-18 3.50800200e-20 1.07653819e-08 3.02990214e-26 1.00000000e-40 2.11042783e-22 1.62402300e-09 3.01448959e-18 1.90493119e-06 3.24846944e-20 1.64279131e-23 3.33506539e-17 1.00000000e-40 1.08200417e-12 3.36270503e-14 1.00000000e-40 2.36280752e-12 3.95173340e-13 4.02898092e-04 1.54652038e-14 1.00000000e-40 1.62528338e-19 1.70859278e-15 8.12885358e-11 1.17129889e-25 1.45482928e-16 9.08382794e-07 4.55199230e-12 7.98839389e-24 2.57799579e-15 3.41314428e-21 2.02514818e-16 2.90220621e-14 3.16039447e-27 1.58467080e-23 7.45175558e-19 5.58601918e-26 5.80843162e-14 2.63330549e-34 2.72893358e-07 2.55997579e-10 6.01383181e-24 4.94186718e-07 3.79364660e-31 1.41706524e-16 6.12500591e-14 1.56914833e-14 1.48692795e-08 2.60444023e-16 7.38231958e-13 7.98532588e-01 3.67150548e-19 4.86289965e-21 2.95526871e-17 1.26391221e-23 2.97598715e-23 8.87762859e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
2.20902552e+01 3.92800000e+04 1.35092062e+18 2.10600000e+02 6.04000000e+03 4.12560559e-20 7.87904254e-20 1.21898304e-16 2.11013372e-21 1.00000000e-40 8.35331216e-12 2.06886205e-25 1.16077865e-37 2.20395394e-13 6.69946072e-18 7.39563424e-12 1.58597889e-26 1.00000000e-40 6.24077220e-16 3.39461961e-19 3.60615005e-28 4.84611921e-13 1.80327634e-22 3.01438162e-29 2.01054955e-01 3.70193111e-25 5.22857496e-13 2.99063344e-12 1.36630525e-15 1.44808852e-24 2.03000659e-11 6.18897890e-23 2.86424959e-06 2.11615948e-29 2.21775847e-18 1.29424858e-18 5.73824209e-16 4.85162589e-26 1.70954793e-37 1.57601352e-39 1.11798053e-11 9.71141859e-10 3.98088059e-32 3.84929637e-20 1.90406790e-22 1.30547470e-17 1.28394130e-20 1.37700871e-08 7.86735292e-26 1.00000000e-40 1.65029970e-22 2.15779038e-09 5.23422477e-18 2.75708448e-06 7.41107332e-20 2.50580320e-39 3.72851604e-17 1.00000000e-40 3.10128239e-13 6.44867180e-14 1.00000000e-40 2.29284135e-12 1.06974550e-12 4.02916899e-04 2.00365309e-14 1.00000000e-40 3.12947166e-19 1.68046750e-15 8.35033820e-11 1.96100219e-25 1.01539747e-16 8.56874748e-07 2.15877422e-12 1.10839787e-23 2.61054975e-15 3.42039706e-21 2.72618734e-16 1.13274956e-14 3.23609870e-27 4.12531662e-23 5.45103488e-19 1.57450601e-26 4.22922777e-14 2.06740905e-35 2.47909949e-07 2.07489604e-10 5.07785310e-24 4.72176586e-07 2.47258735e-31 1.19541527e-16 7.54748844e-14 8.11344511e-15 1.28692513e-08 2.87733643e-16 1.78160582e-12 7.98534888e-01 1.66214701e-19 4.95957408e-21 1.82439647e-17 1.71563899e-23 1.14167096e-23 8.87442758e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
2.36478003e+01 3.05900000e+04 1.03148263e+18 2.14800000e+02 7.41000000e+03 1.45222633e-20 4.81720043e-20 1.19666750e-16 2.12308518e-21 1.00000000e-40 1.35639298e-11 6.29051218e-25 3.49480421e-37 3.30739475e-13 3.83039075e-18 1.02602597e-11 3.37349999e-26 1.00000000e-40 4.08979761e-16 3.44260846e-19 3.50900664e-28 8.41536100e-13 1.52316977e-22 3.01352545e-29 2.01051364e-01 1.48472921e-24 5.22387173e-13 8.64533799e-12 1.94937314e-15 4.72673660e-24 1.79403618e-11 2.43999540e-22 2.99437067e-06 3.32382602e-29 4.47821796e-18 1.02459391e-18 7.71743205e-16 4.85894833e-26 1.45250302e-36 4.61046467e-36 1.34232977e-11 1.12525367e-09 1.19104950e-31 3.85099453e-20 3.75642305e-22 2.91656983e-17 6.94286280e-21 1.63326325e-08 2.11166995e-25 1.00000000e-40 1.40167614e-22 2.89689188e-09 8.98650295e-18 3.73875360e-06 1.77594023e-19 6.00491205e-24 3.97151530e-17 1.00000000e-40 6.17124490e-14 1.11704030e-13 1.00000000e-40 3.32974520e-12 2.70349496e-12 4.02940944e-04 2.08538668e-14 1.00000000e-40 4.77721937e-19 1.51366135e-15 8.56699256e-11 3.37428047e-25 8.11313505e-17 8.02912507e-07 7.66663949e-13 1.59471692e-23 2.64664184e-15 3.42875536e-21 5.46438301e-16 6.98331153e-15 3.31905299e-27 1.08280185e-22 3.25230684e-19 4.24655489e-36 3.04247747e-14 8.77163255e-37 2.21213803e-07 1.58254058e-10 3.90695422e-24 4.48509627e-07 1.09705198e-31 7.00147904e-17 9.24257633e-14 3.13525485e-15 1.17886881e-08 2.10751906e-16 3.77148770e-12 7.98537425e-01 1.27728300e-19 5.06601924e-21 1.81228379e-17 3.48560830e-23 5.49272118e-24 8.87163509e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
2.52334729e+01 2.38200000e+04 7.91047949e+17 2.18100000e+02 9.00000000e+03 4.65538844e-21 3.46567196e-20 1.08730541e-16 2.13731118e-21 1.00000000e-40 2.02777027e-11 1.79971004e-24 1.14359082e-36 5.51760996e-13 2.29714728e-18 1.38264788e-11 7.35049925e-26 1.00000000e-40 2.80775920e-16 3.48957115e-19 3.40343908e-28 1.48941910e-12 1.36262687e-22 3.01282980e-29 2.01047355e-01 5.88077260e-24 5.21908457e-13 1.96535083e-11 2.80029068e-15 1.38715783e-23 1.56478826e-11 7.80463990e-22 3.12972239e-06 5.06451721e-29 8.92027099e-18 5.63233705e-19 1.01512291e-15 4.86691846e-26 1.04285033e-35 1.00000000e-40 1.71797930e-11 1.44370527e-09 3.22846067e-31 3.85311758e-20 7.32885902e-22 6.93589908e-17 3.00331660e-21 1.81709073e-08 5.72021175e-25 1.00000000e-40 1.42163711e-22 3.99661073e-09 1.54431162e-17 4.82367315e-06 4.45496866e-19 1.21195929e-23 4.17654660e-17 1.00000000e-40 8.88789047e-15 1.78582283e-13 1.00000000e-40 4.79200910e-12 6.45274433e-12 4.02968115e-04 1.76034656e-14 1.00000000e-40 5.99784911e-19 1.24562072e-15 8.77586980e-11 5.87630214e-25 7.51841151e-17 7.47325388e-07 1.88831333e-13 2.38182156e-23 2.68628965e-15 3.43828215e-21 1.09365671e-15 3.89123892e-15 3.40901755e-27 2.83065962e-22 1.57281266e-19 1.00000000e-40 2.21250316e-14 2.06464895e-38 1.93474134e-07 1.11638047e-10 2.41777394e-24 4.23470290e-07 3.49687001e-32 2.68089713e-17 1.13702113e-13 8.34425359e-16 1.12112546e-08 9.68142051e-17 7.07448896e-12 7.98540272e-01 8.90259298e-20 5.18247157e-21 1.66666947e-17 7.11807962e-23 4.89462683e-24 8.86917615e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
2.68405329e+01 1.85500000e+04 6.08501373e+17 2.20800000e+02 1.07000000e+04 1.18868410e-21 2.81926833e-20 8.47102191e-17 2.15302381e-21 1.23746000e-40 2.74911164e-11 4.63369319e-24 3.85235121e-36 1.01559451e-12 1.51478856e-18 1.82110593e-11 1.69277239e-25 1.00000000e-40 2.02026125e-16 3.53318813e-19 3.28785912e-28 2.70406877e-12 1.16948899e-22 3.01224178e-29 2.01043161e-01 2.26587014e-23 5.21412337e-13 3.61653078e-11 4.12555350e-15 3.67065316e-23 1.34347196e-11 2.03498713e-21 3.27031259e-06 6.85977377e-29 1.76601127e-17 1.92595413e-19 1.29737089e-15 4.87565402e-26 6.41595911e-35 8.47684561e-30 2.27962270e-11 2.02518495e-09 8.29106735e-31 3.85568246e-20 1.43329115e-21 1.60270208e-16 9.60672816e-22 1.89597728e-08 1.56540498e-24 1.00000000e-40 1.62133600e-22 5.61979456e-09 2.66698415e-17 5.90411884e-06 1.19861579e-18 5.16200520e-37 4.57521303e-17 1.00000000e-40 1.40153098e-15 2.65534449e-13 1.00000000e-40 6.13535978e-12 1.46786329e-11 4.02997147e-04 1.24553983e-14 1.00000000e-40 6.52595130e-19 9.63233620e-16 8.97557429e-11 1.04205036e-24 8.00130198e-17 6.90229021e-07 2.95476965e-14 3.79176006e-23 2.73008487e-15 3.44918178e-21 1.97444102e-15 1.84237297e-15 3.50658302e-27 7.44587248e-22 6.57561677e-20 5.06456587e-30 1.68571430e-14 3.44677167e-40 1.65200451e-07 7.07859693e-11 1.02425827e-24 3.97053247e-07 1.14051282e-32 6.10673676e-18 1.44091160e-13 1.38294903e-16 1.08906039e-08 2.55920054e-17 1.20278162e-11 7.98543404e-01 5.34983679e-20 5.31084202e-21 1.33393300e-17 1.31664245e-22 7.31163900e-24 8.86697970e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
2.84659069e+01 1.44500000e+04 4.68072111e+17 2.23600000e+02 1.28000000e+04 2.60239873e-22 2.45222864e-20 5.46891964e-17 2.17040178e-21 6.77694191e-40 3.18161317e-11 1.01972004e-23 2.25241087e-35 1.98756667e-12 1.16996130e-18 2.34483468e-11 4.20277792e-25 1.00000000e-40 1.51993654e-16 3.57039755e-19 3.16096284e-28 5.02081785e-12 8.96761793e-23 3.01172216e-29 2.01038918e-01 8.16324495e-23 5.20891752e-13 5.47698840e-11 6.36203621e-15 8.73812244e-23 1.13279265e-11 4.43126659e-21 3.41514637e-06 7.66360617e-29 3.46464261e-17 3.81690339e-20 1.60910033e-15 4.88526695e-26 3.41328285e-34 2.81466003e-26 3.26803356e-11 3.01324093e-09 2.14557032e-30 3.85870758e-20 2.82595603e-21 3.33077861e-16 2.19785585e-22 1.84593521e-08 4.38529333e-24 3.56186642e-25 3.50850260e-22 7.80883554e-09 4.59962359e-17 6.77261206e-06 3.57375349e-18 5.12478791e-25 5.58320317e-17 6.83458579e-26 6.28671417e-16 3.62610089e-13 1.00000000e-40 6.74227193e-12 3.20416849e-11 4.03026475e-04 7.78851814e-15 1.00000000e-40 6.56126497e-19 7.32141983e-16 9.16323300e-11 1.89738648e-24 9.41350502e-17 6.32114506e-07 2.77045143e-15 6.69142966e-23 2.77853597e-15 3.46162708e-21 3.07953249e-15 7.20158710e-16 3.61111636e-27 2.00441798e-21 2.71884525e-20 2.81024996e-26 1.42431575e-14 1.00000000e-40 1.37337404e-07 3.89582223e-11 2.57766367e-25 3.69460880e-07 1.10617268e-32 7.61166253e-19 1.92435880e-13 1.31512096e-17 1.06868989e-08 3.60870137e-18 1.88469849e-11 7.98546686e-01 2.79278054e-20 5.45281253e-21 9.03151060e-18 2.10362344e-22 1.36326516e-23 8.86499427e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
3.01194248e+01 1.12500000e+04 3.58168872e+17 2.27500000e+02 1.52000000e+04 3.07932107e-23 2.05090679e-20 2.76386906e-17 2.18993734e-21 3.23041056e-39 2.95682645e-11 1.79381645e-23 1.49307349e-34 3.88296888e-12 1.14038353e-18 2.96252142e-11 1.12713793e-24 6.83396789e-29 1.18277049e-16 3.59679161e-19 3.01870603e-28 9.44534816e-12 5.23194835e-23 3.01123884e-29 2.01034995e-01 2.64436614e-22 5.20333092e-13 6.87457409e-11 1.06170747e-14 1.85285364e-22 9.33473888e-12 8.30911834e-21 3.56314222e-06 6.33938653e-29 6.64984507e-17 4.10447959e-21 1.94413206e-15 4.89603171e-26 1.60433357e-33 1.77932450e-38 5.60591770e-11 4.58202304e-09 6.43930644e-30 3.86228554e-20 5.66843950e-21 5.76176762e-16 3.79215348e-23 1.64962482e-08 1.31458463e-23 1.00000000e-40 9.49370380e-22 1.03682996e-08 7.79288669e-17 7.11911394e-06 1.24534666e-17 6.61993494e-24 8.27256701e-17 1.00000000e-40 5.01179783e-16 4.56376953e-13 1.00000000e-40 6.16456559e-12 6.85039725e-11 4.03054548e-04 4.55959974e-15 1.00000000e-40 6.39171605e-19 5.74258534e-16 9.33458663e-11 3.54600484e-24 1.13672498e-16 5.72898309e-07 1.47901791e-16 1.39376649e-22 2.83297983e-15 3.47603036e-21 3.90693849e-15 2.21588272e-16 3.71325550e-27 5.77788140e-21 1.30239999e-20 5.35587525e-38 1.43431023e-14 1.00000000e-40 1.10704406e-07 1.75090301e-11 3.22521444e-26 3.40639482e-07 2.37549581e-32 4.64047463e-20 2.73684578e-13 6.56701711e-19 1.05437430e-08 2.43769478e-19 2.77632820e-11 7.98550229e-01 1.26385971e-20 5.60900916e-21 4.92917667e-18 2.70305031e-22 3.22785272e-23 8.86317247e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
3.18032814e+01 8.76400000e+03 2.72435166e+17 2.33000000e+02 1.77000000e+04 3.98771025e-24 1.60537286e-20 1.01563101e-17 2.21221285e-21 1.26677793e-38 2.11387599e-11 2.42195469e-23 6.98538844e-34 7.09127493e-12 1.35169989e-18 3.60699694e-11 3.04279449e-24 1.73573433e-28 9.17682751e-17 3.60891421e-19 2.85733125e-28 1.73946965e-11 2.15998047e-23 3.01075403e-29 2.01031489e-01 1.02422707e-21 5.19719550e-13 7.09113336e-11 1.85931889e-14 3.49761762e-22 7.48955934e-12 1.38194759e-20 3.71438829e-06 4.84906495e-29 1.21451025e-16 2.57812117e-22 2.30278772e-15 4.90823185e-26 6.63183590e-33 2.54840673e-33 9.48671075e-11 6.94362017e-09 2.13012848e-29 3.86650921e-20 1.11158535e-20 8.00213048e-16 2.96327163e-24 1.34604054e-08 4.09688620e-23 1.00000000e-40 2.01802321e-21 1.27791074e-08 1.26006531e-16 6.86759662e-06 4.83349571e-17 9.55404070e-24 1.43714175e-16 2.29868286e-36 3.79442884e-16 5.14325971e-13 1.00000000e-40 4.63802852e-12 1.42856079e-10 4.03080036e-04 2.54315950e-15 1.00000000e-40 6.17974690e-19 4.62298883e-16 9.48828178e-11 6.71736191e-24 1.33951837e-16 5.12990422e-07 4.87703728e-18 3.77597721e-22 2.89507124e-15 3.49279181e-21 3.92026307e-15 5.01400198e-17 3.77284321e-27 1.73269339e-20 7.38414247e-21 1.56675667e-33 1.71173697e-14 1.00000000e-40 8.64650583e-08 6.13200230e-12 2.14171190e-27 3.10786643e-07 4.66028664e-32 1.45672918e-21 3.99578985e-13 1.82355939e-20 1.04253505e-08 8.28040691e-21 3.76538262e-11 7.98553870e-01 4.62278364e-21 5.76259159e-21 2.02926401e-18 2.68393534e-22 8.25284418e-23 8.86143112e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
3.35309222e+01 6.82600000e+03 2.06777569e+17 2.39100000e+02 2.08000000e+04 1.99364793e-29 1.22408421e-20 2.48749746e-18 2.23787259e-21 4.16772299e-38 1.13479565e-11 2.47599053e-23 2.25994860e-33 1.15822705e-11 1.76507182e-18 4.16704882e-11 7.72802533e-24 1.80841162e-28 6.81963847e-17 3.60173099e-19 2.67265733e-28 3.06817043e-11 6.11868814e-24 3.01024698e-29 2.01027968e-01 8.15143844e-21 5.19035301e-13 6.23748343e-11 3.26184646e-14 5.92457556e-22 5.83462380e-12 2.09852674e-20 3.86675802e-06 5.42072899e-29 2.09840836e-16 1.18113655e-23 2.67117680e-15 4.92225350e-26 2.42079687e-32 2.60252382e-31 1.13389780e-10 1.02344237e-08 6.87425855e-29 3.87150529e-20 2.05615916e-20 8.81730696e-16 3.45060676e-36 9.99451416e-09 1.25369333e-22 1.27131805e-34 3.30395881e-21 1.42799375e-08 1.91165424e-16 6.22764057e-06 1.96403681e-16 2.97116137e-36 2.67421263e-16 1.48158855e-32 2.63591025e-16 5.04253039e-13 1.00000000e-40 2.84363779e-12 2.90529615e-10 4.03101151e-04 1.37435018e-15 1.00000000e-40 5.97133519e-19 3.75362197e-16 9.61964757e-11 1.27602666e-23 1.48010331e-16 4.53231005e-07 1.06978961e-19 1.68747905e-21 2.96662801e-15 3.51236164e-21 3.27830567e-15 7.62209396e-18 3.70357622e-27 5.10812068e-20 4.66529890e-21 3.38221236e-31 2.28156641e-14 1.00000000e-40 6.54155553e-08 1.58570597e-12 1.01279365e-28 2.80258647e-07 6.21692296e-32 2.52752731e-23 5.72284464e-13 3.00768157e-22 1.03001240e-08 1.50466323e-22 4.70876704e-11 7.98557953e-01 1.21177121e-21 5.84418228e-21 5.79824556e-19 2.04005500e-22 3.03367414e-22 8.85972506e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
3.53017506e+01 5.31600000e+03 1.57414682e+17 2.44600000e+02 2.51000000e+04 1.00000000e-40 9.48448623e-21 3.95569716e-19 2.26688196e-21 1.17600821e-37 4.72434546e-12 2.02518413e-23 5.20453008e-33 1.64912867e-11 2.23063920e-18 4.55872498e-11 1.75129597e-23 1.50290719e-28 4.69945091e-17 3.57005474e-19 2.46583388e-28 5.12517397e-11 1.18670125e-24 3.00970961e-29 2.01024023e-01 9.13776687e-20 5.18282783e-13 5.15195356e-11 5.47580477e-14 9.16724043e-22 4.44158239e-12 3.00747681e-20 4.01339098e-06 5.76079842e-29 3.50264249e-16 4.13341453e-24 3.01845285e-15 4.93812372e-26 8.03841790e-32 1.00000000e-40 1.16829189e-10 1.42876664e-08 1.95614604e-28 3.87726898e-20 3.52734009e-20 8.03493639e-16 2.02074103e-26 6.78806376e-09 3.53589842e-22 1.00214791e-35 4.24495373e-21 1.43365615e-08 2.68954026e-16 5.52118913e-06 7.97901787e-16 7.02594438e-24 4.78603761e-16 1.12471214e-32 1.71009717e-16 4.33303507e-13 1.00000000e-40 1.47930456e-12 5.83788249e-10 4.03115276e-04 7.44236561e-16 1.00000000e-40 5.78486866e-19 3.00654173e-16 9.72155475e-11 2.40615937e-23 1.46084488e-16 3.96248278e-07 1.78455589e-21 1.17976896e-20 3.04757805e-15 3.53462331e-21 3.01793540e-15 7.46143940e-19 3.40124010e-27 1.39170233e-19 3.08854718e-21 1.00000000e-40 3.10596537e-14 1.00000000e-40 4.83418660e-08 2.99160026e-13 4.18889723e-29 2.50351491e-07 1.03953035e-31 3.91585857e-25 7.71872177e-13 4.66937565e-24 1.01627498e-08 2.35262421e-24 5.62844649e-11 7.98562605e-01 2.07699576e-22 5.69230414e-21 1.10463200e-19 1.25057817e-22 9.64410857e-22 8.85806352e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
3.71107088e+01 4.14000000e+03 1.20183960e+17 2.49500000e+02 3.08000000e+04 1.40759177e-27 7.33059409e-21 4.19791124e-20 2.29894271e-21 2.89261487e-37 1.58998566e-12 1.49981194e-23 8.54302965e-33 2.03669694e-11 2.42285946e-18 4.78548035e-11 3.42553664e-23 1.07285193e-28 2.96537116e-17 3.50909551e-19 2.23900660e-28 8.10767319e-11 1.53099244e-25 3.00914194e-29 2.01019430e-01 7.86285317e-19 5.17470598e-13 4.36861020e-11 8.52894983e-14 1.32325361e-21 3.34552893e-12 4.16825933e-20 4.14597820e-06 3.10041030e-29 5.82120927e-16 1.81933863e-23 3.31226718e-15 4.95564478e-26 2.55762231e-31 4.14455667e-30 1.17799945e-10 1.86623530e-08 4.88610149e-28 3.88374748e-20 5.67073353e-20 6.73066148e-16 2.05762228e-29 4.19674852e-09 8.83582481e-22 5.29247994e-37 4.21001046e-21 1.29059286e-08 3.42354811e-16 4.89085061e-06 3.21684188e-15 4.12661484e-38 7.51218584e-16 7.80818829e-33 1.02857950e-16 3.35359404e-13 1.00000000e-40 7.21397498e-13 1.18736519e-09 4.03119488e-04 4.02479915e-16 1.00000000e-40 5.62720313e-19 2.26803858e-16 9.78905884e-11 4.55416116e-23 1.22108742e-16 3.44694869e-07 2.62389684e-23 8.01266682e-20 3.13704432e-15 3.55914464e-21 4.82625231e-15 4.68326400e-20 2.80486413e-27 3.37404802e-19 2.10476982e-21 1.03803770e-29 3.92870733e-14 1.00000000e-40 3.53503593e-08 4.18303076e-14 1.88211046e-28 2.22543948e-07 1.02117177e-31 2.92194306e-26 9.48719239e-13 4.16831304e-25 1.00628939e-08 1.89025591e-25 6.70020521e-11 7.98567822e-01 2.20451302e-23 5.04767441e-21 1.40481385e-20 6.85936386e-23 3.17612212e-21 8.85646895e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
3.89533339e+01 3.22400000e+03 9.20431098e+16 2.53700000e+02 3.76000000e+04 1.22324738e-26 5.43577350e-21 3.20401661e-21 2.33392867e-21 6.34360993e-37 4.42843967e-13 1.15007145e-23 1.01209300e-32 2.23610092e-11 2.04735392e-18 4.86751776e-11 5.55332602e-23 6.59427048e-29 1.72358600e-17 3.41830580e-19 1.99499215e-28 1.22411919e-10 1.30473497e-26 3.00853959e-29 2.01014267e-01 4.91543794e-18 5.16601437e-13 3.98140503e-11 1.16660428e-13 1.82071303e-21 2.52472877e-12 5.65125818e-20 4.26163142e-06 8.28328807e-30 9.83262321e-16 7.88931533e-23 3.52851164e-15 4.97476213e-26 8.14290605e-31 4.36663909e-30 1.18136565e-10 2.29738191e-08 1.08000910e-27 3.89090471e-20 8.68567666e-20 5.88606975e-16 1.44302055e-26 2.34785914e-09 1.85490719e-21 2.03263794e-38 3.19128824e-21 1.04008650e-08 3.73745247e-16 4.35276762e-06 1.28771984e-14 1.64667702e-31 9.50088682e-16 5.10259371e-33 5.64564893e-17 2.36713663e-13 1.00000000e-40 3.70442620e-13 2.47878052e-09 4.03112891e-04 2.01318585e-16 1.00000000e-40 5.49573242e-19 1.46488896e-16 9.82612506e-11 8.86616359e-23 8.36601864e-17 2.99879679e-07 1.48185001e-24 4.01539669e-19 3.23471867e-15 3.58560544e-21 1.08301259e-14 1.96427015e-21 2.00921835e-27 6.90361182e-19 1.45717269e-21 3.17841916e-35 4.20607361e-14 1.00000000e-40 2.58324983e-08 4.55282822e-15 8.16025783e-28 1.97853331e-07 3.19348083e-35 1.44089437e-25 1.01284052e-12 2.83112837e-24 1.00738580e-08 6.15185289e-25 8.13276749e-11 7.98573477e-01 1.40327995e-24 3.79967073e-21 1.25293387e-21 3.82329476e-23 1.03874480e-20 8.85492700e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
