alt press den temp eddy S2 CH3CO H2S H2CCO C2 N2O5 S C2H HNO2 C2H5 H2CO CH2OH HCS CH2CN HC3N C4H2 OH CH3S C4H5 O2 N S8 H2O2 CH3 CH CH3CN NCO H2O NS O_1 NH2 HNCO C4H3 C S4 H2SO4 NO CN C2H3CN HCO SO HS2 HNO3 CH2 CS2 C2H2 NO2 CH3O O3 H C3H3 CH3CHO CS C2H4 NO3 He SO2 O CO2 CH3OOH N_2D C6H5 CH3O2 HCN NH HNO CH4 NH3 H2CN CH2NH C3H4 SO3 HSO C3H2 CH2_1 C6H6 S3 C2H6 S2O N2O COS N2H H2 C2H3 N2H3 CH3OH N2H4 CO N2H2 HO2 N2 CH3SH HCCO SH HSO3 CH2NH2 CH3NH2 H2Oaer H2SO4aer H2Oaer_r H2SO4aer_r
6.70532089e+01 7.58000000e+01 2.44007629e+15 2.25000000e+02 1.12000000e+05 9.53727391e-26 5.48716090e-23 6.70207959e-25 5.56009546e-21 1.33098261e-36 2.61077915e-24 1.82046972e-21 7.58251151e-31 6.87751700e-14 4.76530602e-23 5.40244521e-12 1.39673813e-24 1.00000000e-40 2.89164238e-20 8.90698405e-20 1.98116720e-31 9.82568424e-10 2.43431591e-30 2.97455953e-29 2.00683276e-01 2.28039195e-12 4.70988094e-13 2.48848336e-11 2.33316895e-15 2.03421074e-19 5.89985053e-13 1.62304680e-17 4.36190998e-06 1.01592626e-29 3.00973098e-14 1.21750216e-20 2.39165392e-16 5.96909078e-26 1.69968803e-24 1.12440477e-32 1.15290508e-10 7.90068324e-09 7.99282092e-22 4.31671240e-20 4.49197928e-19 4.72039318e-14 1.65330603e-29 2.84501995e-15 4.05756017e-21 1.00000000e-40 2.70839144e-21 2.85756335e-12 8.77682103e-19 6.11397913e-07 1.97917038e-09 3.89494570e-38 3.14566575e-19 1.00000000e-40 4.60112741e-18 5.73234077e-18 1.00000000e-40 1.76693937e-13 1.75757280e-06 3.99262928e-04 4.50152806e-22 1.00000000e-40 4.69010589e-19 3.08654826e-22 8.33003620e-11 5.17374217e-21 1.35929126e-17 1.21062069e-07 3.41584831e-23 9.69316909e-18 8.05538960e-15 4.74364890e-21 2.21060562e-15 5.28859756e-26 3.48438464e-28 1.17898115e-18 1.39027147e-22 1.86184021e-26 1.15715016e-16 1.00000000e-40 7.97314675e-10 1.00000000e-40 2.25084457e-25 4.88040104e-07 2.85609778e-39 3.75747665e-27 9.73346345e-16 2.65922384e-25 1.06490857e-06 1.82094261e-26 4.22098083e-10 7.98909039e-01 4.95153474e-32 4.90076708e-38 2.34902373e-24 7.11183438e-24 2.72963325e-17 8.82119884e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
6.86734030e+01 5.91000000e+01 1.94926939e+15 2.19600000e+02 1.12000000e+05 1.23256611e-25 3.44503382e-23 6.61456267e-25 6.50698785e-21 2.41569835e-35 3.95617179e-26 2.48454939e-21 6.88191561e-30 4.02634543e-14 3.31192884e-23 4.77111357e-12 1.33543287e-24 1.00000000e-40 2.18559977e-20 8.06563032e-20 7.78437225e-32 1.08548931e-09 3.67975295e-30 2.96672380e-29 2.00605749e-01 3.64233298e-12 4.61056089e-13 2.48498459e-11 1.82953095e-15 1.47574398e-18 5.84576905e-13 2.12064938e-16 4.27256678e-06 1.39060715e-29 3.33621029e-14 9.72919933e-21 1.88348078e-16 6.19173676e-26 9.13397763e-24 6.22953756e-33 1.14604709e-10 6.14317773e-09 8.62988871e-21 4.41263514e-20 4.58261190e-19 5.21173215e-14 9.50834531e-30 1.27855332e-15 2.72822318e-20 1.00000000e-40 1.91169320e-20 1.66321185e-12 6.19507187e-19 5.45393057e-07 3.51561727e-09 1.19990755e-23 2.31029131e-19 1.00000000e-40 2.64413475e-17 2.65406816e-18 1.00000000e-40 1.70366987e-13 2.31829018e-06 3.98076714e-04 2.49506210e-22 1.00000000e-40 4.64483505e-19 1.57558310e-22 7.97984496e-11 6.60668534e-21 1.12741472e-17 1.16619356e-07 3.25176818e-23 8.70855153e-18 8.50716047e-15 5.03604381e-21 9.90645564e-16 5.16995133e-26 4.13371820e-27 7.34955592e-18 1.43600326e-22 2.40418041e-26 1.02796044e-16 1.00000000e-40 6.56132937e-10 1.00000000e-40 1.90380178e-25 5.93727608e-07 7.42219413e-31 1.84877296e-26 6.51774211e-16 2.18884491e-24 1.57221958e-06 1.15816970e-25 4.54992942e-10 7.98986742e-01 3.29490156e-32 2.53542391e-23 2.65530279e-24 6.79684904e-24 2.59340444e-17 8.81628036e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
7.02692158e+01 4.60000000e+01 1.54749951e+15 2.15300000e+02 1.12000000e+05 5.63458311e-30 3.43185610e-23 6.72130137e-25 7.74230444e-21 4.77686905e-34 5.58810458e-36 3.37425560e-21 5.12691070e-29 2.36165398e-14 2.95765147e-23 4.56289285e-12 1.35598895e-24 1.10993853e-34 1.71710319e-20 7.31875006e-20 2.70572212e-32 1.22240113e-09 5.90944988e-30 2.95696000e-29 2.00508980e-01 5.75957174e-12 4.48937231e-13 2.55575496e-11 1.59114540e-15 9.20609775e-18 5.79780958e-13 1.82088357e-15 4.15940687e-06 1.92072119e-29 3.61733487e-14 7.99178624e-21 1.58811527e-16 6.46822078e-26 4.21015878e-23 4.13795173e-33 1.13752215e-10 4.81722602e-09 5.83318381e-20 4.53134316e-20 5.21883013e-19 5.66902840e-14 5.30079344e-30 5.91931140e-16 1.83652528e-19 1.00000000e-40 1.09550734e-19 1.01369170e-12 4.49865968e-19 4.72321140e-07 6.44008942e-09 5.33190705e-23 2.18187413e-19 3.32000347e-33 1.27503952e-16 1.27792045e-18 1.00000000e-40 1.64387779e-13 3.05592412e-06 3.96505165e-04 1.47714223e-22 1.00000000e-40 4.59525746e-19 8.74102461e-23 7.54503340e-11 1.44556056e-20 9.67731891e-18 1.11423296e-07 4.50484244e-23 8.20236457e-18 8.88979010e-15 5.35391423e-21 5.40629987e-16 5.28375985e-26 4.47001957e-26 4.47632024e-17 1.53261750e-22 1.83381089e-30 9.19877183e-17 1.00000000e-40 5.40858845e-10 1.58566784e-28 1.74691243e-25 7.25447935e-07 5.37814158e-30 1.25664042e-35 4.64455260e-16 6.09471251e-35 2.28856335e-06 2.30148583e-35 5.02234610e-10 7.99083687e-01 2.39592359e-32 8.07868141e-23 3.05728745e-24 6.43994078e-24 2.47951768e-17 8.81038689e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
7.18392602e+01 3.58000000e+01 1.22080200e+15 2.12400000e+02 1.12000000e+05 1.00000000e-40 5.27191672e-23 7.34147214e-25 9.36113808e-21 5.45677705e-33 1.00000000e-40 4.52086494e-21 2.81730767e-28 1.45430470e-14 4.39271145e-23 5.49804567e-12 1.50690200e-24 3.22271757e-31 1.46101522e-20 6.65128545e-20 8.01365035e-33 1.42916640e-09 1.14677297e-29 2.94488315e-29 2.00388995e-01 9.44544605e-12 4.34332763e-13 2.83360968e-11 1.81925210e-15 4.10708540e-17 5.75291478e-13 1.02527241e-14 4.01817919e-06 2.91315473e-29 3.75044119e-14 7.11104700e-21 1.53050106e-16 6.78356449e-26 1.58691950e-22 3.52060081e-33 1.12702799e-10 3.92509366e-09 2.71934436e-19 4.67740397e-20 7.69326644e-19 6.02109131e-14 1.32311366e-30 3.03591867e-16 9.32809241e-19 1.00000000e-40 4.55373725e-19 6.87874674e-13 3.92704681e-19 3.88066903e-07 1.22291971e-08 5.71373507e-23 3.32389333e-19 6.34383001e-33 4.35528709e-16 6.74845454e-19 1.00000000e-40 1.59411065e-13 3.94928488e-06 3.94448106e-04 1.05146150e-22 1.00000000e-40 4.54012179e-19 6.35391031e-23 7.01379642e-11 3.79242336e-20 9.08940967e-18 1.05285281e-07 1.00693642e-22 8.37906614e-18 9.19875164e-15 5.69932905e-21 3.64070568e-16 5.79840277e-26 3.65111972e-25 2.00457519e-16 1.69717977e-22 1.00000000e-40 8.22395535e-17 1.00000000e-40 4.46211961e-10 3.23552527e-28 1.59074467e-25 8.88932443e-07 4.46535350e-29 2.67812923e-32 3.76284917e-16 4.03304994e-31 3.29140608e-06 7.84707747e-32 5.82144822e-10 7.99203848e-01 2.32104479e-32 1.84504402e-22 3.65406514e-24 6.16025013e-24 2.41905210e-17 8.80332216e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
7.33828213e+01 2.79000000e+01 9.60450938e+14 2.10400000e+02 1.12000000e+05 2.03699298e-37 9.56798147e-23 8.80523764e-25 1.15009090e-20 3.76613882e-32 1.00000000e-40 5.90551539e-21 1.25042910e-27 9.97687999e-15 9.66119339e-23 8.69549068e-12 1.82576878e-24 8.32446509e-31 1.37851937e-20 6.05231314e-20 1.96336994e-33 1.75846935e-09 2.47945792e-29 2.92996924e-29 2.00240458e-01 1.66800488e-11 4.16863749e-13 3.51062322e-11 2.85545093e-15 1.36058284e-16 5.70934301e-13 3.87127388e-14 3.84335301e-06 5.13635439e-29 3.67218438e-14 6.95528446e-21 1.76731070e-16 7.15249585e-26 4.96958575e-22 3.65929561e-33 1.11414767e-10 3.44229295e-09 9.30639379e-19 4.85583424e-20 1.49066936e-18 6.17408594e-14 1.01493426e-30 1.88623573e-16 3.62300865e-18 1.00000000e-40 1.49233510e-18 5.54371541e-13 4.35574402e-19 2.99685888e-07 2.40070899e-08 3.91851026e-24 7.10223425e-19 9.62399909e-33 1.11426328e-15 4.13693882e-19 1.00000000e-40 1.56269643e-13 4.92078049e-06 3.91763852e-04 9.65615656e-23 1.00000000e-40 4.47789114e-19 6.47889660e-23 6.37792701e-11 9.51728634e-20 9.84015322e-18 9.80354273e-08 2.74241772e-22 9.46565567e-18 9.41594649e-15 5.97762210e-21 2.91048536e-16 6.78873783e-26 2.09306799e-24 6.68167762e-16 1.94579651e-22 1.68087139e-37 7.29492697e-17 1.00000000e-40 3.68087164e-10 3.65422837e-28 1.22715226e-25 1.08999748e-06 3.22163564e-28 4.31708289e-37 3.60195983e-16 1.40101147e-36 4.68280364e-06 6.93763139e-37 7.20900575e-10 7.99352706e-01 3.21859324e-32 3.55725721e-22 4.54576074e-24 6.13353945e-24 2.36814164e-17 8.79484033e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
7.49258425e+01 2.17000000e+01 7.52381332e+14 2.08900000e+02 1.12000000e+05 9.47056315e-25 1.71196246e-22 1.12375113e-24 1.43832616e-20 1.71562878e-31 1.00000000e-40 7.57950090e-21 4.78146938e-27 7.74720981e-15 2.26947170e-22 1.53283913e-11 2.34276373e-24 1.66254785e-30 1.39520070e-20 5.50493047e-20 4.74068190e-34 2.25112098e-09 5.00879571e-29 2.91125678e-29 2.00053466e-01 3.15696315e-11 3.95801861e-13 4.72112346e-11 5.12202013e-15 3.58207237e-16 5.66531589e-13 1.03708466e-13 3.62569880e-06 1.01984891e-28 3.44042974e-14 7.24338493e-21 2.41066406e-16 7.61152284e-26 1.33231327e-21 4.32379417e-33 1.09810256e-10 3.33616871e-09 2.51205364e-18 5.07121831e-20 3.20968660e-18 6.15779056e-14 6.39067573e-30 1.41699943e-16 1.14596184e-17 1.00000000e-40 4.05591364e-18 5.29472766e-13 5.18811008e-19 2.19823737e-07 4.87733401e-08 8.39261968e-24 1.56707626e-18 1.18844135e-32 2.24945275e-15 2.94731842e-19 1.00000000e-40 1.54542139e-13 6.00234580e-06 3.88204136e-04 1.03806985e-22 1.49397302e-40 4.40558201e-19 7.62117994e-23 5.63027757e-11 2.24084295e-19 1.24004097e-17 8.94605432e-08 7.18221554e-22 1.16519483e-17 9.52100063e-15 6.32619692e-21 2.60572251e-16 8.30109127e-26 8.46426675e-24 1.76051987e-15 2.29153599e-22 1.80308406e-25 6.36483131e-17 1.00000000e-40 3.02269356e-10 3.92739722e-28 1.87874714e-25 1.33755118e-06 1.96732463e-27 1.00000000e-40 3.89867467e-16 1.00000000e-40 6.63841497e-06 1.00000000e-40 9.38569561e-10 7.99540338e-01 5.21648566e-32 5.44775699e-22 5.81705442e-24 6.30892204e-24 2.30925720e-17 8.78448875e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
7.64509011e+01 1.69000000e+01 5.89341366e+14 2.07700000e+02 1.12000000e+05 5.02247434e-25 2.67044054e-22 1.40795917e-24 1.80775578e-20 5.14727485e-31 1.00000000e-40 9.70544324e-21 1.46837812e-26 6.61374425e-15 4.39613640e-22 2.48670423e-11 2.99059726e-24 2.70123067e-30 1.39688531e-20 5.00979615e-20 4.08015671e-34 2.87341936e-09 8.37087674e-29 2.88768736e-29 1.99816716e-01 6.05570988e-11 3.70572832e-13 6.27000835e-11 8.40423566e-15 7.56347707e-16 5.62054974e-13 2.03739509e-13 3.35723760e-06 2.02173197e-28 3.19922264e-14 7.46256530e-21 3.57978182e-16 8.16015161e-26 3.00429919e-21 5.35631844e-33 1.07803504e-10 3.58258180e-09 5.45908569e-18 5.30530308e-20 6.42307797e-18 6.12617298e-14 3.56345529e-30 1.15414904e-16 2.99152551e-17 1.00000000e-40 8.52687426e-18 5.50368805e-13 5.41914398e-19 1.58966343e-07 1.00328895e-07 2.32706534e-23 2.89338292e-18 1.25287895e-32 3.48278512e-15 2.30186802e-19 1.00000000e-40 1.52585126e-13 7.42420095e-06 3.83430814e-04 1.07464400e-22 3.31492366e-40 4.32065553e-19 8.04454634e-23 4.79005167e-11 4.80627709e-19 1.72933087e-17 7.95829005e-08 1.57181047e-21 1.44454982e-17 9.48675135e-15 6.75168874e-21 2.49244665e-16 1.02426201e-25 2.22167097e-23 3.72442181e-15 2.72759021e-22 8.67354716e-26 5.42649873e-17 1.00000000e-40 2.47247861e-10 4.19770693e-28 1.36563902e-25 1.62912843e-06 7.73361223e-27 1.00000000e-40 4.25607720e-16 1.39001820e-26 9.34722776e-06 1.00000000e-40 1.21822759e-09 7.99777707e-01 7.48598032e-32 6.55790691e-22 7.43578829e-24 6.41036567e-24 2.24158511e-17 8.77186589e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
7.79510212e+01 1.32000000e+01 4.62093817e+14 2.06900000e+02 1.12000000e+05 2.38319924e-32 3.36734301e-22 1.63606756e-24 2.21812075e-20 1.09802382e-30 4.27033895e-33 1.25996225e-20 3.42719636e-26 5.72557132e-15 6.41367267e-22 3.50757630e-11 3.63166816e-24 3.81229524e-30 1.30041045e-20 4.56294165e-20 6.11502997e-34 3.53771968e-09 1.15548498e-28 2.85868723e-29 1.99523178e-01 1.13605302e-10 3.41427679e-13 7.64796132e-11 1.16620101e-14 1.32282410e-15 5.57465016e-13 3.24203242e-13 3.04104287e-06 3.69513972e-28 3.03949890e-14 7.27610968e-21 5.24995598e-16 8.72112183e-26 5.87601355e-21 6.71625589e-33 1.05340262e-10 4.04967205e-09 1.00253807e-17 5.50850430e-20 1.14255873e-17 6.22244329e-14 3.68843419e-35 8.76004563e-17 6.69325604e-17 1.00000000e-40 1.32997823e-17 5.49821976e-13 4.60420008e-19 1.16125338e-07 2.06491265e-07 4.70036648e-23 4.22306466e-18 1.23116612e-32 4.14751739e-15 1.77647396e-19 1.00000000e-40 1.48898204e-13 9.58097399e-06 3.77190754e-04 9.56719512e-23 6.65172257e-40 4.22197905e-19 6.85874669e-23 3.92346040e-11 9.13219397e-19 2.43915885e-17 6.89275341e-08 2.78025570e-21 1.64585000e-17 9.31325397e-15 7.21164584e-21 2.43196181e-16 1.25537427e-25 3.70149770e-23 6.62395289e-15 3.24868194e-22 8.83442774e-33 4.50643017e-17 1.00000000e-40 2.01479293e-10 4.53989367e-28 4.20315906e-25 1.95351712e-06 2.05619650e-26 1.12751757e-24 4.26550345e-16 2.09655698e-22 1.30576407e-05 9.08942495e-24 1.51628171e-09 8.00071495e-01 8.44729780e-32 6.09300060e-22 9.34898398e-24 6.17333615e-24 2.18624960e-17 8.75686227e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
7.94508921e+01 1.03000000e+01 3.62148526e+14 2.06000000e+02 1.12000000e+05 1.00000000e-40 3.45524011e-22 1.67141150e-24 2.56129582e-20 1.57310105e-30 9.46003689e-29 1.68185093e-20 5.72857664e-26 4.68091427e-15 6.63206642e-22 4.30322901e-11 3.99082932e-24 1.94795344e-29 1.05952759e-20 4.15148143e-20 5.61608234e-34 4.11580879e-09 1.34801602e-28 2.82271724e-29 1.99155417e-01 2.12836625e-10 3.08019289e-13 8.07228581e-11 1.33752795e-14 1.93490325e-15 5.52596512e-13 4.50864513e-13 2.67282333e-06 6.06675735e-28 3.04859290e-14 6.31413747e-21 7.15222542e-16 9.14070320e-26 9.45787912e-21 7.70999152e-33 1.02236247e-10 4.57389939e-09 1.60643291e-17 5.62696529e-20 1.82377670e-17 6.54596150e-14 5.67340589e-34 5.47128916e-17 1.31598011e-16 1.00000000e-40 1.46166309e-17 4.75265447e-13 3.09749821e-19 8.76888525e-08 4.28786301e-07 6.28208561e-23 4.69021601e-18 9.27891467e-33 3.72385298e-15 1.23323819e-19 1.00000000e-40 1.42328812e-13 1.33156277e-05 3.68983958e-04 7.05329426e-23 1.09553781e-39 4.10562373e-19 4.49080551e-23 3.07792720e-11 1.53599852e-18 3.21782508e-17 5.78496079e-08 3.88259013e-21 1.65395852e-17 8.92841980e-15 7.62191820e-21 2.33720277e-16 1.48562538e-25 3.66952611e-23 1.02028710e-14 3.86243486e-22 1.00000000e-40 3.61886295e-17 1.00000000e-40 1.62897942e-10 5.00500024e-28 2.22322461e-25 2.29010257e-06 3.76917934e-26 1.00000000e-40 3.74270160e-16 1.00000000e-40 1.81726822e-05 1.00000000e-40 1.76511256e-09 8.00438317e-01 7.09442327e-32 4.26914625e-22 1.13867669e-23 5.51569415e-24 2.08795017e-17 8.73898672e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
8.09773905e+01 7.99000000e+00 2.82989410e+14 2.04500000e+02 1.12000000e+05 1.09367310e-25 2.07115719e-22 1.16121644e-24 2.64360051e-20 1.12907289e-30 4.26108179e-39 2.47203081e-20 4.64357106e-26 2.96877230e-15 3.12123618e-22 4.36772721e-11 3.38207083e-24 6.09500780e-30 5.55862080e-21 3.76432420e-20 1.49125537e-34 3.94653704e-09 1.34567530e-28 2.77744262e-29 1.98684435e-01 4.50017217e-10 2.69979625e-13 5.57719323e-11 1.09324237e-14 2.12008745e-15 5.47197112e-13 5.73609831e-13 2.24530447e-06 7.82992803e-28 3.75258114e-14 3.77243507e-21 8.49310606e-16 9.25881942e-26 1.05595204e-20 6.47038896e-33 9.80629577e-11 4.85681256e-09 2.24773498e-17 5.62447476e-20 2.69682974e-17 7.72645119e-14 7.29706369e-31 1.94350132e-17 2.27853255e-16 1.00000000e-40 7.70094234e-18 2.58846026e-13 1.44531943e-19 8.00358677e-08 8.93058627e-07 4.48877187e-23 3.08705539e-18 5.64077425e-33 1.92571635e-15 6.10904822e-20 1.00000000e-40 1.26327271e-13 2.34325215e-05 3.58073048e-04 4.26504433e-23 1.16130547e-39 3.96606325e-19 1.66070636e-23 2.29916800e-11 2.21604743e-18 3.14751677e-17 4.67382622e-08 3.53624037e-21 1.42344841e-17 8.20626831e-15 7.86426091e-21 2.14726187e-16 1.52352502e-25 1.40010227e-23 1.38626247e-14 4.49046864e-22 2.37108055e-26 2.78428283e-17 1.00000000e-40 1.30108761e-10 5.77589482e-28 1.00000000e-40 2.59223203e-06 3.74154465e-26 1.00000000e-40 2.75515907e-16 1.00000000e-40 2.52699315e-05 1.00000000e-40 1.62558732e-09 8.00902612e-01 3.02207271e-32 1.75179476e-22 1.22315118e-23 3.80648193e-24 1.90215616e-17 8.71755671e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
8.24690890e+01 6.22000000e+00 2.22695386e+14 2.02300000e+02 1.12000000e+05 2.16610871e-26 4.62167226e-23 3.46000866e-25 2.34101300e-20 2.47454079e-31 6.23121505e-38 4.09588528e-20 9.77328640e-27 1.16328602e-15 3.34890930e-23 3.17741071e-11 1.81324379e-24 7.34345739e-30 1.28311633e-21 3.41370403e-20 6.16735211e-36 2.57688668e-09 1.22467150e-28 2.72267443e-29 1.98090407e-01 1.82362812e-09 2.29417161e-13 1.71275738e-11 5.29438082e-15 1.36384318e-15 5.41167768e-13 6.56481965e-13 1.79206663e-06 8.67629912e-28 6.85876041e-14 1.32345587e-21 8.08909584e-16 9.12807666e-26 6.01250671e-21 2.73607878e-33 9.20848901e-11 4.54200282e-09 2.50631159e-17 5.52947207e-20 3.83532836e-17 1.05294721e-13 2.27901165e-31 2.71129399e-18 3.21154505e-16 1.00000000e-40 1.06986366e-18 6.06849186e-14 4.16611234e-20 1.14556599e-07 1.66870185e-06 1.99767703e-23 8.23179291e-19 9.02772412e-34 3.78649523e-16 1.56695559e-20 1.00000000e-40 9.33358027e-14 6.27260164e-05 3.44284436e-04 2.70980542e-23 9.33097288e-40 3.80548312e-19 1.01892294e-23 1.66700285e-11 4.16037686e-18 1.60917477e-17 3.65796750e-08 1.86621330e-21 1.38995710e-17 7.08469349e-15 7.89633527e-21 1.85744561e-16 1.03358372e-25 1.14217657e-24 1.66145232e-14 4.67590877e-22 5.07148204e-27 2.06500050e-17 1.00000000e-40 1.03728540e-10 6.73480891e-28 1.00000000e-40 2.78720364e-06 1.30779077e-26 1.00000000e-40 1.77191955e-16 1.00000000e-40 3.44257682e-05 1.00000000e-40 8.95874041e-10 8.01460338e-01 3.57329418e-33 3.74216822e-38 8.95313857e-24 1.53160129e-24 1.61030747e-17 8.69308113e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
8.39314076e+01 4.85000000e+00 1.76435997e+14 1.99100000e+02 1.12000000e+05 1.06678189e-30 5.28867676e-23 5.16123685e-26 1.87070049e-20 2.32717531e-32 1.00000000e-40 6.28642304e-20 9.65323899e-28 3.49497121e-16 1.69277183e-24 1.74482396e-11 7.95886143e-25 7.38221863e-30 2.22881006e-22 3.09098585e-20 1.10963095e-37 1.50862132e-09 1.12417365e-28 2.65720896e-29 1.97313674e-01 2.18100789e-08 1.87940501e-13 3.04129603e-12 2.04012972e-15 6.20776530e-16 5.34135188e-13 6.95291680e-13 1.36648197e-06 1.60814838e-27 1.53240805e-13 1.00583237e-21 5.94945940e-16 8.91009231e-26 2.04563563e-21 6.41732579e-34 8.31368434e-11 3.54648157e-09 2.05385605e-17 5.39775339e-20 5.08004334e-17 1.30031691e-13 2.30356724e-34 2.37028472e-19 3.35984306e-16 1.00000000e-40 7.15782938e-20 1.02129206e-14 1.00226686e-20 2.09174863e-07 2.67025965e-06 6.05850658e-24 1.23597606e-19 2.60159833e-35 4.43787123e-17 2.67877968e-21 1.00000000e-40 6.35368397e-14 1.95851913e-04 3.27446937e-04 1.95286364e-23 1.43824019e-39 3.62279049e-19 8.97692696e-25 1.21065433e-11 2.02448652e-17 5.06306292e-18 2.77948428e-08 1.55621751e-21 3.01664022e-17 5.70795032e-15 7.80634531e-21 1.50758969e-16 4.48847226e-26 3.97090619e-26 1.80144407e-14 4.15145892e-22 8.73390308e-31 1.47607471e-17 1.00000000e-40 8.29035813e-11 6.78466010e-28 4.32705432e-24 2.89474663e-06 2.55658509e-27 1.45902536e-23 1.09754311e-16 1.64808388e-20 4.57664530e-05 1.36206507e-22 3.64414353e-10 8.02100508e-01 1.97132402e-34 5.33939016e-30 4.33292000e-24 5.25382659e-25 1.25015186e-17 8.66515939e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
8.53723616e+01 3.78000000e+00 1.39899993e+14 1.95700000e+02 1.12000000e+05 1.05603819e-26 1.11061770e-33 5.80168253e-27 1.44074666e-20 1.00000000e-40 7.69849032e-21 8.51471599e-20 1.71268343e-28 1.05557105e-16 1.28860903e-25 8.69328539e-12 3.84436726e-25 5.31513860e-30 4.48934907e-23 2.77777602e-20 2.60124466e-38 9.67505014e-10 1.05738021e-28 2.57977188e-29 1.96244715e-01 2.45985207e-07 1.47448869e-13 4.33680553e-13 7.96378613e-16 2.60369277e-16 5.25793424e-13 7.68421039e-13 1.00398543e-06 2.44406805e-27 3.42497911e-13 2.19536124e-21 3.52996622e-16 8.64584998e-26 6.42312107e-22 1.26473229e-34 7.12612261e-11 2.54242891e-09 1.38168632e-17 5.24034864e-20 6.17818298e-17 1.38352025e-13 3.87859329e-31 2.32612943e-20 2.55244299e-16 1.00000000e-40 8.57005102e-21 2.68453180e-15 2.52405203e-21 3.81630125e-07 3.81633918e-06 8.15976012e-25 2.15900530e-20 6.93124787e-37 4.98325335e-18 6.29527264e-22 1.00000000e-40 5.00300250e-14 5.74080878e-04 3.07405307e-04 1.61824027e-23 2.11413323e-39 3.41653298e-19 2.75025994e-26 9.26140148e-12 8.93813516e-17 1.39302765e-18 2.05498139e-08 2.50769489e-21 7.98551483e-17 4.45690489e-15 7.65859350e-21 1.15396064e-16 1.58174293e-26 1.66758875e-27 1.81389615e-14 3.24303143e-22 3.10739866e-28 1.01736731e-17 1.00000000e-40 6.68504086e-11 5.70229147e-28 7.10771077e-26 2.96211383e-06 4.51320531e-28 1.44287879e-25 6.72832850e-17 2.58162294e-22 5.95209489e-05 1.40598707e-24 1.40420398e-10 8.02782015e-01 9.59278666e-36 9.27758013e-25 1.71218442e-24 2.29844992e-25 9.50434113e-18 8.63257326e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
8.68016710e+01 2.94000000e+00 1.10505103e+14 1.92700000e+02 1.12000000e+05 5.87443376e-30 9.24123369e-25 6.39484566e-28 1.11182191e-20 1.44793407e-38 1.74418475e-37 1.06559195e-19 6.68296135e-39 3.63044252e-17 3.14177122e-26 4.36564917e-12 2.02752602e-25 3.01576302e-30 1.11848905e-23 2.46195546e-20 7.73784853e-37 6.80810832e-10 1.00749583e-28 2.48828823e-29 1.94685564e-01 1.74370743e-06 1.09642613e-13 5.78098402e-14 3.36683139e-16 1.13004277e-16 5.15788097e-13 1.00949360e-12 7.13365136e-07 2.50101431e-27 7.09019308e-13 4.64887865e-21 1.83230342e-16 8.33613668e-26 4.27413085e-22 2.56286291e-35 5.83348580e-11 1.91447633e-09 9.25002643e-18 5.05441290e-20 7.07109841e-17 1.33703931e-13 3.10764766e-32 3.69357636e-21 1.54468767e-16 1.00000000e-40 1.01983425e-21 1.22880605e-15 6.97887415e-22 6.35562745e-07 5.09422819e-06 1.26200062e-25 2.22819744e-20 4.57389927e-38 6.32021818e-19 2.33305818e-22 1.00000000e-40 4.82863672e-14 1.49557459e-03 2.83807458e-04 1.42818149e-23 2.33569108e-39 3.18394208e-19 3.66257374e-27 7.81981222e-12 2.57558739e-16 4.26048577e-19 1.47925087e-08 3.32778625e-21 1.49855052e-16 3.49713913e-15 7.48003207e-21 8.48133932e-17 5.35670246e-27 8.23890159e-29 1.72387631e-14 2.31364259e-22 1.45007378e-31 6.75654184e-18 1.00000000e-40 5.48690812e-11 4.19737959e-28 5.43601447e-29 3.01764698e-06 8.36600959e-29 4.31840132e-29 4.08166226e-17 2.56277059e-23 7.59851496e-05 2.59329040e-28 5.64085349e-11 8.03420640e-01 5.33120743e-37 1.31012923e-25 6.44522762e-25 1.34222757e-25 7.34985938e-18 8.59301357e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
