Nested Sampling Global Log-Evidence           :    0.688447360206787266E+03  +/-    0.862155196811300040E-01

Dim No.       Mean        Sigma
   1    0.912442494283564609E+00    0.307089624158561527E-02
   2    0.294888825498854771E+03    0.641625711438006334E+02
   3   -0.251219635229454186E+01    0.106662545776549011E+01
   4   -0.581433357378102311E+01    0.238110345642755439E+01
   5   -0.297571612279396769E+01    0.139810805894309542E+01
   6   -0.549876246826175308E+01    0.246496815362535271E+01
   7   -0.870172349753134533E+01    0.858615593700009949E+00
   8   -0.551093844682415224E+01    0.224969280469485611E+01
   9   -0.767107718007764205E+01    0.142753476634202081E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.910930891509160956E+00
   2    0.279481818773620830E+03
   3   -0.140084217055877325E+01
   4   -0.652520411854574611E+01
   5   -0.196024192775505668E+01
   6   -0.441018859104231531E+01
   7   -0.992148729225284320E+01
   8   -0.312879009504812533E+01
   9   -0.964037256190892222E+01

MAP Parameters
Dim No.        Parameter
   1    0.910930891509160956E+00
   2    0.279481818773620830E+03
   3   -0.140084217055877325E+01
   4   -0.652520411854574611E+01
   5   -0.196024192775505668E+01
   6   -0.441018859104231531E+01
   7   -0.992148729225284320E+01
   8   -0.312879009504812533E+01
   9   -0.964037256190892222E+01
