    0.100414027122151861E+01    0.489386034011840820E+03   -0.843259537220001221E+01   -0.442940324544906616E+01   -0.121137577295303345E+01   -0.649966359138488770E+01   -0.597641289234161377E+01   -0.957044422626495361E+01   -0.140508759021759033E+01   -0.334874386911498557E+06   -0.690775511231546968E+01    1
    0.100976749004870658E+01    0.463797026872634888E+03   -0.284761875867843628E+01   -0.412447685003280640E+01   -0.847832810878753662E+01   -0.242508286237716675E+01   -0.375825124979019165E+01   -0.865377300977706909E+01   -0.125101399421691895E+01   -0.329802802369285084E+06   -0.690875511231548245E+01    1
    0.100973861085426830E+01    0.458982765674591064E+03   -0.685351133346557617E+01   -0.908925163745880127E+01   -0.376113516092300415E+01   -0.332544839382171631E+01   -0.453003060817718506E+01   -0.877594172954559326E+01   -0.195897608995437622E+01   -0.293539758197254443E+06   -0.690975511231547301E+01    1
    0.100307259459954512E+01    0.380118024349212646E+03   -0.109781104326248169E+01   -0.992162638902664185E+01   -0.121995669603347778E+01   -0.133524286746978760E+01   -0.761339992284774780E+01   -0.230357128381729126E+01   -0.100551998615264893E+01   -0.291753609985721007E+06   -0.691075511231547601E+01    1
    0.100167160895741003E+01    0.472401571273803711E+03   -0.167107689380645752E+01   -0.713316595554351807E+01   -0.123946225643157959E+01   -0.565269654989242554E+01   -0.761713033914566040E+01   -0.654451441764831543E+01   -0.557149267196655273E+01   -0.274650615867677028E+06   -0.691175511231546658E+01    1
    0.100097196423697499E+01    0.444404977560043335E+03   -0.927845948934555054E+01   -0.194245475530624390E+01   -0.105904883146286011E+01   -0.482699298858642578E+01   -0.613293319940567017E+01   -0.175606000423431396E+01   -0.365678060054779053E+01   -0.270500763036749093E+06   -0.691275511231547579E+01    1
    0.100014136183565872E+01    0.426916152238845825E+03   -0.255456811189651489E+01   -0.651745468378067017E+01   -0.161309987306594849E+01   -0.181014353036880493E+01   -0.823071086406707764E+01   -0.305005955696105957E+01   -0.141654169559478760E+01   -0.269174615982159157E+06   -0.691375511231547435E+01    1
    0.100662622379529498E+01    0.447970831394195557E+03   -0.285033047199249268E+01   -0.939647990465164185E+01   -0.973726314306259155E+01   -0.374405163526535034E+01   -0.581390911340713501E+01   -0.453909647464752197E+01   -0.225268924236297607E+01   -0.261138600554255332E+06   -0.691475511231548357E+01    1
    0.100760279799449459E+01    0.376271611452102661E+03   -0.917426049709320068E+01   -0.277476727962493896E+01   -0.158578908443450928E+01   -0.246136564016342163E+01   -0.927723371982574463E+01   -0.811924093961715698E+01   -0.830028414726257324E+01   -0.251972781517604482E+06   -0.691575511231552209E+01    1
    0.100689322776085155E+01    0.287942641973495483E+03   -0.618992531299591064E+01   -0.304626530408859253E+01   -0.310996937751770020E+01   -0.168180626630783081E+01   -0.738997566699981689E+01   -0.815947085618972778E+01   -0.113581740856170654E+01   -0.241077086131300603E+06   -0.691675511231554463E+01    1
    0.999445547247111987E+00    0.405687558650970459E+03   -0.210898774862289429E+01   -0.127515172958374023E+01   -0.876627397537231445E+01   -0.680812352895736694E+01   -0.214136791229248047E+01   -0.643098133802413940E+01   -0.155333006381988525E+01   -0.236978301337066048E+06   -0.691775511231549967E+01    1
    0.100410157594621197E+01    0.406476950645446777E+03   -0.937373691797256470E+01   -0.861317133903503418E+01   -0.296744161844253540E+01   -0.468463152647018433E+01   -0.988745665550231934E+01   -0.541000759601593018E+01   -0.249161183834075928E+01   -0.234782954892195121E+06   -0.691875511231549378E+01    1
    0.100498600811541094E+01    0.432282966375350952E+03   -0.394840055704116821E+01   -0.540306121110916138E+01   -0.465278995037078857E+01   -0.128986579179763794E+01   -0.411727297306060791E+01   -0.933096319437026978E+01   -0.264574068784713745E+01   -0.234079151537323080E+06   -0.691975511231551454E+01    1
    0.100467192635732916E+01    0.426810616254806519E+03   -0.199152576923370361E+01   -0.877911156415939331E+01   -0.629287707805633545E+01   -0.801220202445983887E+01   -0.233030378818511963E+01   -0.222683542966842651E+01   -0.447490155696868896E+01   -0.229973913329654024E+06   -0.692075511231548113E+01    1
    0.100859523988294608E+01    0.303564703464508057E+03   -0.646039927005767822E+01   -0.142942917346954346E+01   -0.309857696294784546E+01   -0.508300125598907471E+01   -0.564530277252197266E+01   -0.621363121271133423E+01   -0.255192452669143677E+01   -0.229486985216337984E+06   -0.692175511231547080E+01    1
    0.100660674483883406E+01    0.473472255468368530E+03   -0.452341359853744507E+01   -0.924679279327392578E+01   -0.917728012800216675E+01   -0.603889548778533936E+01   -0.117965114116668701E+01   -0.381792074441909790E+01   -0.940086907148361206E+01   -0.229435956432357489E+06   -0.692275511231549334E+01    1
    0.100835433553040055E+01    0.274984836578369141E+03   -0.247084349393844604E+01   -0.321274679899215698E+01   -0.219599860906600952E+01   -0.374289399385452271E+01   -0.213759779930114746E+01   -0.449364697933197021E+01   -0.351011580228805542E+01   -0.229291536489129590E+06   -0.692375511231548746E+01    1
    0.999572313669383705E+00    0.450199317932128906E+03   -0.752569222450256348E+01   -0.574637323617935181E+01   -0.211389082670211792E+01   -0.654965943098068237E+01   -0.815358018875122070E+01   -0.129446953535079956E+01   -0.428215372562408447E+01   -0.229133557569961791E+06   -0.692475511231548957E+01    1
    0.100829887522065653E+01    0.428737139701843262E+03   -0.877819371223449707E+01   -0.492109882831573486E+01   -0.326722621917724609E+01   -0.483914446830749512E+01   -0.312050509452819824E+01   -0.463087522983551025E+01   -0.952537614107131958E+01   -0.227716584085661889E+06   -0.692575511231552365E+01    1
    0.100746817433023472E+01    0.460576552152633667E+03   -0.358491832017898560E+01   -0.464050757884979248E+01   -0.831226611137390137E+01   -0.187323445081710815E+01   -0.531490772962570190E+01   -0.285187005996704102E+01   -0.405623501539230347E+01   -0.227041744693117886E+06   -0.692675511231553909E+01    1
    0.100434609156596677E+01    0.368396180868148804E+03   -0.885986268520355225E+01   -0.380878245830535889E+01   -0.176103925704956055E+01   -0.517272382974624634E+01   -0.876667094230651855E+01   -0.440312671661376953E+01   -0.799659854173660278E+01   -0.227017551239425171E+06   -0.692775511231552343E+01    1
    0.997910616421222807E+00    0.390575259923934937E+03   -0.704499423503875732E+01   -0.675533497333526611E+01   -0.119641602039337158E+01   -0.248924720287322998E+01   -0.220572644472122192E+01   -0.348263496160507202E+01   -0.793984568119049072E+01   -0.224901268468316761E+06   -0.692875511231550334E+01    1
    0.100817566534942404E+01    0.312859916687011719E+03   -0.409196525812149048E+01   -0.487106382846832275E+01   -0.672975796461105347E+01   -0.586797279119491577E+01   -0.131599479913711548E+01   -0.858092099428176880E+01   -0.356246715784072876E+01   -0.223735047525560542E+06   -0.692975511231548769E+01    1
    0.100857764316272758E+01    0.349136364459991455E+03   -0.272960746288299561E+01   -0.339782458543777466E+01   -0.287309974431991577E+01   -0.504326111078262329E+01   -0.941718119382858276E+01   -0.830381286144256592E+01   -0.723634034395217896E+01   -0.222585876474351651E+06   -0.693075511231546315E+01    1
    0.100923467493009578E+01    0.392743521928787231E+03   -0.159978538751602173E+01   -0.775731974840164185E+01   -0.762873196601867676E+01   -0.734604001045227051E+01   -0.436442619562149048E+01   -0.598928749561309814E+01   -0.729956966638565063E+01   -0.221901015845354152E+06   -0.693175511231550789E+01    1
    0.100494515702301279E+01    0.362183308601379395E+03   -0.584136635065078735E+01   -0.497941112518310547E+01   -0.238976085186004639E+01   -0.836170297861099243E+01   -0.244764828681945801E+01   -0.384805697202682495E+01   -0.566586190462112427E+01   -0.221651935007907887E+06   -0.693275511231550912E+01    1
    0.100749636410093313E+01    0.340411210060119629E+03   -0.504157721996307373E+01   -0.913878667354583740E+01   -0.826078647375106812E+01   -0.982922697067260742E+01   -0.733341377973556519E+01   -0.186583960056304932E+01   -0.308679670095443726E+01   -0.221586566655129369E+06   -0.693375511231550057E+01    1
    0.999172633935213272E+00    0.445955938100814819E+03   -0.430292367935180664E+01   -0.326857590675354004E+01   -0.245722323656082153E+01   -0.348175573348999023E+01   -0.992456930875778198E+01   -0.389595639705657959E+01   -0.308497065305709839E+01   -0.220914979697550472E+06   -0.693475511231554709E+01    1
    0.999555275054097359E+00    0.326745641231536865E+03   -0.827912366390228271E+01   -0.483931720256805420E+01   -0.239675176143646240E+01   -0.457583254575729370E+01   -0.497652667760848999E+01   -0.923030364513397217E+01   -0.116223341226577759E+01   -0.220782069464297732E+06   -0.693575511231551811E+01    1
    0.100449752403759973E+01    0.308593595027923584E+03   -0.362410432100296021E+01   -0.672995322942733765E+01   -0.370174998044967651E+01   -0.732620024681091309E+01   -0.482646030187606812E+01   -0.477525746822357178E+01   -0.191352766752243042E+01   -0.218368098450422782E+06   -0.693675511231548558E+01    1
    0.100105522036099459E+01    0.353852581977844238E+03   -0.130483788251876831E+01   -0.405430167913436890E+01   -0.360638403892517090E+01   -0.857845926284790039E+01   -0.813900077342987061E+01   -0.679353231191635132E+01   -0.208508604764938354E+01   -0.217589118256620801E+06   -0.693775511231549125E+01    1
    0.100282688616728799E+01    0.302549272775650024E+03   -0.836745095252990723E+01   -0.288474750518798828E+01   -0.162010848522186279E+01   -0.593265372514724731E+01   -0.523289328813552856E+01   -0.918623548746109009E+01   -0.247020727396011353E+01   -0.216699147183574212E+06   -0.693875511231549424E+01    1
    0.100872169989466687E+01    0.488150912523269653E+03   -0.446118098497390747E+01   -0.909177130460739136E+01   -0.606996673345565796E+01   -0.516516965627670288E+01   -0.785637426376342773E+01   -0.718655210733413696E+01   -0.422018504142761230E+01   -0.215964083244681271E+06   -0.693975511231547948E+01    1
    0.995635638455093064E+00    0.480598133802413940E+03   -0.758727145195007324E+01   -0.350248062610626221E+01   -0.323241382837295532E+01   -0.626144105195999146E+01   -0.182339525222778320E+01   -0.274199014902114868E+01   -0.302237325906753540E+01   -0.214685356245056202E+06   -0.694075511231545761E+01    1
    0.100891566871672889E+01    0.401731479167938232E+03   -0.497070199251174927E+01   -0.619713884592056274E+01   -0.990211653709411621E+01   -0.415557652711868286E+01   -0.213835632801055908E+01   -0.484429109096527100E+01   -0.633686959743499756E+01   -0.213834786421069555E+06   -0.694175511231546682E+01    1
    0.997696654310703424E+00    0.434000474214553833E+03   -0.407560861110687256E+01   -0.369314545392990112E+01   -0.209210860729217529E+01   -0.626268184185028076E+01   -0.203559339046478271E+01   -0.673382955789566040E+01   -0.516797417402267456E+01   -0.213379547390599822E+06   -0.694275511231551334E+01    1
    0.100785194260221744E+01    0.460105091333389282E+03   -0.984255808591842651E+01   -0.119776624441146851E+01   -0.969097733497619629E+01   -0.670835393667221069E+01   -0.337842524051666260E+01   -0.450782942771911621E+01   -0.987259668111801147E+01   -0.213313655913210561E+06   -0.694375511231550835E+01    1
