Nested Sampling Global Log-Evidence           :    0.279829650768716192E+04  +/-    0.132190955918885800E+00

Dim No.       Mean        Sigma
   1    0.920207774864262973E+00    0.478964802063344740E-03
   2    0.207913135055077618E+03    0.808934727250366059E+01
   3   -0.532561298285361762E+01    0.601643056894213268E+00
   4   -0.130512596127692082E+01    0.513735078188136907E+00
   5   -0.421284611141820253E+01    0.328990892590132700E+00
   6   -0.509908930317711206E+01    0.275479402341678803E+01
   7   -0.846216192786663335E+01    0.103415456544108553E+01
   8   -0.821061948865289004E+01    0.112758190106474321E+01
   9   -0.957869572522959878E+01    0.147070290859046660E+01
  10   -0.238128624200277028E+00    0.288715699443840290E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.920628397713499691E+00
   2    0.201631848126088698E+03
   3   -0.529486644752525404E+01
   4   -0.158915725320161805E+01
   5   -0.442816456928407476E+01
   6   -0.626607831293500350E+01
   7   -0.970491428408982237E+01
   8   -0.874046432876746415E+01
   9   -0.110520269739756536E+02
  10   -0.466883074839183898E-01

MAP Parameters
Dim No.        Parameter
   1    0.920628397713499691E+00
   2    0.201631848126088698E+03
   3   -0.529486644752525404E+01
   4   -0.158915725320161805E+01
   5   -0.442816456928407476E+01
   6   -0.626607831293500350E+01
   7   -0.970491428408982237E+01
   8   -0.874046432876746415E+01
   9   -0.110520269739756536E+02
  10   -0.466883074839183898E-01
