Nested Sampling Global Log-Evidence           :    0.631830634008923425E+03  +/-    0.668897473186949726E-01

Dim No.       Mean        Sigma
   1    0.908577389369995880E+00    0.578507164707479926E-02
   2    0.352300798879217382E+03    0.843486737284828791E+02
   3   -0.485689708639374196E+01    0.248200873285895618E+01
   4   -0.549889495044071452E+01    0.235564938493117904E+01
   5   -0.635212017838088450E+01    0.202911961116071504E+01
   6   -0.540318573638173127E+01    0.240516857105203297E+01
   7   -0.712371308999519215E+01    0.172641488378990760E+01
   8   -0.579217856188620317E+01    0.223874402673450845E+01
   9   -0.283091520949144204E+01    0.176130179814748100E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.894462354012616756E+00
   2    0.495311105130232193E+03
   3   -0.597148907770386561E+01
   4   -0.620417703609597471E+01
   5   -0.691896083528885431E+01
   6   -0.378079427439859916E+01
   7   -0.634516472789678510E+01
   8   -0.298486206392508358E+01
   9   -0.122739801078203037E+01

MAP Parameters
Dim No.        Parameter
   1    0.894462354012616756E+00
   2    0.495311105130232193E+03
   3   -0.597148907770386561E+01
   4   -0.620417703609597471E+01
   5   -0.691896083528885431E+01
   6   -0.378079427439859916E+01
   7   -0.634516472789678510E+01
   8   -0.298486206392508358E+01
   9   -0.122739801078203037E+01
