Nested Sampling Global Log-Evidence           :    0.692927344398277910E+03  +/-    0.861544658396310864E-01

Dim No.       Mean        Sigma
   1    0.914231505273996437E+00    0.273931868204209394E-02
   2    0.261282688159204497E+03    0.524578100450642850E+02
   3   -0.278483486984768636E+01    0.122923311868318952E+01
   4   -0.550217649284837673E+01    0.245510653473983309E+01
   5   -0.375486541272969854E+01    0.208154422133320116E+01
   6   -0.561688054044634377E+01    0.243833772912147628E+01
   7   -0.855414295069924080E+01    0.980053624770423792E+00
   8   -0.430311602700119078E+01    0.204156527566385648E+01
   9   -0.790169483094672565E+01    0.139409947424975011E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.916658089440870238E+00
   2    0.207675378779585827E+03
   3   -0.277335026396067619E+01
   4   -0.532034411276907093E+01
   5   -0.277212341885219971E+01
   6   -0.140905408865136295E+01
   7   -0.943118180619634749E+01
   8   -0.442018423502091107E+01
   9   -0.890621335742336129E+01

MAP Parameters
Dim No.        Parameter
   1    0.916658089440870238E+00
   2    0.207675378779585827E+03
   3   -0.277335026396067619E+01
   4   -0.532034411276907093E+01
   5   -0.277212341885219971E+01
   6   -0.140905408865136295E+01
   7   -0.943118180619634749E+01
   8   -0.442018423502091107E+01
   9   -0.890621335742336129E+01
