Nested Sampling Global Log-Evidence           :    0.639179619096343799E+03  +/-    0.678754245483664115E-01

Dim No.       Mean        Sigma
   1    0.912655699075183957E+00    0.433728032869466415E-02
   2    0.315174086189526577E+03    0.753042443113018152E+02
   3   -0.364241116171984514E+01    0.196425308254337327E+01
   4   -0.534042370435660718E+01    0.239369360327402392E+01
   5   -0.498799435608033814E+01    0.237622297091778556E+01
   6   -0.545229005984095405E+01    0.239641263509931735E+01
   7   -0.779966833339430909E+01    0.141133500160111791E+01
   8   -0.390200426315599413E+01    0.218889368902215953E+01
   9   -0.682530718828220984E+01    0.197216096503253868E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.918544440456675493E+00
   2    0.234917125517638851E+03
   3   -0.451025690270224366E+01
   4   -0.604192565417777505E+01
   5   -0.522528427957145869E+01
   6   -0.311276779564004791E+01
   7   -0.996014915649993604E+01
   8   -0.435979007619513581E+01
   9   -0.992612789089327130E+01

MAP Parameters
Dim No.        Parameter
   1    0.918544440456675493E+00
   2    0.234917125517638851E+03
   3   -0.451025690270224366E+01
   4   -0.604192565417777505E+01
   5   -0.522528427957145869E+01
   6   -0.311276779564004791E+01
   7   -0.996014915649993604E+01
   8   -0.435979007619513581E+01
   9   -0.992612789089327130E+01
