Nested Sampling Global Log-Evidence           :    0.756419905251006298E+03  +/-    0.904731367412971998E-01

Dim No.       Mean        Sigma
   1    0.917777511745434427E+00    0.247344173972543482E-02
   2    0.293022790792798673E+03    0.711052270594192919E+02
   3   -0.723288882061695393E+01    0.165997923432378580E+01
   4   -0.525686900830467696E+01    0.255832630260015126E+01
   5   -0.639016663576011545E+01    0.204403997277160965E+01
   6   -0.502066883469236558E+01    0.274361340680564902E+01
   7   -0.836071134137753624E+01    0.989996840287407642E+00
   8   -0.553382435838155917E+01    0.149206814633714524E+01
   9   -0.900631287741293285E+01    0.174233965977410210E+01
  10   -0.128937612616864206E+01    0.490968273723544624E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.921872287952601233E+00
   2    0.249995971880264165E+03
   3   -0.724467126233687164E+01
   4   -0.328333118852171868E+01
   5   -0.784290498882032594E+01
   6   -0.515150917714733225E+01
   7   -0.926037845871161025E+01
   8   -0.605559258126194511E+01
   9   -0.982887096112977687E+01
  10   -0.424743223656982138E+00

MAP Parameters
Dim No.        Parameter
   1    0.921872287952601233E+00
   2    0.249995971880264165E+03
   3   -0.724467126233687164E+01
   4   -0.328333118852171868E+01
   5   -0.784290498882032594E+01
   6   -0.515150917714733225E+01
   7   -0.926037845871161025E+01
   8   -0.605559258126194511E+01
   9   -0.982887096112977687E+01
  10   -0.424743223656982138E+00
