Nested Sampling Global Log-Evidence           :    0.672275721496455844E+03  +/-    0.814371397861691493E-01

Dim No.       Mean        Sigma
   1    0.916509463383674561E+00    0.308458701455291634E-02
   2    0.239569132465541315E+03    0.366680047692657496E+02
   3   -0.484273901254651395E+01    0.229993461174152181E+01
   4   -0.429727288810875585E+01    0.256180325643552642E+01
   5   -0.516447248407806736E+01    0.223400748160659868E+01
   6   -0.559014980315196564E+01    0.247853203997481852E+01
   7   -0.758231881086096937E+01    0.142491443879521085E+01
   8   -0.354168294839913500E+01    0.203386397715070721E+01
   9   -0.647713028151044057E+01    0.190868837561795557E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.919253139522748786E+00
   2    0.204507088837378433E+03
   3   -0.946378896943495995E+01
   4   -0.112235593896223129E+01
   5   -0.445336471152677227E+01
   6   -0.113712859962267920E+01
   7   -0.847940856976987156E+01
   8   -0.408993547444389716E+01
   9   -0.659382356156443628E+01

MAP Parameters
Dim No.        Parameter
   1    0.919253139522748786E+00
   2    0.204507088837378433E+03
   3   -0.946378896943495995E+01
   4   -0.112235593896223129E+01
   5   -0.445336471152677227E+01
   6   -0.113712859962267920E+01
   7   -0.847940856976987156E+01
   8   -0.408993547444389716E+01
   9   -0.659382356156443628E+01
