    0.920762950685849346E+00    0.210987111318856734E+03   -0.823185485014626117E+01   -0.106490131786543074E+01   -0.444073207945398707E+01   -0.584417372248135525E+01   -0.578912743246085082E+01   -0.931266147506451425E+01   -0.710315571310315441E+01    0.318092746244226010E+00    0.187668804856787142E+04
    0.916894311027431796E+00    0.235379080824228822E+03   -0.752996657017152948E+01   -0.136775508737803975E+01   -0.350076475961413536E+01   -0.587049779404248895E+01   -0.411101296307894870E+01   -0.629968251595358453E+01   -0.115783238367942758E+02   -0.162859306411835547E+01    0.187954239482385924E+04
    0.918181074733223634E+00    0.211326658276466389E+03   -0.257734093346891235E+01   -0.126188100321699181E+01   -0.896519449120181022E+01   -0.608944666005868029E+01   -0.444986616589258066E+01   -0.366867535661446631E+01   -0.108354039400734052E+02   -0.133928801629837335E+01    0.187954471254139798E+04
    0.917491131673351834E+00    0.212321855165730454E+03   -0.821097839266387908E+01   -0.819589023687989027E+00   -0.320989667312557625E+01   -0.773577587782082787E+01   -0.562583686678628236E+01   -0.675781507628453326E+01   -0.554100965118591571E+01   -0.165799439067536847E+01    0.187966989160161393E+04
    0.917801750824123186E+00    0.264664527272054386E+03   -0.770438732289517247E+01   -0.854678965439086724E+00   -0.373142295108622513E+01   -0.249187768354027561E+01   -0.833430852331420979E+01   -0.597304778893050070E+01   -0.731168468571382935E+01   -0.865502418746354030E+00    0.187983078582553867E+04
    0.919646754556917245E+00    0.212882337581933569E+03   -0.340100850934633314E+01   -0.317515363810600437E+01   -0.438688807048911222E+01   -0.897061249461181376E+00   -0.753888433860064744E+01   -0.747520171442418135E+01   -0.832461996433731066E+01   -0.851936159604623544E+00    0.188051923367279096E+04
    0.919835087904131377E+00    0.210041394113078013E+03   -0.835804765075430645E+01   -0.159629575213035579E+01   -0.434991986846955569E+01   -0.134471513063091663E+01   -0.669235696601765540E+01   -0.804158345133937758E+01   -0.108456815724390783E+02   -0.806021786680590546E+00    0.188055548873641374E+04
    0.918556876501565256E+00    0.221534633421079803E+03   -0.373306731864284114E+01   -0.120864301781595884E+01   -0.375775263226629708E+01   -0.464753517706726260E+01   -0.574406511651903529E+01   -0.691978181362216560E+01   -0.652997695096536379E+01   -0.180600144855128431E+00    0.188101487028964971E+04
    0.917538008944949968E+00    0.231511727734498095E+03   -0.941172122989905446E+01   -0.516766943266782519E+00   -0.330179524015658465E+01   -0.921461296437592203E+01   -0.753668600100262420E+01   -0.790111082339448778E+01   -0.775331804789686974E+01   -0.151452780436862522E+01    0.188106443547619210E+04
    0.917973917933656902E+00    0.224674249369528468E+03   -0.325477951765731266E+01   -0.194801758183660922E+01   -0.312919958325808079E+01   -0.297504295825463760E+01   -0.519974047435908560E+01   -0.339808643143900824E+01   -0.744394822829326852E+01   -0.892046905262971368E+00    0.188107551451958943E+04
    0.916664802227703635E+00    0.264467557011958093E+03   -0.773059135823422938E+01   -0.394141650194965720E+00   -0.271157831613552691E+01   -0.839570345530730044E+01   -0.928696356443424165E+01   -0.291614535471607361E+01   -0.118243227981362384E+02   -0.125405745004395230E+01    0.188109059803476475E+04
    0.917629964536194498E+00    0.230492726974191925E+03   -0.989282250065877555E+01   -0.115141778987101162E+01   -0.377225632059748772E+01   -0.806695385883327809E+01   -0.990511886588685364E+01   -0.533053971518264635E+01   -0.992931516321756646E+01   -0.115527088362073105E+01    0.188111148724332088E+04
    0.918979308562383967E+00    0.208374049856408277E+03   -0.257439937869099911E+01   -0.469074664267701280E+00   -0.395410464360388403E+01   -0.216558723114445684E+00   -0.469844472812686487E+01   -0.867881395969397929E+01   -0.103250936404406541E+02   -0.594648151461682373E+00    0.188114032310973198E+04
    0.918255009344750572E+00    0.239164305243315539E+03   -0.671764955182331036E+01   -0.225204421957499967E+01   -0.426396221402438158E+01   -0.707990570191361179E+01   -0.829396689163611001E+01   -0.539912629090671192E+01   -0.951471035477555915E+01   -0.105841449367378670E+01    0.188120706370193579E+04
    0.918036611360095289E+00    0.240907292475972525E+03   -0.979044472218125961E+01   -0.946992201722551386E+00   -0.341909858692357282E+01   -0.146052655123594555E+01   -0.740295070544767597E+01   -0.429329373573749340E+01   -0.525426071851616872E+01   -0.120752368350379058E+01    0.188140701641915621E+04
    0.918058332770657182E+00    0.225683035249212054E+03   -0.494813902110610027E+01   -0.124614751304535787E+01   -0.362814007649111225E+01   -0.632786022878487842E+01   -0.920912986896176555E+01   -0.463978608464328168E+01   -0.680141427755825401E+01   -0.138214389161476570E+01    0.188144185902442678E+04
    0.918443394121967405E+00    0.205070742449980258E+03   -0.283015848942017012E+01   -0.121603663582202870E+01   -0.468860733252197193E+01   -0.685703751146742491E+01   -0.859794249227304519E+01   -0.656292343391743138E+01   -0.986283553969295745E+01   -0.116870631811873005E+01    0.188164791998927194E+04
    0.919430087658897888E+00    0.204157205474135708E+03   -0.510722135211203287E+01   -0.117247018477564424E+01   -0.470283601840734811E+01   -0.621819667859451197E+01   -0.635466006333681577E+01   -0.559149561207700074E+01   -0.855156658183979346E+01   -0.664536938071261796E+00    0.188174026577393602E+04
    0.914939547829341393E+00    0.279636779426656631E+03   -0.328392740639209624E+01   -0.513799489160733813E+00   -0.263081211847430474E+01   -0.844829404940566775E+01   -0.962833735095417964E+01   -0.541770591948507718E+01   -0.507876745745533231E+01   -0.182071770612498884E+01    0.188181327208625953E+04
    0.918599988714906446E+00    0.216186148470506083E+03   -0.400363516654738838E+01   -0.959601142114905770E+00   -0.313630432674115944E+01   -0.691613388513922711E+01   -0.717438101856113697E+01   -0.363579856322535910E+01   -0.657359299466944602E+01   -0.439101988995853620E+00    0.188191518471754011E+04
    0.916905023929374785E+00    0.236679421742804664E+03   -0.421545071047695963E+01   -0.689909905375934329E+00   -0.258895720673640461E+01   -0.568330694599978781E+01   -0.419560221014199008E+01   -0.549200970488492146E+01   -0.701721042043339782E+01   -0.153631461445397366E+01    0.188200082996446667E+04
    0.917399826036483845E+00    0.245434541951508493E+03   -0.351225905961893048E+01   -0.204385749901431879E+01   -0.392681113709268814E+01   -0.393914273622560351E+01   -0.962008919512454419E+01   -0.679098038315476860E+01   -0.810436508429843627E+01   -0.141157546708176485E+01    0.188202111275568109E+04
    0.919747617686665242E+00    0.225630191743781040E+03   -0.716075608508328187E+01   -0.236929626213917821E+01   -0.413271751323665448E+01   -0.603238003703387271E+01   -0.495176206933008523E+01   -0.705669960179187594E+01   -0.644417366585903473E+01   -0.620119833397429820E+00    0.188204422212207737E+04
    0.919769732726115063E+00    0.212817233784743138E+03   -0.327174908331647529E+01   -0.224312512644138096E+00   -0.427250426516947801E+01   -0.788095410195220047E+01   -0.421617878670079715E+01   -0.621790351580934519E+01   -0.941438720338325119E+01   -0.105305991301137603E+00    0.188210266109186477E+04
    0.919456396425730071E+00    0.226512247535524097E+03   -0.959434134243513448E+01   -0.325221242260152366E+00   -0.331961886934688089E+01   -0.790599470287668282E+01   -0.944475550509587158E+01   -0.595181049561089281E+01   -0.806931985814795638E+01    0.110336683518709400E+00    0.188214129309473765E+04
    0.915393484152607018E+00    0.256271036623493842E+03   -0.648729851509499511E+01   -0.731458306129946223E+00   -0.283708393874351206E+01   -0.387762184169005231E+01   -0.530446594971309437E+01   -0.398483393242534945E+01   -0.726510284656450889E+01   -0.195139701575281910E+01    0.188224463396345004E+04
    0.919406483891642368E+00    0.207380879030925058E+03   -0.945245365850467500E+01   -0.231907257341427986E+01   -0.430963614815107299E+01   -0.496783907350661469E+01   -0.759324622254158399E+01   -0.579888563234402810E+01   -0.823029153592418261E+01   -0.869514934731137501E+00    0.188229163240662615E+04
