Nested Sampling Global Log-Evidence           :    0.220949270800687873E+04  +/-    0.152790666427523508E+00

Dim No.       Mean        Sigma
   1    0.919749205489785115E+00    0.236307373317609301E-03
   2    0.202627998738899038E+03    0.233820526107833304E+01
   3   -0.426939851880370824E+01    0.220931820575227533E+00
   4   -0.122105036330923111E+01    0.232841859678956847E+00
   5   -0.397700931706903393E+01    0.150533651288605186E+00
   6   -0.334084763755606051E+01    0.300150042070141287E+01
   7   -0.790616236052936650E+01    0.123113580971397241E+01
   8   -0.566189137100163808E+01    0.320111598874932957E+00
   9   -0.944244489049604852E+01    0.150071391560281575E+01
  10   -0.522955100468139755E+00    0.122084813503230083E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.919951932441874121E+00
   2    0.201678203809477168E+03
   3   -0.432600906185999090E+01
   4   -0.123744729718561786E+01
   5   -0.401330146657054154E+01
   6   -0.689369332763984488E+00
   7   -0.992363587471975350E+01
   8   -0.574640393135399030E+01
   9   -0.119956455935401181E+02
  10   -0.404182673839642126E+00

MAP Parameters
Dim No.        Parameter
   1    0.919951932441874121E+00
   2    0.201678203809477168E+03
   3   -0.432600906185999090E+01
   4   -0.123744729718561786E+01
   5   -0.401330146657054154E+01
   6   -0.689369332763984488E+00
   7   -0.992363587471975350E+01
   8   -0.574640393135399030E+01
   9   -0.119956455935401181E+02
  10   -0.404182673839642126E+00
