    0.918778084173216603E+00    0.219515123553169587E+03   -0.362394701693836829E+01   -0.725435856860960637E+01   -0.511180822607250906E+01   -0.533743447744263211E+01   -0.845417889124494693E+01   -0.700034288728842036E+01   -0.474343691750162844E+01    0.244182587498142902E+04
    0.918619448670013550E+00    0.258511812629161511E+03   -0.440225513406654834E+01   -0.934172092259839815E+01   -0.421479241286792838E+01   -0.636670634152316151E+01   -0.794589376008821624E+01   -0.695932283751074721E+01   -0.548830107005074463E+01    0.244525002596337754E+04
    0.918183552652587998E+00    0.225735354335690744E+03   -0.515709538132013989E+01   -0.531944615852995906E+01   -0.447650936247492393E+01   -0.962377255866029380E+01   -0.746900976553804075E+01   -0.845649090497988354E+01   -0.528538966294163703E+01    0.244576424832799466E+04
    0.914700863655863450E+00    0.206411928203448724E+03   -0.550064980430829387E+01   -0.191974459896424676E+01   -0.208376872843837546E+01   -0.835074401234669850E+01   -0.546174730337407865E+01   -0.456556621390549378E+01   -0.338716109594550829E+01    0.244591175981071365E+04
    0.919151196595252351E+00    0.216758344128741840E+03   -0.670294311425331024E+01   -0.274718105420613856E+01   -0.483824289798606522E+01   -0.240486785196399921E+01   -0.732259728095549889E+01   -0.769714233358121902E+01   -0.749533828829151272E+01    0.244633291149628076E+04
    0.917279584831287464E+00    0.268052108924007996E+03   -0.576131184553180997E+01   -0.247610400082343496E+01   -0.384312108237756966E+01   -0.942824324893805255E+01   -0.593513123811453269E+01   -0.810880245197522420E+01   -0.595248323148495206E+01    0.244641286497608826E+04
    0.917293666742106550E+00    0.235235694004762507E+03   -0.336347347011602515E+01   -0.429116872324165310E+01   -0.375179472486886745E+01   -0.445091520227410609E+01   -0.942241179145745811E+01   -0.840334095623904709E+01   -0.709335782143810967E+01    0.244679165355246278E+04
    0.917717303364722237E+00    0.233646721216265092E+03   -0.353149167633103644E+01   -0.428556224445391365E+01   -0.430272095805397292E+01   -0.385809323106617885E+01   -0.779348640194897868E+01   -0.605338287088053928E+01   -0.690972633664631886E+01    0.244687396787992475E+04
    0.917050632748411698E+00    0.262678136898452408E+03   -0.372571670791501131E+01   -0.329157875836489566E+01   -0.394949713594136398E+01   -0.392634707831267171E+01   -0.927218680258918404E+01   -0.958134866155794285E+01   -0.916286609503642957E+01    0.244754472759742612E+04
    0.915778035481839559E+00    0.200071594486008081E+03   -0.350547471270046174E+01   -0.243757631047685130E+01   -0.237128688892425821E+01   -0.800557952970636144E+01   -0.635540799494847342E+01   -0.563769621560525369E+01   -0.355240793606971739E+01    0.244757498754872267E+04
    0.917261155346970170E+00    0.215941894764086641E+03   -0.791628954489366166E+01   -0.322951455523516007E+01   -0.378886781225698677E+01   -0.939046956871218441E+01   -0.735264527973594895E+01   -0.783231098057959230E+01   -0.489063102835947916E+01    0.244768615262706271E+04
    0.916828880537450153E+00    0.200537268999286454E+03   -0.345962634706726746E+01   -0.155570607082377954E+01   -0.373643139513532674E+01   -0.429743172225710435E+01   -0.704588166696601625E+01   -0.345447204048537948E+01   -0.704601576621013681E+01    0.244770814939956063E+04
    0.918016976570745213E+00    0.234042703469043744E+03   -0.748361985611221492E+01   -0.326736209200767647E+01   -0.371409140054701314E+01   -0.427359608618769293E+01   -0.711731354226090751E+01   -0.604411997232584053E+01   -0.648138902754471680E+01    0.244788814731392449E+04
    0.917765907678543824E+00    0.201536644542283796E+03   -0.418125279995675747E+01   -0.298411513798872452E+01   -0.357825893309229137E+01   -0.402733214564307396E+01   -0.419176517070820243E+01   -0.885040527085799944E+01   -0.510772173382818995E+01    0.244806256023108335E+04
    0.918393518339423065E+00    0.224153681778145994E+03   -0.447955997463707956E+01   -0.243479348971820997E+01   -0.486441894884735149E+01   -0.932460237638705003E+01   -0.729688396733705780E+01   -0.825205813317553982E+01   -0.935255572461733919E+01    0.244811410280463133E+04
