Nested Sampling Global Log-Evidence           :    0.657681886002737656E+03  +/-    0.765645300654052702E-01

Dim No.       Mean        Sigma
   1    0.912703858763640352E+00    0.420494697777296263E-02
   2    0.336600921210771844E+03    0.760814596730359227E+02
   3   -0.333346813798835573E+01    0.171253292032289739E+01
   4   -0.545928740815007085E+01    0.234290724358897240E+01
   5   -0.320330055820744164E+01    0.164331021766359719E+01
   6   -0.544123094606380242E+01    0.244216176641679050E+01
   7   -0.807278776142291576E+01    0.122781625810429174E+01
   8   -0.555213354049714702E+01    0.215106021262681457E+01
   9   -0.725952550179428080E+01    0.168538655547726046E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.904028391669271514E+00
   2    0.480029656650791878E+03
   3   -0.186642037102870972E+01
   4   -0.176489910704685116E+01
   5   -0.282906195179435027E+01
   6   -0.781636247123640437E+01
   7   -0.658278274704724886E+01
   8   -0.376762669311474241E+01
   9   -0.984327206672407939E+01

MAP Parameters
Dim No.        Parameter
   1    0.904028391669271514E+00
   2    0.480029656650791878E+03
   3   -0.186642037102870972E+01
   4   -0.176489910704685116E+01
   5   -0.282906195179435027E+01
   6   -0.781636247123640437E+01
   7   -0.658278274704724886E+01
   8   -0.376762669311474241E+01
   9   -0.984327206672407939E+01
