Nested Sampling Global Log-Evidence           :    0.659665048374978028E+03  +/-    0.705189838576727596E-01

Dim No.       Mean        Sigma
   1    0.909197802481424677E+00    0.514684543207490075E-02
   2    0.349463552302644246E+03    0.822615604274983809E+02
   3   -0.601513750197914643E+01    0.212471494531924066E+01
   4   -0.569816029429017323E+01    0.233329055784574013E+01
   5   -0.573540179671804751E+01    0.222813778144485530E+01
   6   -0.550506251755683351E+01    0.244317067773770846E+01
   7   -0.675470747073832456E+01    0.177514435991114317E+01
   8   -0.465609805242751484E+01    0.204028584360345633E+01
   9   -0.289820231985593724E+01    0.129727558525528108E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.901228817434937435E+00
   2    0.488185672756962390E+03
   3   -0.919331555705569947E+01
   4   -0.918801806205273053E+01
   5   -0.458073339159440529E+01
   6   -0.794499771812416888E+01
   7   -0.531991793414896463E+01
   8   -0.360918073119193750E+01
   9   -0.247229500059803264E+01

MAP Parameters
Dim No.        Parameter
   1    0.901228817434937435E+00
   2    0.488185672756962390E+03
   3   -0.919331555705569947E+01
   4   -0.918801806205273053E+01
   5   -0.458073339159440529E+01
   6   -0.794499771812416888E+01
   7   -0.531991793414896463E+01
   8   -0.360918073119193750E+01
   9   -0.247229500059803264E+01
