    0.910966901437027854E+00    0.261867868972115275E+03   -0.230158005333120030E+01   -0.224123447016507615E+01   -0.711059502885919592E+01   -0.534277524436558693E+01   -0.696566800307098966E+01   -0.695942966569800348E+01   -0.786766388795996541E+01    0.649217161233619777E+03
    0.911259757377594681E+00    0.284564594654610573E+03   -0.484845902960333408E+01   -0.413723545492552347E+01   -0.364120288922386770E+01   -0.871519927662484051E+01   -0.171226397770465688E+01   -0.334217365482074324E+01   -0.401291806613612678E+01    0.650910604946736953E+03
    0.900754080530453582E+00    0.392156274096007110E+03   -0.198491931166863722E+01   -0.381849250731251288E+01   -0.108590329570522215E+01   -0.655546978558647808E+01   -0.698633780674520377E+01   -0.428489209480649613E+01   -0.968183116358396845E+01    0.651137558572122771E+03
    0.909670625630332186E+00    0.351502821098304423E+03   -0.113152495210616344E+01   -0.750866687702790259E+01   -0.676566073721678052E+01   -0.110527427656549371E+01   -0.516232252374165057E+01   -0.297565937516401302E+01   -0.758068103198011300E+01    0.651527093048313532E+03
    0.915031835105132307E+00    0.309250682280231160E+03   -0.523046041603533496E+01   -0.500653946485494128E+01   -0.714417624129868045E+01   -0.874542020928879893E+01   -0.829798633217746406E+01   -0.525006299375290375E+01   -0.387068762110553433E+01    0.651544957874844386E+03
    0.915039134583115032E+00    0.328107892292224278E+03   -0.494702481516124770E+01   -0.369209763238472455E+01   -0.727571795620004025E+01   -0.380915364738726314E+01   -0.457625740365792755E+01   -0.827743047022000766E+01   -0.529206838531169410E+01    0.651863252625237465E+03
    0.913252206548301304E+00    0.211724308935207404E+03   -0.352559315564851694E+01   -0.141526881718419695E+01   -0.982488072520699163E+01   -0.718546127385086120E+01   -0.713809012842489032E+01   -0.469106823685386143E+01   -0.856068763670388932E+01    0.651951044939537383E+03
    0.916450909146884984E+00    0.202310718911588594E+03   -0.809502142515268730E+01   -0.763732810856826916E+01   -0.527028502871029580E+01   -0.522066655779929523E+01   -0.541534449215731239E+01   -0.653297450636154586E+01   -0.826611005667151488E+01    0.652258886557753726E+03
    0.906920932193418849E+00    0.379404110217678635E+03   -0.843832583387577984E+01   -0.420191841564332069E+01   -0.785716775955419955E+01   -0.761078132462829338E+01   -0.791283380668716685E+01   -0.457242328929978115E+01   -0.237327183757963933E+01    0.652486846359505989E+03
    0.913334171084720592E+00    0.399004666423537060E+03   -0.299897485185128687E+01   -0.812683013142703459E+01   -0.464725745612058461E+01   -0.674543209275942868E+01   -0.733905719664109846E+01   -0.797061455898782789E+01   -0.632935107526995999E+01    0.652647782592344811E+03
    0.911924916553100928E+00    0.220771245151409516E+03   -0.153214030776676324E+01   -0.111903083022246008E+01   -0.892599870586425403E+01   -0.732096304066022086E+01   -0.526288482920458911E+01   -0.766317552740367702E+01   -0.949013700789113734E+01    0.652938220594293966E+03
    0.904001558326663290E+00    0.440302105939370335E+03   -0.115132430802363039E+01   -0.438494150862292553E+01   -0.659123356138343475E+01   -0.723511834304977342E+01   -0.848890009308959215E+01   -0.395613302472033546E+01   -0.962083367281119628E+01    0.653042664742871807E+03
    0.918906646737286614E+00    0.201460874504849755E+03   -0.526013917114071905E+01   -0.416286589840813370E+01   -0.763975525095215424E+01   -0.730418004295451340E+01   -0.540805220441331080E+01   -0.638389637431737444E+01   -0.539105328913486925E+01    0.653106930443860051E+03
    0.908379061886814054E+00    0.319831035859137501E+03   -0.342212087124456676E+01   -0.214079388904700263E+01   -0.976274392044972039E+01   -0.318914800268978116E+01   -0.475911201542597162E+01   -0.199120407001672106E+01   -0.304827503877230477E+01    0.653146036834757979E+03
    0.909645360642723610E+00    0.251423865433316962E+03   -0.291845345946582224E+01   -0.481877208303805205E+01   -0.435832536911674495E+01   -0.915455740172996002E+01   -0.208647410515234721E+01   -0.754769853812677916E+01   -0.748846319816794548E+01    0.653197196018855607E+03
    0.911837155061612559E+00    0.261430744652649878E+03   -0.523037001498256604E+01   -0.845065511724121166E+01   -0.393916589094424463E+01   -0.478651651551985946E+01   -0.508636920678204874E+01   -0.268403133661090099E+01   -0.520453194826005028E+01    0.653239481590923901E+03
    0.918205830778015319E+00    0.206197437092522904E+03   -0.806110942216130866E+01   -0.329029280427543735E+01   -0.352621472025662008E+01   -0.768570453367672535E+01   -0.346230222350282091E+01   -0.690090592297656347E+01   -0.580585581626026936E+01    0.653334330777393575E+03
    0.910607321362937205E+00    0.284849202730239369E+03   -0.799147555704910850E+01   -0.862114034178156530E+01   -0.467815953785770056E+01   -0.281433589210998747E+01   -0.752915759840729493E+01   -0.276377922555795497E+01   -0.307535569421192179E+01    0.653359568094902102E+03
    0.908814163199693326E+00    0.471449530140612296E+03   -0.285672843539506083E+01   -0.504701579671074896E+01   -0.577926661058829794E+01   -0.606927193087733663E+01   -0.824012431501875575E+01   -0.821806038562058028E+01   -0.924415251364047208E+01    0.653418984189495404E+03
    0.907123516877144875E+00    0.382299057915214405E+03   -0.925971150730535797E+01   -0.830048845784375011E+01   -0.300956752970057906E+01   -0.778209401237508480E+01   -0.864597278277758363E+01   -0.269536433109603113E+01   -0.433729956343249867E+01    0.653481774269690277E+03
    0.910012911639614064E+00    0.232597900944104538E+03   -0.277571339176828058E+01   -0.923770092959856193E+01   -0.415355580752888898E+01   -0.584375640724392476E+01   -0.303311385804397204E+01   -0.241013599558638258E+01   -0.179371478013388241E+01    0.653609294715658962E+03
    0.912834416490960754E+00    0.246704376647095785E+03   -0.189561492717291635E+01   -0.653912208057793443E+01   -0.675617430670309638E+01   -0.727206868452426036E+01   -0.493750380217324469E+01   -0.205779846987708837E+01   -0.304163609012105240E+01    0.653613945645164904E+03
    0.910740270538036634E+00    0.355410225230621791E+03   -0.617102595630257955E+01   -0.283221495827287928E+01   -0.562747639332691030E+01   -0.201708035125632357E+01   -0.910122162564466208E+01   -0.905796887911891702E+01   -0.380452370245880989E+01    0.653614606336620341E+03
    0.913863743333915513E+00    0.234089870450408455E+03   -0.136549623419048594E+01   -0.350258764539675127E+01   -0.405642033296504145E+01   -0.781044788033926451E+01   -0.488017403231503000E+01   -0.270391559170984763E+01   -0.354732045828310838E+01    0.653685970152458026E+03
    0.899978622592416566E+00    0.406693425140774764E+03   -0.851163832784224006E+01   -0.874127057120403350E+01   -0.125585848428312552E+01   -0.868937359177516022E+01   -0.122850602624997052E+01   -0.530600142052768575E+01   -0.383044834353935304E+01    0.653687942307234948E+03
    0.912222282917419358E+00    0.305536319389587675E+03   -0.163200018559851578E+01   -0.758981785883653970E+01   -0.657716649621453442E+01   -0.318024822295896925E+01   -0.741070229128329849E+01   -0.788657839323169352E+01   -0.552221866844956644E+01    0.653689934780026306E+03
    0.915935484273325162E+00    0.202567896747243225E+03   -0.310032762039615228E+01   -0.279091590076569318E+01   -0.685822284272007732E+01   -0.535437079741024480E+01   -0.349723202499878294E+01   -0.196549298553880369E+01   -0.653351063150990008E+01    0.653726636532833254E+03
    0.906486108946582880E+00    0.372084512130829580E+03   -0.625554367604056871E+01   -0.340628973574172633E+01   -0.164878364398584409E+01   -0.974065750433854127E+01   -0.898592492115867358E+01   -0.440520699336012367E+01   -0.649910311786918271E+01    0.653770528308950020E+03
    0.912669957968099688E+00    0.343529983592880740E+03   -0.292009717759525955E+01   -0.637858467441340427E+01   -0.456536791532437469E+01   -0.572109344411377840E+01   -0.880450561606256699E+01   -0.321730773548753124E+01   -0.640302930324851083E+01    0.653783645387388788E+03
    0.903027517417321124E+00    0.408421434658373983E+03   -0.192315001743263458E+01   -0.976630690127265488E+01   -0.566142226750054434E+01   -0.201914778297163089E+01   -0.303700223890337284E+01   -0.233888741187477578E+01   -0.413998291959594678E+01    0.653847260631155450E+03
    0.908235255403155972E+00    0.433602231067110552E+03   -0.334920704908623978E+01   -0.661244440601756445E+01   -0.614026277147612731E+01   -0.572591181115427439E+01   -0.773013991547817181E+01   -0.941742823907272708E+01   -0.458798660171915795E+01    0.653890113576562158E+03
    0.914897509295453659E+00    0.241202279853497970E+03   -0.484496784818182658E+01   -0.513426558903821739E+01   -0.219074436001077899E+01   -0.439251402708282335E+01   -0.335886668153311962E+01   -0.188745987972158957E+01   -0.644714435883554948E+01    0.653893915569614705E+03
    0.914350939836728216E+00    0.237436965935719456E+03   -0.930727130351804632E+01   -0.654838049972476721E+01   -0.512690596227467843E+01   -0.962817449016015559E+01   -0.781956556501656941E+01   -0.968870252329971215E+01   -0.342968333692902405E+01    0.653921497044206262E+03
    0.909198675034084025E+00    0.324779231465733972E+03   -0.317642279121844329E+01   -0.121078897605329594E+01   -0.437832260437249143E+01   -0.408401309944222835E+01   -0.899293350102844613E+01   -0.326850199238024786E+01   -0.203199727473022573E+01    0.653922890852667820E+03
    0.910982419946811173E+00    0.302747029911568518E+03   -0.551194016458779856E+01   -0.902192733577760819E+01   -0.316150849635383491E+01   -0.632050668555392736E+01   -0.488684650243158103E+01   -0.379128864471413074E+01   -0.690167767660319953E+01    0.653940741759040407E+03
    0.910094551722972378E+00    0.270254511106309963E+03   -0.150116175740315860E+01   -0.706062872327585911E+01   -0.881902604488145947E+01   -0.269217020366437776E+01   -0.423848010164156896E+01   -0.700751467710321130E+01   -0.313929637392329841E+01    0.653974140900266775E+03
    0.905078084125651605E+00    0.420745081412369245E+03   -0.319852358639123047E+01   -0.526304355243572086E+01   -0.316795883141982237E+01   -0.606214973855862382E+01   -0.499397515188290964E+01   -0.516898577399656123E+01   -0.691065180111576804E+01    0.654056641530140951E+03
    0.914675024760527422E+00    0.297445340627912969E+03   -0.282507993415010183E+01   -0.821990078007722680E+01   -0.726432030046933619E+01   -0.172099735675589471E+01   -0.497261376333172223E+01   -0.928185416153374376E+01   -0.684418884958987483E+01    0.654059453493747128E+03
    0.910444220573307761E+00    0.342167101841658109E+03   -0.786758294421559157E+01   -0.578760567990475394E+01   -0.332329980899780075E+01   -0.598582837187220296E+01   -0.574266589025234708E+01   -0.806934467139710776E+01   -0.442329593745439986E+01    0.654163577608592391E+03
    0.911990929322532118E+00    0.236466981664837334E+03   -0.146808716531539929E+01   -0.820291672728465038E+01   -0.882789868843503456E+01   -0.634489067009460683E+01   -0.666408361142351691E+01   -0.515602680679072733E+01   -0.866115500755650203E+01    0.654262987458219072E+03
    0.912316865556869749E+00    0.472494521198927259E+03   -0.556123168744019392E+01   -0.582527846401395344E+01   -0.537798660864600997E+01   -0.243731349472863101E+01   -0.524318248313642687E+01   -0.596667573427067044E+01   -0.872963578149422403E+01    0.654287309146090820E+03
    0.910696388169216831E+00    0.280613148515472972E+03   -0.729361977864808253E+01   -0.466404616746443068E+01   -0.366726313479524091E+01   -0.781781950107467161E+01   -0.265557378124510990E+01   -0.707876643504863168E+01   -0.689806077799254513E+01    0.654297701717532846E+03
    0.912013045346095952E+00    0.261169509357150446E+03   -0.125844328443677966E+01   -0.674865851263758110E+01   -0.977292932305778272E+01   -0.173008987899994437E+01   -0.873733514854956184E+01   -0.452345540732862883E+01   -0.964205278206463134E+01    0.654311284734747460E+03
    0.911789656792180159E+00    0.259999624401052529E+03   -0.211255797865595341E+01   -0.410352348861905547E+01   -0.969814862880540041E+01   -0.271204064166633252E+01   -0.642561482862602773E+01   -0.745790278685974251E+01   -0.344556079748756083E+01    0.654355061604393654E+03
    0.916521945011240180E+00    0.263746166085895368E+03   -0.953275533163800048E+01   -0.584322798880240413E+01   -0.193911900004516191E+01   -0.770743065921465842E+01   -0.674004200002333143E+01   -0.453776232996744877E+01   -0.829567988237364418E+01    0.654393231160950563E+03
