Nested Sampling Global Log-Evidence           :    0.187589198606372611E+04  +/-    0.116131159816975846E+00

Dim No.       Mean        Sigma
   1    0.918948929103543422E+00    0.755825292515943225E-03
   2    0.215233313487522878E+03    0.124081608286169143E+02
   3   -0.386678289912780748E+01    0.117873093480462021E+01
   4   -0.118756541154969009E+01    0.548071067213402818E+00
   5   -0.377770199885018920E+01    0.415681105836946396E+00
   6   -0.507616921942215349E+01    0.277612415360802656E+01
   7   -0.726008305082748961E+01    0.151323073977009948E+01
   8   -0.535083256688833497E+01    0.114797400660386018E+01
   9   -0.891730144778392031E+01    0.181574487690999842E+01
  10   -0.641372648287865443E+00    0.367736770164985960E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.919620453655887959E+00
   2    0.204238751207876646E+03
   3   -0.402020205944877862E+01
   4   -0.146804767094113942E+01
   5   -0.408414593629307632E+01
   6   -0.549842685148389609E+01
   7   -0.602847798539863255E+01
   8   -0.515824704226823005E+01
   9   -0.116706434359587732E+02
  10   -0.358231871581955463E+00

MAP Parameters
Dim No.        Parameter
   1    0.919620453655887959E+00
   2    0.204238751207876646E+03
   3   -0.402020205944877862E+01
   4   -0.146804767094113942E+01
   5   -0.408414593629307632E+01
   6   -0.549842685148389609E+01
   7   -0.602847798539863255E+01
   8   -0.515824704226823005E+01
   9   -0.116706434359587732E+02
  10   -0.358231871581955463E+00
