Nested Sampling Global Log-Evidence           :    0.787208941771666446E+03  +/-    0.982502003166861454E-01

Dim No.       Mean        Sigma
   1    0.917337759789069507E+00    0.210817777401995895E-02
   2    0.259513383628801250E+03    0.639235997099678599E+02
   3   -0.450497160628229665E+01    0.161036406216600536E+01
   4   -0.472853059980864998E+01    0.296636752113019098E+01
   5   -0.384964751257075122E+01    0.135002493405015955E+01
   6   -0.511216849704790643E+01    0.276364642645781533E+01
   7   -0.845478000335264746E+01    0.949206007568003773E+00
   8   -0.699904392147051002E+01    0.157217106356247438E+01
   9   -0.826767854013417391E+01    0.209011168661957303E+01
  10   -0.120269826460414619E+01    0.579807230000090157E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.919042738294861827E+00
   2    0.203344261724447904E+03
   3   -0.281298868011694481E+01
   4   -0.101823428242216352E+00
   5   -0.173297187638096517E+01
   6   -0.965928041800681569E+01
   7   -0.863875688130819341E+01
   8   -0.678912330052353408E+01
   9   -0.617247681680411819E+01
  10    0.815556433147302418E+00

MAP Parameters
Dim No.        Parameter
   1    0.919042738294861827E+00
   2    0.203344261724447904E+03
   3   -0.281298868011694481E+01
   4   -0.101823428242216352E+00
   5   -0.173297187638096517E+01
   6   -0.965928041800681569E+01
   7   -0.863875688130819341E+01
   8   -0.678912330052353408E+01
   9   -0.617247681680411819E+01
  10    0.815556433147302418E+00
