Nested Sampling Global Log-Evidence           :    0.659576879624017124E+03  +/-    0.741640891431128296E-01

Dim No.       Mean        Sigma
   1    0.915923375811337315E+00    0.327482690973033034E-02
   2    0.300803324208109927E+03    0.652239373938753033E+02
   3   -0.579031764044627995E+01    0.224731561753661824E+01
   4   -0.482515752994470759E+01    0.258087276188468984E+01
   5   -0.253095751814664061E+01    0.159407284043438979E+01
   6   -0.510284589599999006E+01    0.268649315239247466E+01
   7   -0.813522805399605886E+01    0.120266501435313500E+01
   8   -0.488891369781046059E+01    0.244652827723910660E+01
   9   -0.824265225474285224E+01    0.205483715297230241E+01
  10   -0.796065614910491437E+00    0.784184045738422042E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.918035792880775636E+00
   2    0.215396572841704000E+03
   3   -0.860454957648794583E+01
   4   -0.306010186277993590E+01
   5   -0.101596321637381060E+01
   6   -0.959160237438764263E+01
   7   -0.915973920080335091E+01
   8   -0.251179326535807412E+01
   9   -0.941649988970896423E+01
  10    0.687705637306175621E+00

MAP Parameters
Dim No.        Parameter
   1    0.918035792880775636E+00
   2    0.215396572841704000E+03
   3   -0.860454957648794583E+01
   4   -0.306010186277993590E+01
   5   -0.101596321637381060E+01
   6   -0.959160237438764263E+01
   7   -0.915973920080335091E+01
   8   -0.251179326535807412E+01
   9   -0.941649988970896423E+01
  10    0.687705637306175621E+00
