Nested Sampling Global Log-Evidence           :    0.633311292053251691E+03  +/-    0.685870754427597706E-01

Dim No.       Mean        Sigma
   1    0.912470595500467496E+00    0.432242997376155319E-02
   2    0.306565113523415846E+03    0.696025256611195431E+02
   3   -0.498791388834271032E+01    0.238185441622387017E+01
   4   -0.516971141855449989E+01    0.238318448298992847E+01
   5   -0.659352584412046028E+01    0.198355767466287092E+01
   6   -0.564756613589124257E+01    0.245986279767534599E+01
   7   -0.748042255111522092E+01    0.156344826611950216E+01
   8   -0.283127739691204505E+01    0.160793409922285480E+01
   9   -0.549679586656868313E+01    0.222999251111107100E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.912447859077694989E+00
   2    0.282554496357514722E+03
   3   -0.369954934928047408E+01
   4   -0.203429174427825910E+01
   5   -0.841408312877995535E+01
   6   -0.384240864015619632E+01
   7   -0.933594619679774596E+01
   8   -0.108946658955197684E+01
   9   -0.373797893351696420E+01

MAP Parameters
Dim No.        Parameter
   1    0.912447859077694989E+00
   2    0.282554496357514722E+03
   3   -0.369954934928047408E+01
   4   -0.203429174427825910E+01
   5   -0.841408312877995535E+01
   6   -0.384240864015619632E+01
   7   -0.933594619679774596E+01
   8   -0.108946658955197684E+01
   9   -0.373797893351696420E+01
