Nested Sampling Global Log-Evidence           :    0.189507911016524963E+04  +/-    0.109993886246021036E+00

Dim No.       Mean        Sigma
   1    0.918274182350602763E+00    0.128158341526293925E-02
   2    0.223403873313106885E+03    0.189088725201824417E+02
   3   -0.495449530104594604E+01    0.196736813765146623E+01
   4   -0.140133024476732504E+01    0.842113579759031006E+00
   5   -0.348774785543420585E+01    0.608130749291197037E+00
   6   -0.511275195546742189E+01    0.277336591409129829E+01
   7   -0.758011262430922628E+01    0.142084666633510093E+01
   8   -0.402027077729575044E+01    0.129314229145727277E+01
   9   -0.828626803577294702E+01    0.213924544797367844E+01
  10   -0.109416347218883891E+01    0.445033450376951523E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.919362687381527488E+00
   2    0.202641627226311101E+03
   3   -0.447303100822131405E+01
   4   -0.178811593939787450E+01
   5   -0.376029415629000319E+01
   6   -0.746437156275360980E+01
   7   -0.752383447120538928E+01
   8   -0.426731631259126054E+01
   9   -0.109481753392639973E+02
  10   -0.754755874177817976E+00

MAP Parameters
Dim No.        Parameter
   1    0.919362687381527488E+00
   2    0.202641627226311101E+03
   3   -0.447303100822131405E+01
   4   -0.178811593939787450E+01
   5   -0.376029415629000319E+01
   6   -0.746437156275360980E+01
   7   -0.752383447120538928E+01
   8   -0.426731631259126054E+01
   9   -0.109481753392639973E+02
  10   -0.754755874177817976E+00
