    0.101181360054016123E+01    0.440337157249450684E+03   -0.186306953430175781E+01   -0.679106235504150391E+01   -0.749808549880981445E-01   -0.344894647598266602E+01   -0.371168375015258789E+01   -0.491815924644470215E+01   -0.107733526229858398E+02    0.164276957511901855E+00   -0.170348483990047127E+06   -0.690775511231546968E+01    1
    0.101034928560256954E+01    0.499469172954559326E+03   -0.775339007377624512E+00   -0.255906105041503906E+01   -0.117655515670776367E+01   -0.332667648792266846E+01   -0.151103675365447998E+01   -0.328630030155181885E+01   -0.589669752120971680E+01   -0.113596069812774658E+01   -0.134432297383118042E+06   -0.690875511231548245E+01    1
    0.100714725303649910E+01    0.423333042860031128E+03   -0.560134649276733398E-01   -0.883126676082611084E+01   -0.801741063594818115E+01   -0.424800634384155273E+01   -0.318865895271301270E+01   -0.327492535114288330E+01   -0.660583448410034180E+01   -0.958296895027160645E+00   -0.118148499694938073E+06   -0.690975511231547301E+01    1
    0.101004192829132089E+01    0.469630527496337891E+03   -0.822392046451568604E+01   -0.726005733013153076E+01   -0.906735062599182129E+00   -0.776508510112762451E+01   -0.574500322341918945E+01   -0.613645553588867188E+01   -0.886825799942016602E+01   -0.122249233722686768E+01   -0.111470629526079283E+06   -0.691075511231547601E+01    1
    0.101010094308853149E+01    0.376342725753784180E+03   -0.195743799209594727E+01   -0.255161106586456299E+01   -0.681817531585693359E+00   -0.879026114940643311E+01   -0.418969273567199707E+01   -0.828964650630950928E+01   -0.816136789321899414E+01    0.373800933361053467E+00   -0.991497995545072044E+05   -0.691175511231546658E+01    1
    0.101194674301147458E+01    0.347724789381027222E+03   -0.113952219486236572E+01   -0.481743395328521729E+01   -0.133119404315948486E+01   -0.331097483634948730E+01   -0.273916125297546387E+01   -0.637758135795593262E+01   -0.415495395660400391E+01   -0.135124731063842773E+01   -0.959875352757563232E+05   -0.691275511231547579E+01    1
    0.100732234525680542E+01    0.466068482398986816E+03   -0.459085047245025635E+01   -0.675349950790405273E+01   -0.229786217212677002E+01   -0.322374284267425537E+01   -0.393584966659545898E+00   -0.617324113845825195E+01   -0.944272184371948242E+01    0.937872350215911865E+00   -0.951825642355789314E+05   -0.691375511231547435E+01    1
    0.100393037080764769E+01    0.442879247665405273E+03   -0.564518570899963379E+00   -0.832603693008422852E+01   -0.320021629333496094E+01   -0.344919681549072266E+01   -0.296082496643066406E+01   -0.289075016975402832E+01   -0.686717367172241211E+01   -0.146987122297286987E+01   -0.950419455118741607E+05   -0.691475511231548357E+01    1
    0.995519539356231720E+00    0.449297076463699341E+03   -0.905975878238677979E+01   -0.520909428596496582E+01   -0.423426628112792969E+00   -0.314738273620605469E+01   -0.557438850402832031E+01   -0.253434896469116211E+01   -0.657341909408569336E+01   -0.229675531387329102E+00   -0.940971428664461273E+05   -0.691575511231552209E+01    1
    0.101126135540008555E+01    0.476886940002441406E+03   -0.768197894096374512E+01   -0.242436468601226807E+01   -0.439525902271270752E+01   -0.200359225273132324E+01   -0.325649499893188477E+01   -0.417400538921356201E+01   -0.401395893096923828E+01   -0.100994247198104858E+01   -0.936647359661429655E+05   -0.691675511231554463E+01    1
    0.100602168369293210E+01    0.481543219089508057E+03   -0.892351031303405762E+01   -0.285492777824401855E+01   -0.902281522750854492E+01   -0.483809709548950195E+01   -0.259986460208892822E+01   -0.711387991905212402E+00   -0.824209928512573242E+01   -0.173601359128952026E+01   -0.933442015211514517E+05   -0.691775511231549967E+01    1
    0.100889705657958983E+01    0.321954751014709473E+03   -0.889843165874481201E+01   -0.731716513633728027E+01   -0.419899225234985352E+00   -0.760924816131591797E+00   -0.762252807617187500E+00   -0.362600743770599365E+01   -0.551748466491699219E+01   -0.162003254890441895E+01   -0.923935615218600869E+05   -0.691875511231549378E+01    1
    0.100922487878799449E+01    0.461061602830886841E+03   -0.522528827190399170E+01   -0.598396062850952148E+00   -0.765839874744415283E+01   -0.346560716629028320E+01   -0.213968932628631592E+01   -0.224791049957275391E+01   -0.469747543334960938E+01    0.566586315631866455E+00   -0.909226979903338797E+05   -0.691975511231551454E+01    1
    0.101193713569641108E+01    0.424059170484542847E+03   -0.890975534915924072E+01   -0.358132243156433105E+01   -0.591793596744537354E+01   -0.131373763084411621E+01   -0.564070820808410645E+01   -0.979018211364746094E+00   -0.845159006118774414E+01   -0.143031543493270874E+01   -0.908440742063166836E+05   -0.692075511231548113E+01    1
    0.100492717361450201E+01    0.499031740427017212E+03   -0.938625335693359375E+00   -0.367365181446075439E+01   -0.765366077423095703E+01   -0.786706566810607910E+01   -0.790259420871734619E+01   -0.732637763023376465E+01   -0.861867046356201172E+01   -0.246215462684631348E-01   -0.890835867533114942E+05   -0.692175511231547080E+01    1
    0.100914194440841687E+01    0.390750014781951904E+03   -0.987365126609802246E+01   -0.135158300399780273E+01   -0.251521348953247070E+01   -0.982297122478485107E+01   -0.290785610675811768E+01   -0.103976964950561523E+01   -0.535250520706176758E+01    0.294263243675231934E+00   -0.877669151219578489E+05   -0.692275511231549334E+01    1
    0.100892307090759270E+01    0.298559218645095825E+03   -0.407146215438842773E+00   -0.374019622802734375E+01   -0.989858984947204590E+01   -0.880845844745635986E+01   -0.175841093063354492E+01   -0.351213037967681885E+01   -0.687554264068603516E+01   -0.760970175266265869E+00   -0.874457006816366484E+05   -0.692375511231548746E+01    1
    0.100454404354095450E+01    0.444825226068496704E+03   -0.593120872974395752E+01   -0.494915127754211426E+01   -0.256522476673126221E+01   -0.649819612503051758E+01   -0.194739520549774170E+01   -0.748791813850402832E+01   -0.789966058731079102E+01   -0.829659044742584229E+00   -0.869311127230768761E+05   -0.692475511231548957E+01    1
    0.101172126722335820E+01    0.327149456739425659E+03   -0.664479136466979980E+00   -0.574482858180999756E+01   -0.672576010227203369E+01   -0.888256371021270752E+01   -0.597997069358825684E+01   -0.393690109252929688E+01   -0.586585807800292969E+01   -0.340398550033569336E-01   -0.865976011207097763E+05   -0.692575511231552365E+01    1
    0.100228118085861206E+01    0.330429261922836304E+03   -0.151707530021667480E+00   -0.353937268257141113E+01   -0.450360357761383057E+01   -0.592538595199584961E+01   -0.238240063190460205E+01   -0.240149080753326416E+01   -0.903531789779663086E+01   -0.146933835744857788E+01   -0.865089436688589631E+05   -0.692675511231553909E+01    1
    0.100822873401641844E+01    0.300604116916656494E+03   -0.840209305286407471E+01   -0.732299149036407471E+01   -0.355023741722106934E+00   -0.307465612888336182E+01   -0.993665456771850586E+01   -0.876721918582916260E+01   -0.612109899520874023E+01   -0.102165210247039795E+01   -0.835337985837727319E+05   -0.692775511231552343E+01    1
    0.100984536218643184E+01    0.295081377029418945E+03   -0.518667101860046387E+00   -0.328877687454223633E+01   -0.942346036434173584E+01   -0.295934855937957764E+01   -0.376698255538940430E+01   -0.890666544437408447E+01   -0.478910684585571289E+01   -0.191167235374450684E+00   -0.824737953705008549E+05   -0.692875511231550334E+01    1
