alt           press         den           temp          eddy          H2Oaer        CO2aer        S8aer         H2SO4aer      NH3aer        N2Oaer        C2H2aer       C2H4aer       C2H6aer       CH3CNaer      HCCCNaer      HCNaer        CH4aer        HCaer1        HCaer2        HCaer3        He            H             H2            H2O           OH            O             O2            CO            CO2           HCO           H2CO          C             CH            CH2           CH3           CH4           S             S2            S3            S4            S8            H2S           HS            SO            SO2           CS            CS2           OCS           CN            HCN           N             N2            NH            NH2           NH3           C2            C2H           C2H2          C2H4          NO            HNO           HO2           HNCO          N2O           H2O2          O3            NO2           NO3           SO3           HNO2          HNO3          H2SO4         HCl           Cl            Cl2           HOCl          N2H4          ClO           C2H6          CH3OH         CH2CO         CH3CHO        C3H4          C3H6          C4H2          C4H4          OClO          HCS           C2H3          C2H5          NCO           1CH2          HCCO          NNH           HSO           CH3O          H2COH         H2CN          N2H2          C4H           HCNOH         C2H2OH        CH3CO         CH2CHO        C2H3OH        C2H4OH        CH3O2         HSO3          N2H3          NH2CO         HS4           C4H3          CH2N2         CH2CN         CH3CN         HCCCN         O1D           N2D           H2Oaer_r      CO2aer_r      S8aer_r       H2SO4aer_r    NH3aer_r      N2Oaer_r      C2H2aer_r     C2H4aer_r     C2H6aer_r     CH3CNaer_r    HCCCNaer_r    HCNaer_r      CH4aer_r      HCaer1_r      HCaer2_r      HCaer3_r      
2.55000E+001  2.48356E-002  8.10338E+017  2.21986E+002  8.74643E+003  1.00000E-040  1.00000E-040  1.00000E-040  5.50349E-010  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.93109E-026  1.00000E-040  1.00779E-040  6.20185E-019  5.00662E-007  4.76425E-005  4.94074E-012  7.22193E-012  2.12000E-001  9.35937E-009  3.64514E-004  3.26373E-021  4.53011E-011  1.00000E-040  1.00000E-040  6.99836E-029  1.30655E-017  1.15984E-006  9.34689E-024  4.71485E-027  1.00000E-040  1.00000E-040  1.07718E-040  7.70596E-019  3.45071E-020  3.24198E-017  1.42915E-012  1.00000E-040  1.00000E-040  1.46234E-010  3.73644E-040  1.16553E-015  1.04402E-024  7.87582E-001  3.12435E-027  2.63777E-028  6.64415E-024  1.00000E-040  1.00000E-040  2.25417E-030  5.07872E-023  7.05644E-010  6.04312E-016  4.89561E-011  1.88071E-020  1.87653E-007  8.55868E-010  4.21425E-006  1.80339E-009  1.29605E-013  6.83946E-018  1.41352E-010  1.64706E-008  2.96453E-012  1.26613E-011  1.26681E-015  7.04233E-023  4.53863E-017  1.00000E-040  3.94206E-010  5.32208E-020  1.73505E-015  4.77717E-023  8.37837E-023  6.41928E-040  1.90470E-040  1.00000E-040  1.00000E-040  8.29580E-015  3.36013E-040  1.41412E-036  1.15608E-023  3.13281E-026  6.06030E-031  1.00000E-040  1.16227E-033  4.31800E-016  5.15224E-017  2.81700E-013  1.30609E-030  1.00000E-040  1.00000E-040  4.16468E-020  1.42167E-040  1.20536E-023  2.10857E-032  1.10808E-021  1.70540E-024  8.01285E-013  6.41899E-023  1.00000E-040  4.14830E-022  1.00000E-040  1.00000E-040  1.84201E-022  1.00000E-040  1.64096E-029  5.12090E-039  5.29258E-018  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
2.65000E+001  2.13270E-002  6.92763E+017  2.22978E+002  9.76505E+003  1.00000E-040  1.00000E-040  1.00000E-040  4.85726E-010  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.95008E-026  1.00000E-040  1.00803E-040  9.86244E-019  4.83153E-007  4.78209E-005  6.68416E-012  1.16859E-011  2.11996E-001  9.16490E-009  3.64576E-004  4.47943E-021  4.81083E-011  1.00000E-040  1.00000E-040  1.70876E-028  2.02941E-017  1.07546E-006  1.61775E-023  5.70830E-027  2.34005E-032  2.77112E-031  1.07634E-040  6.72230E-019  3.45467E-020  5.04356E-017  1.81017E-012  1.26442E-040  1.00000E-040  1.15421E-010  6.45659E-040  1.30994E-015  2.85890E-024  7.87585E-001  4.17065E-027  2.01326E-028  3.61693E-024  1.00000E-040  1.00000E-040  3.12333E-029  7.18347E-023  9.12047E-010  6.25164E-016  5.87261E-011  2.13490E-020  1.74251E-007  9.43308E-010  4.80706E-006  2.31502E-009  1.65538E-013  1.37646E-017  1.55175E-010  1.74103E-008  4.11411E-012  1.05063E-011  1.50336E-015  8.05767E-023  5.15356E-017  1.00000E-040  3.96324E-010  8.60307E-020  2.68815E-015  7.33200E-023  1.41185E-022  6.73682E-040  2.89227E-040  1.00000E-040  1.00000E-040  9.74763E-015  1.04808E-039  2.73329E-036  1.61744E-023  5.35327E-026  1.31261E-030  1.00000E-040  1.73728E-033  4.36312E-016  6.59774E-017  2.61157E-013  3.41903E-030  1.00000E-040  7.33587E-031  4.75320E-020  1.10346E-039  1.66452E-023  1.14558E-031  1.10801E-021  2.00529E-024  8.03918E-013  9.73765E-023  1.00000E-040  4.62193E-022  1.00000E-040  1.00000E-040  2.91202E-022  1.00000E-040  1.95007E-029  3.68339E-039  8.24403E-018  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
2.75000E+001  1.83274E-002  5.92690E+017  2.23970E+002  1.09262E+004  1.00000E-040  1.00000E-040  1.00000E-040  4.11132E-010  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.96804E-026  1.00000E-040  1.00827E-040  1.59242E-018  4.64121E-007  4.79963E-005  9.17230E-012  1.86490E-011  2.11992E-001  8.93649E-009  3.64635E-004  6.22017E-021  5.10375E-011  1.00000E-040  1.00000E-040  4.31835E-028  3.17238E-017  9.93281E-007  2.66056E-023  4.87170E-028  1.00000E-040  1.00000E-040  1.07547E-040  5.72969E-019  3.50879E-020  7.79069E-017  2.16831E-012  4.54588E-040  1.00000E-040  8.76755E-011  1.12362E-039  1.46333E-015  7.40361E-024  7.87588E-001  5.60123E-027  1.49669E-028  1.95779E-024  1.00000E-040  1.00000E-040  1.46126E-028  1.03884E-022  1.19948E-009  6.69996E-016  6.90861E-011  2.43676E-020  1.60805E-007  9.87568E-010  5.38760E-006  2.96856E-009  2.08917E-013  2.63812E-017  1.73318E-010  1.80597E-008  5.73011E-012  8.80094E-012  1.83482E-015  9.49492E-023  5.86018E-017  1.00000E-040  3.97989E-010  1.38562E-019  4.18614E-015  1.15224E-022  2.37904E-022  7.16616E-040  4.57820E-040  1.00000E-040  1.00000E-040  1.13013E-014  3.16856E-039  5.47888E-036  2.30789E-023  8.94188E-026  2.90139E-030  1.00000E-040  2.63497E-033  4.36577E-016  8.51157E-017  2.41100E-013  8.73361E-030  1.00000E-040  5.05143E-030  5.47987E-020  8.37684E-039  2.38148E-023  4.77427E-031  1.10794E-021  2.45576E-024  7.97701E-013  1.40931E-022  1.00000E-040  5.11732E-022  1.00000E-040  1.00000E-040  4.70489E-022  1.00000E-040  2.32898E-029  2.51954E-039  1.27876E-017  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
2.85000E+001  1.57610E-002  5.07450E+017  2.24961E+002  1.22719E+004  1.00000E-040  1.00000E-040  1.00000E-040  3.28331E-010  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.98511E-026  1.00000E-040  1.00852E-040  2.61146E-018  4.43808E-007  4.81675E-005  1.27431E-011  2.92978E-011  2.11988E-001  8.66809E-009  3.64690E-004  8.70646E-021  5.39015E-011  1.00000E-040  3.20530E-040  1.11631E-027  4.97784E-017  9.13829E-007  4.13870E-023  3.16935E-027  2.96929E-033  5.53972E-032  1.07457E-040  4.79857E-019  3.63253E-020  1.17656E-016  2.43840E-012  1.59340E-039  1.00000E-040  6.38061E-011  1.96637E-039  1.62560E-015  1.81490E-023  7.87592E-001  7.55984E-027  1.11968E-028  1.09402E-024  1.00000E-040  1.00000E-040  4.35145E-028  1.53622E-022  1.59906E-009  7.41240E-016  7.95946E-011  2.79320E-020  1.47527E-007  9.79377E-010  5.91447E-006  3.77521E-009  2.58363E-013  4.77318E-017  1.96226E-010  1.83541E-008  8.00263E-012  7.47438E-012  2.30888E-015  1.15072E-022  6.64972E-017  1.00000E-040  3.99274E-010  2.21920E-019  6.52425E-015  1.83678E-022  3.99333E-022  7.74468E-040  7.54874E-040  1.00000E-040  1.00000E-040  1.29071E-014  9.14751E-039  1.13698E-035  3.35567E-023  1.46641E-025  6.51563E-030  2.34899E-033  4.05767E-033  4.32635E-016  1.10339E-016  2.21906E-013  2.15962E-029  1.00000E-040  7.93195E-030  6.37324E-020  3.09468E-038  3.50713E-023  1.25042E-030  1.10786E-021  3.13586E-024  7.84307E-013  1.92905E-022  1.00000E-040  5.63357E-022  1.00000E-040  1.00000E-040  7.73322E-022  1.00000E-040  2.79399E-029  1.66270E-039  1.96922E-017  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
2.95000E+001  1.35637E-002  4.34788E+017  2.25952E+002  1.33027E+004  1.00000E-040  1.00000E-040  1.00000E-040  2.40634E-010  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.00142E-026  1.00000E-040  1.00878E-040  4.35071E-018  4.22093E-007  4.83361E-005  1.78661E-011  4.53433E-011  2.11984E-001  8.35291E-009  3.64742E-004  1.22059E-020  5.63920E-011  1.00000E-040  1.46288E-039  2.90731E-027  7.80220E-017  8.36200E-007  6.01785E-023  3.86216E-027  1.60807E-031  1.83253E-030  1.07362E-040  3.96014E-019  3.82301E-020  1.70096E-016  2.55723E-012  5.28093E-039  1.00000E-040  4.40003E-011  3.45751E-039  1.79987E-015  4.20994E-023  7.87596E-001  1.02465E-026  8.58322E-029  6.43558E-025  1.00000E-040  1.00000E-040  1.07353E-027  2.33005E-022  2.14810E-009  8.37470E-016  8.99129E-011  3.21307E-020  1.34396E-007  9.22808E-010  6.35496E-006  4.72848E-009  3.11106E-013  8.07675E-017  2.23916E-010  1.82685E-008  1.12405E-011  6.44393E-012  2.99404E-015  1.42956E-022  7.51204E-017  1.00000E-040  4.00261E-010  3.55291E-019  1.01557E-014  2.96452E-022  6.69985E-022  8.53645E-040  1.29336E-039  1.00000E-040  1.00000E-040  1.45342E-014  2.46425E-038  2.44214E-035  4.98352E-023  2.37368E-025  1.47459E-029  7.86354E-033  6.34692E-033  4.21275E-016  1.43026E-016  2.03343E-013  5.12624E-029  1.00000E-040  1.00000E-040  7.46870E-020  1.03536E-037  5.30278E-023  2.81358E-030  1.10778E-021  4.17508E-024  7.65004E-013  2.47378E-022  1.00000E-040  6.17971E-022  6.44648E-037  1.00000E-040  1.28268E-021  1.00000E-040  3.37708E-029  1.11426E-039  3.00669E-017  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.05000E+001  1.16809E-002  3.72801E+017  2.26943E+002  1.46946E+004  1.00000E-040  1.00000E-040  1.00000E-040  1.52797E-010  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.01710E-026  1.00000E-040  1.00907E-040  7.37728E-018  3.99010E-007  4.85025E-005  2.51800E-011  6.91824E-011  2.11979E-001  7.99314E-009  3.64790E-004  1.70263E-020  5.81979E-011  1.00000E-040  6.37031E-039  7.51286E-027  1.21562E-016  7.60191E-007  8.07593E-023  1.47513E-027  2.80436E-032  3.18111E-031  1.07261E-040  3.23243E-019  4.07971E-020  2.31025E-016  2.48475E-012  1.60141E-038  1.00000E-040  2.84206E-011  6.09149E-039  1.98844E-015  9.24500E-023  7.87599E-001  1.39108E-026  6.77804E-029  4.00197E-025  1.00000E-040  1.00000E-040  2.44244E-027  3.61953E-022  2.88898E-009  9.55173E-016  9.96842E-011  3.69958E-020  1.21510E-007  8.29261E-010  6.67779E-006  5.78888E-009  3.62386E-013  1.26558E-016  2.55905E-010  1.77929E-008  1.58128E-011  5.65114E-012  3.99603E-015  1.81205E-022  8.42326E-017  1.00000E-040  4.01006E-010  5.69715E-019  1.57459E-014  4.82851E-022  1.12415E-021  9.62991E-040  2.28661E-039  1.00000E-040  1.00000E-040  1.61500E-014  6.05095E-038  5.40047E-035  7.54521E-023  3.80646E-025  3.33386E-029  2.43513E-032  1.01032E-032  3.98689E-016  1.84480E-016  1.85088E-013  1.16183E-028  1.00000E-040  1.00000E-040  8.79430E-020  3.10084E-037  8.18945E-023  5.64673E-030  1.10769E-021  5.76407E-024  7.41274E-013  2.94280E-022  1.00000E-040  6.76189E-022  2.25433E-037  1.00000E-040  2.12836E-021  1.00000E-040  4.11938E-029  9.47232E-040  4.54199E-017  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.15000E+001  1.00666E-002  3.19882E+017  2.27933E+002  1.63646E+004  1.00000E-040  1.00000E-040  1.00000E-040  6.79139E-011  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.03222E-026  1.00000E-040  1.00936E-040  1.27920E-017  3.75134E-007  4.86633E-005  3.55262E-011  1.04103E-010  2.11975E-001  7.61417E-009  3.64834E-004  2.35204E-020  5.91546E-011  1.00000E-040  2.61873E-038  1.90121E-026  1.87720E-016  6.87270E-007  9.95735E-023  1.31854E-027  1.04778E-031  1.19335E-030  1.07155E-040  2.63346E-019  4.42966E-020  2.92301E-016  2.23662E-012  4.33610E-038  1.00000E-040  1.71538E-011  1.06963E-038  2.18958E-015  1.92461E-022  7.87603E-001  1.87910E-026  5.54353E-029  2.63887E-025  1.00000E-040  1.00000E-040  4.96544E-027  5.71435E-022  3.86515E-009  1.08945E-015  1.08522E-010  4.23582E-020  1.09243E-007  7.13959E-010  6.85614E-006  6.87504E-009  4.05861E-013  1.82960E-016  2.91015E-010  1.69300E-008  2.21722E-011  5.06510E-012  5.47886E-015  2.32957E-022  9.34094E-017  1.00000E-040  4.01542E-010  9.11522E-019  2.42445E-014  7.87733E-022  1.87741E-021  1.11230E-039  4.12558E-039  1.00000E-040  1.00000E-040  1.77172E-014  1.33589E-037  1.21501E-034  1.15552E-022  6.04089E-025  7.47656E-029  2.61036E-030  1.64431E-032  3.64356E-016  2.36094E-016  1.67099E-013  3.39813E-028  1.00000E-040  1.00000E-040  1.03338E-019  8.39787E-037  1.27901E-022  1.04922E-029  1.10760E-021  8.15354E-024  7.15683E-013  3.23522E-022  1.00000E-040  7.37371E-022  5.39418E-038  1.00000E-040  3.50817E-021  1.00000E-040  5.05853E-029  1.28243E-039  6.76638E-017  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.25000E+001  8.68219E-003  2.74297E+017  2.29258E+002  1.77833E+004  1.00000E-040  1.00000E-040  1.00000E-040  4.47238E-029  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.05057E-026  1.00000E-040  1.00967E-040  2.29681E-017  3.50558E-007  4.88187E-005  4.99248E-011  1.55273E-010  2.11971E-001  7.26339E-009  3.64874E-004  3.22374E-020  5.95507E-011  1.00000E-040  1.01248E-037  4.70323E-026  2.90152E-016  6.17201E-007  1.12109E-022  3.32391E-028  1.04109E-032  1.18596E-031  1.07043E-040  2.12121E-019  4.80391E-020  3.39666E-016  1.86903E-012  1.02951E-037  1.00000E-040  9.58021E-012  1.94261E-038  2.40592E-015  3.76452E-022  7.87607E-001  2.51513E-026  5.12665E-029  2.01552E-025  1.00000E-040  9.74719E-039  9.75568E-027  9.21672E-022  5.12600E-009  1.22675E-015  1.16412E-010  4.82086E-020  9.76611E-008  5.92131E-010  6.86462E-006  7.92790E-009  4.39368E-013  2.52453E-016  3.26449E-010  1.56883E-008  3.01023E-011  4.67784E-012  7.70100E-015  2.99199E-022  1.01223E-016  1.00000E-040  4.01876E-010  1.46701E-018  3.74855E-014  1.29841E-021  3.16506E-021  1.31859E-039  7.94729E-039  1.00000E-040  1.00000E-040  1.91698E-014  2.64511E-037  2.79099E-034  1.79795E-022  9.50494E-025  1.68737E-028  1.01080E-029  2.85116E-032  3.09947E-016  2.98805E-016  1.48412E-013  5.50656E-028  1.00000E-040  1.00000E-040  1.15478E-019  2.15942E-036  2.02446E-022  1.88486E-029  1.10750E-021  1.17278E-023  6.93705E-013  3.25415E-022  1.00000E-040  8.02197E-022  1.00000E-040  1.00000E-040  5.81034E-021  1.00000E-040  6.26504E-029  2.47326E-039  9.90453E-017  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.35000E+001  7.49790E-003  2.34165E+017  2.31918E+002  1.94692E+004  1.00000E-040  1.00000E-040  1.00000E-040  6.37658E-029  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.08322E-026  1.00000E-040  1.01001E-040  4.37561E-017  3.25307E-007  4.89692E-005  6.93073E-011  2.32458E-010  2.11967E-001  6.99804E-009  3.64909E-004  4.45347E-020  6.06509E-011  1.00000E-040  3.75443E-037  1.16005E-025  4.65100E-016  5.49609E-007  1.14959E-022  1.06445E-028  1.65565E-034  1.87009E-033  1.06924E-040  1.63572E-019  4.93947E-020  3.53504E-016  1.45602E-012  2.13039E-037  1.00000E-040  4.88900E-012  4.07852E-038  2.64119E-015  6.70345E-022  7.87612E-001  3.35251E-026  3.64677E-029  1.19575E-025  1.00000E-040  1.00000E-040  1.92670E-026  1.52594E-021  6.70186E-009  1.33211E-015  1.24583E-010  5.54253E-020  8.67771E-008  4.79292E-010  6.67284E-006  8.95690E-009  4.68184E-013  3.67551E-016  3.54311E-010  1.40352E-008  3.51933E-011  4.51922E-012  1.10783E-014  3.71520E-022  1.04066E-016  1.00000E-040  4.01977E-010  2.39036E-018  5.93813E-014  2.19030E-021  5.51955E-021  1.60891E-039  1.85696E-038  1.00000E-040  1.00000E-040  2.03556E-014  4.81266E-037  6.58874E-034  2.85201E-022  1.50990E-024  4.04950E-028  3.59325E-031  5.86191E-032  2.27428E-016  3.73105E-016  1.27573E-013  9.75421E-028  1.00000E-040  1.00000E-040  1.08918E-019  5.28330E-036  3.24591E-022  3.33402E-029  1.10740E-021  1.67103E-023  6.91364E-013  2.91748E-022  1.00000E-040  8.71658E-022  1.29640E-038  1.00000E-040  1.01003E-020  1.00000E-040  7.84141E-029  8.85717E-040  1.41789E-016  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.45000E+001  6.48654E-003  2.00188E+017  2.34688E+002  2.14942E+004  1.00000E-040  1.00000E-040  1.00000E-040  1.44947E-028  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.11659E-026  1.00000E-040  1.01036E-040  8.57252E-017  2.99875E-007  4.91124E-005  9.49695E-011  3.44039E-010  2.11963E-001  6.73796E-009  3.64938E-004  5.99847E-020  6.07084E-011  1.00000E-040  1.26508E-036  2.69124E-025  7.29323E-016  4.85438E-007  1.06119E-022  3.76159E-029  1.31389E-033  1.50241E-032  1.06798E-040  1.20252E-019  4.83620E-020  3.33128E-016  1.04537E-012  3.58586E-037  1.00000E-040  2.27461E-012  8.48973E-038  2.89535E-015  1.13243E-021  7.87616E-001  4.38550E-026  2.89898E-029  7.98605E-026  1.00000E-040  1.00000E-040  3.65154E-026  2.49995E-021  8.58953E-009  1.40157E-015  1.31394E-010  6.26720E-020  7.67520E-008  3.80278E-010  6.36853E-006  9.72771E-009  4.77767E-013  4.87243E-016  3.76942E-010  1.21928E-008  3.82035E-011  4.44644E-012  1.60604E-014  4.55155E-022  1.04770E-016  1.00000E-040  4.01988E-010  3.85182E-018  9.23672E-014  3.64823E-021  9.50073E-021  2.02232E-039  4.26745E-038  1.00000E-040  1.00000E-040  2.14043E-014  7.51629E-037  1.52080E-033  4.47106E-022  2.34753E-024  9.39621E-028  8.29718E-031  1.24604E-031  1.53788E-016  4.55508E-016  1.07338E-013  1.83881E-027  1.00000E-040  1.16092E-035  1.00330E-019  1.21414E-035  5.13099E-022  5.61007E-029  1.10727E-021  2.32908E-023  6.84516E-013  2.37024E-022  1.00000E-040  9.45590E-022  7.09993E-039  1.00000E-040  1.70098E-020  1.00000E-040  9.89350E-029  3.15006E-040  1.98024E-016  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.55000E+001  5.62143E-003  1.71466E+017  2.37458E+002  2.36775E+004  1.00000E-040  1.00000E-040  1.00000E-040  3.46364E-028  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.14952E-026  1.00000E-040  1.01073E-040  1.72256E-016  2.74715E-007  4.92465E-005  1.28357E-010  5.05897E-010  2.11958E-001  6.45032E-009  3.64962E-004  7.86262E-020  5.96941E-011  1.00000E-040  3.85902E-036  5.85120E-025  1.11337E-015  4.25351E-007  8.84835E-023  7.24846E-030  1.00000E-040  1.00000E-040  1.06665E-040  8.46368E-020  4.48840E-020  2.84124E-016  6.92194E-013  4.89722E-037  1.00000E-040  9.63751E-013  1.72748E-037  3.16855E-015  1.81933E-021  7.87621E-001  5.64735E-026  2.40413E-029  5.50761E-026  1.00000E-040  1.00000E-040  6.58038E-026  3.97088E-021  1.07321E-008  1.41353E-015  1.37640E-010  6.98532E-020  6.76623E-008  3.01344E-010  6.01893E-006  1.01535E-008  4.69634E-013  5.81896E-016  3.91732E-010  1.03029E-008  3.98512E-011  4.39469E-012  2.32269E-014  5.49899E-022  1.04214E-016  1.00000E-040  4.01973E-010  6.08166E-018  1.40174E-013  5.92906E-021  1.59579E-020  2.61435E-039  9.25307E-038  1.00000E-040  1.00000E-040  2.24486E-014  1.00790E-036  3.35661E-033  6.81322E-022  3.57685E-024  2.08977E-027  1.74605E-030  2.70630E-031  9.63422E-017  5.43385E-016  8.85873E-014  3.12955E-027  1.00000E-040  5.79118E-035  9.18159E-020  2.60212E-035  7.86888E-022  8.84642E-029  1.10713E-021  3.09772E-023  6.72508E-013  1.75040E-022  1.00000E-040  1.02391E-021  1.00000E-040  1.00000E-040  2.75427E-020  1.48954E-040  1.25488E-028  2.02643E-040  2.71459E-016  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.65000E+001  4.88005E-003  1.47136E+017  2.40227E+002  2.67395E+004  1.00000E-040  1.00000E-040  1.00000E-040  8.35770E-028  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.18206E-026  1.00000E-040  1.01112E-040  3.55437E-016  2.50459E-007  4.93690E-005  1.71412E-010  7.42803E-010  2.11954E-001  6.13493E-009  3.64979E-004  1.00776E-019  5.78754E-011  1.00000E-040  1.07832E-035  1.20081E-024  1.66031E-015  3.70285E-007  6.77740E-023  1.00000E-040  1.00000E-040  1.00000E-040  1.06527E-040  5.76483E-020  3.97427E-020  2.21975E-016  4.28278E-013  5.57610E-037  1.00000E-040  3.74889E-013  3.43923E-037  3.45826E-015  2.78428E-021  7.87626E-001  7.17169E-026  2.09953E-029  3.86413E-026  1.00000E-040  6.95391E-039  1.12259E-025  6.04452E-021  1.30448E-008  1.36142E-015  1.44045E-010  7.68848E-020  5.95978E-008  2.41438E-010  5.66207E-006  1.02006E-008  4.47963E-013  6.36313E-016  3.96856E-010  8.48193E-009  4.06868E-011  4.33621E-012  3.33495E-014  6.56787E-022  1.03108E-016  1.00000E-040  4.01958E-010  9.36588E-018  2.07913E-013  9.35736E-021  2.60445E-020  3.45006E-039  1.86853E-037  1.00000E-040  1.00000E-040  2.35998E-014  1.18636E-036  7.01457E-033  1.00145E-021  5.34594E-024  4.47820E-027  3.79200E-030  6.01354E-031  5.64890E-017  6.35489E-016  7.19772E-014  4.98269E-027  1.00000E-040  6.31846E-038  8.35745E-020  5.18586E-035  1.16243E-021  1.29716E-028  1.10695E-021  3.87442E-023  6.56491E-013  1.19318E-022  1.00000E-040  1.10577E-021  1.00000E-040  1.00000E-040  4.30996E-020  3.19459E-040  1.59212E-028  3.94757E-040  3.67673E-016  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
