alt           press         den           temp          eddy          H2Oaer        CO2aer        S8aer         H2SO4aer      NH3aer        N2Oaer        C2H2aer       C2H4aer       C2H6aer       CH3CNaer      HCCCNaer      HCNaer        CH4aer        HCaer1        HCaer2        HCaer3        He            H             H2            H2O           OH            O             O2            CO            CO2           HCO           H2CO          C             CH            CH2           CH3           CH4           S             S2            S3            S4            S8            H2S           HS            SO            SO2           CS            CS2           OCS           CN            HCN           N             N2            NH            NH2           NH3           C2            C2H           C2H2          C2H4          NO            HNO           HO2           HNCO          N2O           H2O2          O3            NO2           NO3           SO3           HNO2          HNO3          H2SO4         HCl           Cl            Cl2           HOCl          N2H4          ClO           C2H6          CH3OH         CH2CO         CH3CHO        C3H4          C3H6          C4H2          C4H4          OClO          HCS           C2H3          C2H5          NCO           1CH2          HCCO          NNH           HSO           CH3O          H2COH         H2CN          N2H2          C4H           HCNOH         C2H2OH        CH3CO         CH2CHO        C2H3OH        C2H4OH        CH3O2         HSO3          N2H3          NH2CO         HS4           C4H3          CH2N2         CH2CN         CH3CN         HCCCN         O1D           N2D           H2Oaer_r      CO2aer_r      S8aer_r       H2SO4aer_r    NH3aer_r      N2Oaer_r      C2H2aer_r     C2H4aer_r     C2H6aer_r     CH3CNaer_r    HCCCNaer_r    HCNaer_r      CH4aer_r      HCaer1_r      HCaer2_r      HCaer3_r      
4.95000E+001  8.89786E-004  2.38139E+016  2.70627E+002  1.04470E+005  1.00000E-040  1.00000E-040  1.00000E-040  4.94474E-023  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.21429E-026  1.00000E-040  1.01745E-040  3.21866E-012  1.11592E-007  4.99237E-005  2.56623E-009  7.45710E-008  2.11877E-001  2.42803E-009  3.64675E-004  5.49722E-019  1.41689E-011  1.00000E-040  3.39020E-032  2.44401E-022  2.65403E-014  5.13533E-008  2.21573E-022  6.97773E-034  1.00000E-040  1.00000E-040  1.04300E-040  1.83001E-020  1.28122E-019  3.57867E-016  1.36877E-013  3.11967E-036  1.00000E-040  1.55114E-020  2.70655E-034  8.85396E-015  9.33594E-016  7.87706E-001  7.97869E-025  1.26684E-028  1.57881E-027  1.00000E-040  1.50107E-037  1.10317E-025  4.23482E-021  2.77191E-008  7.46954E-017  2.47053E-010  1.04221E-019  1.42037E-008  4.79909E-011  2.18570E-006  7.07590E-010  2.72289E-014  6.88827E-015  1.00519E-010  6.72091E-011  4.10606E-011  4.43425E-012  1.89514E-012  2.71214E-021  4.71200E-017  1.00000E-040  3.98975E-010  8.05474E-017  3.09414E-012  7.24911E-020  2.92085E-019  9.83309E-040  2.69338E-037  1.00000E-040  1.00000E-040  4.50769E-014  5.26098E-035  9.90679E-032  2.11081E-021  1.27846E-022  2.17112E-024  1.84336E-029  7.79603E-027  1.14498E-018  6.65017E-016  3.50732E-015  3.29668E-022  6.77671E-032  1.00000E-040  2.39366E-020  1.01546E-034  2.58221E-021  3.62293E-029  1.02733E-021  6.98763E-025  4.00551E-014  5.72263E-023  1.00000E-040  2.31750E-021  2.44913E-037  1.00000E-040  4.76587E-019  1.01798E-037  1.08795E-027  8.63112E-040  7.79618E-015  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
5.05000E+001  7.85886E-004  2.10332E+016  2.70627E+002  1.14473E+005  1.00000E-040  1.00000E-040  1.00000E-040  1.10817E-022  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.02750E-026  1.00000E-040  1.01804E-040  4.89697E-012  1.16733E-007  4.99063E-005  2.76643E-009  9.35993E-008  2.11869E-001  2.30101E-009  3.64622E-004  5.43755E-019  1.20008E-011  1.00000E-040  4.22498E-032  2.53541E-022  2.44845E-014  4.65546E-008  3.06637E-022  4.77062E-033  4.93543E-035  5.22632E-034  1.04095E-040  2.00035E-020  1.50591E-019  4.86181E-016  1.62310E-013  3.56867E-036  1.00000E-040  3.83315E-021  3.09502E-034  9.39171E-015  1.94051E-015  7.87714E-001  9.02323E-025  1.23958E-028  1.45158E-027  1.00000E-040  7.12160E-038  6.90403E-026  2.51691E-021  2.70864E-008  6.65904E-017  2.55299E-010  9.41639E-020  1.30759E-008  4.55147E-011  2.02275E-006  5.27047E-010  1.91787E-014  6.89635E-015  8.67631E-011  4.16177E-011  4.10085E-011  4.87376E-012  2.41193E-012  2.56665E-021  3.82896E-017  1.00000E-040  3.97927E-010  6.40066E-017  2.85416E-012  5.39385E-020  2.20624E-019  4.74458E-040  1.17632E-037  1.00000E-040  1.00000E-040  4.39362E-014  6.99654E-035  6.34752E-032  1.44744E-021  1.35126E-022  2.15918E-024  1.16133E-029  1.04724E-026  1.13887E-018  5.40885E-016  2.81290E-015  5.03855E-022  1.07071E-031  1.00000E-040  2.41900E-020  6.15355E-035  1.77327E-021  3.84922E-029  1.01223E-021  3.18487E-025  2.62766E-014  6.46852E-023  1.00000E-040  2.38008E-021  2.03438E-038  1.00000E-040  3.70017E-019  1.22494E-037  1.14819E-027  4.45153E-040  8.68767E-015  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
5.15000E+001  6.94119E-004  1.85890E+016  2.70455E+002  1.24475E+005  1.00000E-040  1.00000E-040  1.00000E-040  2.48184E-022  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.78937E-026  1.00000E-040  1.01866E-040  7.26831E-012  1.23840E-007  4.98841E-005  2.95239E-009  1.16037E-007  2.11862E-001  2.19952E-009  3.64565E-004  5.37455E-019  1.02456E-011  1.00000E-040  5.16096E-032  2.57010E-022  2.21513E-014  4.27627E-008  4.15465E-022  1.00000E-040  1.00000E-040  1.00000E-040  1.03884E-040  2.15875E-020  1.73578E-019  6.49985E-016  1.88722E-013  3.95951E-036  1.00000E-040  9.69016E-022  3.44491E-034  9.94541E-015  3.75613E-015  7.87721E-001  1.02284E-024  1.19893E-028  1.36289E-027  1.00000E-040  9.72117E-039  4.36572E-026  1.45387E-021  2.63420E-008  6.14516E-017  2.63437E-010  8.45610E-020  1.20820E-008  4.31935E-011  1.87120E-006  3.93128E-010  1.34549E-014  6.73278E-015  7.47499E-011  2.57375E-011  4.09547E-011  5.39752E-012  3.04838E-012  2.40286E-021  3.06755E-017  1.00000E-040  3.96672E-010  4.93429E-017  2.57414E-012  3.87146E-020  1.60687E-019  2.23834E-040  4.89467E-038  1.00000E-040  1.00000E-040  4.24020E-014  8.98303E-035  3.90676E-032  9.63173E-022  1.41277E-022  2.07733E-024  7.35608E-030  1.35822E-026  1.14402E-018  4.33604E-016  2.26022E-015  7.11293E-022  1.56190E-031  1.00000E-040  2.46627E-020  3.74285E-035  1.18113E-021  4.23950E-029  9.96896E-022  1.41700E-025  1.71192E-014  7.12143E-023  1.00000E-040  2.43379E-021  1.00000E-040  1.00000E-040  2.78211E-019  1.49084E-037  1.23354E-027  1.50823E-040  9.56938E-015  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
5.25000E+001  6.12767E-004  1.65473E+016  2.68216E+002  1.34477E+005  1.00000E-040  1.00000E-040  1.00000E-040  5.52554E-022  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.49680E-026  1.00000E-040  1.01930E-040  1.03126E-011  1.32880E-007  4.98575E-005  3.15719E-009  1.41316E-007  2.11854E-001  2.10745E-009  3.64505E-004  5.12398E-019  8.62467E-012  1.00000E-040  5.93626E-032  2.47746E-022  1.89639E-014  3.97690E-008  5.52427E-022  1.00000E-040  1.00000E-040  1.00000E-040  1.03663E-040  2.42844E-020  2.09117E-019  9.05859E-016  2.15970E-013  4.26758E-036  1.00000E-040  2.54029E-022  3.18701E-034  1.05138E-014  7.34545E-015  7.87730E-001  1.11301E-024  1.02100E-028  1.28642E-027  1.00000E-040  1.00000E-040  2.88186E-026  8.28110E-022  2.55057E-008  5.78750E-017  2.70306E-010  7.49193E-020  1.12012E-008  4.16402E-011  1.76887E-006  2.91509E-010  9.48019E-015  6.49086E-015  6.57847E-011  1.62613E-011  4.08988E-011  5.79079E-012  3.75021E-012  2.21435E-021  2.58032E-017  1.00000E-040  3.95478E-010  3.66816E-017  2.23137E-012  2.64405E-020  1.10931E-019  1.06596E-040  1.65645E-038  1.00000E-040  1.00000E-040  4.16185E-014  1.07493E-034  2.32913E-032  6.11581E-022  1.31598E-022  1.81516E-024  4.65612E-030  1.48490E-026  1.25871E-018  3.50188E-016  1.84457E-015  9.65491E-022  2.04227E-031  1.00000E-040  3.03987E-020  2.53045E-035  7.50948E-022  4.40012E-029  9.81503E-022  6.58617E-026  1.10743E-014  8.06084E-023  1.00000E-040  2.47938E-021  1.00000E-040  1.00000E-040  1.95755E-019  1.64708E-037  1.35477E-027  1.00000E-040  1.05772E-014  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
5.35000E+001  5.40342E-004  1.47429E+016  2.65462E+002  1.44478E+005  1.00000E-040  1.00000E-040  1.00000E-040  1.23368E-021  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.17528E-026  1.00000E-040  1.01997E-040  1.43981E-011  1.43803E-007  4.98268E-005  3.36810E-009  1.70928E-007  2.11845E-001  2.04020E-009  3.64442E-004  4.86307E-019  7.29994E-012  1.00000E-040  6.74116E-032  2.35583E-022  1.59717E-014  3.73959E-008  7.26605E-022  1.00000E-040  1.00000E-040  1.00000E-040  1.03433E-040  2.72455E-020  2.50770E-019  1.25888E-015  2.44301E-013  4.54544E-036  1.00000E-040  6.93866E-023  2.79123E-034  1.10940E-014  1.38435E-014  7.87738E-001  1.19666E-024  8.42264E-029  1.21904E-027  1.00000E-040  1.00000E-040  1.94726E-026  4.64644E-022  2.45933E-008  5.51125E-017  2.76867E-010  6.59684E-020  1.04183E-008  4.03234E-011  1.68098E-006  2.15600E-010  6.67283E-015  6.21123E-015  5.80427E-011  1.03492E-011  4.08405E-011  6.17701E-012  4.57348E-012  2.01635E-021  2.18484E-017  1.00000E-040  3.94164E-010  2.67530E-017  1.89990E-012  1.76077E-020  7.47070E-020  1.00000E-040  5.24085E-039  1.00000E-040  1.00000E-040  4.08421E-014  1.25734E-034  1.35773E-032  3.79555E-022  1.18473E-022  1.53835E-024  2.97993E-030  1.54117E-026  1.41065E-018  2.82524E-016  1.51893E-015  1.24687E-021  2.51915E-031  1.00000E-040  3.93618E-020  1.77364E-035  4.66354E-022  4.51619E-029  9.66127E-022  3.05581E-026  7.14075E-015  9.08768E-023  1.00000E-040  2.51771E-021  1.00000E-040  1.00000E-040  1.33906E-019  1.81317E-037  1.52247E-027  1.00000E-040  1.16599E-014  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
5.45000E+001  4.75870E-004  1.31199E+016  2.62709E+002  1.54480E+005  1.00000E-040  1.00000E-040  1.00000E-040  2.76949E-021  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.84503E-026  1.00000E-040  1.02067E-040  1.99430E-011  1.56616E-007  4.97921E-005  3.57757E-009  2.05835E-007  2.11837E-001  2.00886E-009  3.64375E-004  4.63818E-019  6.24913E-012  1.00000E-040  7.67487E-032  2.23576E-022  1.34015E-014  3.54991E-008  9.49624E-022  1.04197E-032  1.43280E-034  1.48266E-033  1.03192E-040  3.00993E-020  2.95773E-019  1.72349E-015  2.74070E-013  4.82474E-036  1.00000E-040  1.97345E-023  2.41763E-034  1.16848E-014  2.48176E-014  7.87747E-001  1.28812E-024  6.94955E-029  1.16233E-027  1.00000E-040  1.00000E-040  1.33099E-026  2.58752E-022  2.36159E-008  5.27890E-017  2.83255E-010  5.78386E-020  9.71839E-009  3.90026E-011  1.59482E-006  1.59220E-010  4.67435E-015  5.90525E-015  5.09748E-011  6.56702E-012  4.07792E-011  6.64395E-012  5.57034E-012  1.81676E-021  1.82809E-017  1.00000E-040  3.92592E-010  1.93798E-017  1.60707E-012  1.16094E-020  4.98766E-020  1.00000E-040  1.63935E-039  1.00000E-040  1.00000E-040  3.97922E-014  1.46355E-034  7.82062E-033  2.33833E-022  1.06031E-022  1.29172E-024  1.92617E-030  1.57847E-026  1.57815E-018  2.26936E-016  1.26072E-015  1.53222E-021  3.01575E-031  1.00000E-040  5.09614E-020  1.25170E-035  2.87326E-022  4.65310E-029  9.50758E-022  1.40583E-026  4.59959E-015  1.01107E-022  1.00000E-040  2.54976E-021  3.32058E-038  1.00000E-040  9.04079E-020  2.04149E-037  1.74640E-027  1.00000E-040  1.27773E-014  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
5.55000E+001  4.18546E-004  1.16617E+016  2.59956E+002  1.64481E+005  1.00000E-040  1.00000E-040  1.00000E-040  6.25178E-021  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.52304E-026  1.00000E-040  1.02142E-040  2.74455E-011  1.71373E-007  4.97534E-005  3.78670E-009  2.46948E-007  2.11827E-001  2.01879E-009  3.64303E-004  4.44345E-019  5.40546E-012  1.00000E-040  8.77461E-032  2.12069E-022  1.12130E-014  3.39698E-008  1.23612E-021  1.00000E-040  1.00000E-040  1.00000E-040  1.02936E-040  3.27709E-020  3.43866E-019  2.32808E-015  3.05587E-013  5.12021E-036  1.00000E-040  5.83793E-024  2.07219E-034  1.22848E-014  4.25263E-014  7.87757E-001  1.39526E-024  5.73605E-029  1.11863E-027  1.00000E-040  1.00000E-040  9.15431E-027  1.43999E-022  2.25832E-008  5.06565E-017  2.89429E-010  5.05193E-020  9.08893E-009  3.76637E-011  1.51062E-006  1.17399E-010  3.25823E-015  5.58283E-015  4.45444E-011  4.14501E-012  4.07142E-011  7.21170E-012  6.77745E-012  1.62051E-021  1.51173E-017  1.00000E-040  3.90703E-010  1.40359E-017  1.35460E-012  7.63170E-021  3.32358E-020  1.00000E-040  5.10477E-040  1.00000E-040  1.00000E-040  3.85095E-014  1.70029E-034  4.48549E-033  1.43962E-022  9.43495E-023  1.07639E-024  1.25086E-030  1.59719E-026  1.76300E-018  1.81624E-016  1.05537E-015  1.80063E-021  3.53673E-031  1.00000E-040  6.59989E-020  8.85485E-036  1.76836E-022  4.79964E-029  9.35363E-022  6.45823E-027  2.96080E-015  1.11343E-022  1.00000E-040  2.57646E-021  1.00000E-040  1.00000E-040  6.03991E-020  2.33622E-037  2.03572E-027  1.00000E-040  1.39292E-014  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
5.65000E+001  3.67639E-004  1.03528E+016  2.57205E+002  1.74482E+005  1.00000E-040  1.00000E-040  1.00000E-040  1.41923E-020  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.22385E-026  1.00000E-040  1.02221E-040  3.76023E-011  1.88154E-007  4.97105E-005  3.99773E-009  2.95490E-007  2.11817E-001  2.07456E-009  3.64226E-004  4.27542E-019  4.71931E-012  1.00000E-040  1.00907E-031  2.01289E-022  9.36208E-015  3.27266E-008  1.60508E-021  1.00000E-040  1.00000E-040  1.00000E-040  1.02665E-040  3.51677E-020  3.94365E-019  3.10481E-015  3.39136E-013  5.44176E-036  1.00000E-040  1.79545E-024  1.75938E-034  1.28929E-014  6.99487E-014  7.87767E-001  1.53379E-024  4.73803E-029  1.09343E-027  1.00000E-040  1.00000E-040  6.30099E-027  8.04013E-023  2.15054E-008  4.85791E-017  2.95435E-010  4.40320E-020  8.51985E-009  3.63207E-011  1.42922E-006  8.64253E-011  2.26092E-015  5.25264E-015  3.87281E-011  2.60188E-012  4.06448E-011  7.88547E-012  8.23629E-012  1.43261E-021  1.23743E-017  1.00000E-040  3.88449E-010  1.02056E-017  1.13919E-012  5.02317E-021  2.21977E-020  1.00000E-040  1.58810E-040  1.00000E-040  1.00000E-040  3.70500E-014  1.97456E-034  2.57425E-033  8.89281E-023  8.34954E-023  8.91624E-025  8.11747E-031  1.59951E-026  1.96460E-018  1.44896E-016  8.90771E-016  2.03151E-021  4.08022E-031  1.00000E-040  8.56757E-020  6.25103E-036  1.09165E-022  4.94983E-029  9.19903E-022  2.97340E-027  1.90412E-015  1.21650E-022  1.00000E-040  2.59866E-021  1.17579E-037  1.00000E-040  3.99920E-020  2.70108E-037  2.39949E-027  1.00000E-040  1.51228E-014  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
5.75000E+001  3.22485E-004  9.17946E+015  2.54454E+002  1.84483E+005  1.00000E-040  1.00000E-040  1.00000E-040  3.24025E-020  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  9.57964E-027  1.00000E-040  1.02306E-040  5.13732E-011  2.07073E-007  4.96633E-005  4.21310E-009  3.52962E-007  2.11806E-001  2.18233E-009  3.64143E-004  4.13095E-019  4.15403E-012  1.00000E-040  1.16880E-031  1.91359E-022  7.80448E-015  3.17079E-008  2.08119E-021  1.00000E-040  1.00000E-040  1.00000E-040  1.02376E-040  3.71941E-020  4.46322E-019  4.08973E-015  3.74994E-013  5.79826E-036  1.00000E-040  5.75111E-025  1.48051E-034  1.35083E-014  1.10881E-013  7.87778E-001  1.73037E-024  3.91734E-029  1.09529E-027  1.00000E-040  1.00000E-040  4.32004E-027  4.51664E-023  2.03934E-008  4.64868E-017  3.01322E-010  3.83467E-020  8.00293E-009  3.49887E-011  1.35116E-006  6.35224E-011  1.56251E-015  4.92176E-015  3.35015E-011  1.62483E-012  4.05706E-011  8.66742E-012  9.99585E-012  1.25670E-021  1.00403E-017  1.00000E-040  3.85778E-010  7.47176E-018  9.56540E-013  3.32042E-021  1.49038E-020  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.54628E-014  2.29400E-034  1.48366E-033  5.52713E-023  7.34852E-023  7.35141E-025  5.23918E-031  1.58714E-026  2.18108E-018  1.15268E-016  7.57623E-016  2.20837E-021  4.64040E-031  1.00000E-040  1.11728E-019  4.38708E-036  6.77911E-023  5.09948E-029  9.04337E-022  1.37599E-027  1.22315E-015  1.32113E-022  1.00000E-040  2.61708E-021  1.00000E-040  1.00000E-040  2.62768E-020  3.13824E-037  2.84706E-027  1.00000E-040  1.63672E-014  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
5.85000E+001  2.82486E-004  8.12874E+015  2.51704E+002  1.94484E+005  1.00000E-040  1.00000E-040  1.00000E-040  7.44081E-020  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  7.31266E-027  1.00000E-040  1.02398E-040  7.00866E-011  2.28271E-007  4.96115E-005  4.43517E-009  4.21196E-007  2.11795E-001  2.35129E-009  3.64054E-004  4.00764E-019  3.68267E-012  1.00000E-040  1.36528E-031  1.82347E-022  6.49942E-015  3.08665E-008  2.69653E-021  9.88630E-033  1.41247E-034  1.44012E-033  1.02066E-040  3.87613E-020  4.98555E-019  5.32206E-015  4.13448E-013  6.19837E-036  1.00000E-040  1.93631E-025  1.23565E-034  1.41311E-014  1.69986E-013  7.87789E-001  2.02873E-024  3.24239E-029  1.13620E-027  1.00000E-040  1.00000E-040  2.93713E-027  2.55854E-023  1.92593E-008  4.43528E-017  3.07142E-010  3.33643E-020  7.53144E-009  3.36789E-011  1.27665E-006  4.66190E-011  1.07588E-015  4.59557E-015  2.88353E-011  1.00992E-012  4.04907E-011  9.55958E-012  1.21149E-011  1.09506E-021  8.08321E-018  1.00000E-040  3.82628E-010  5.52109E-018  8.02383E-013  2.20965E-021  1.00837E-020  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.37851E-014  2.66718E-034  8.61251E-034  3.46433E-023  6.43296E-023  6.04012E-025  3.34788E-031  1.56188E-026  2.40919E-018  9.14548E-017  6.48840E-016  2.32069E-021  5.20836E-031  1.00000E-040  1.46336E-019  3.04933E-036  4.24463E-023  5.24660E-029  8.88622E-022  6.41379E-028  7.84680E-016  1.42814E-022  1.00000E-040  2.63232E-021  1.72507E-037  1.00000E-040  1.71513E-020  3.64951E-037  3.38830E-027  1.00000E-040  1.76717E-014  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
5.95000E+001  2.47098E-004  7.18893E+015  2.48955E+002  2.04485E+005  1.00000E-040  1.00000E-040  1.00000E-040  1.71876E-019  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  5.45233E-027  1.00000E-040  1.02497E-040  9.55841E-011  2.51922E-007  4.95546E-005  4.66630E-009  5.02410E-007  2.11782E-001  2.59501E-009  3.63958E-004  3.90341E-019  3.28514E-012  1.00000E-040  1.60994E-031  1.74272E-022  5.40961E-015  3.01658E-008  3.49278E-021  3.03098E-033  3.26964E-037  1.98192E-036  1.01733E-040  3.98019E-020  5.49787E-019  6.84403E-015  4.54807E-013  6.65112E-036  1.00000E-040  7.06913E-026  1.02339E-034  1.47620E-014  2.52832E-013  7.87802E-001  2.49893E-024  2.68552E-029  1.23218E-027  1.00000E-040  1.00000E-040  1.96956E-027  1.46436E-023  1.81156E-008  4.21759E-017  3.12950E-010  2.89223E-020  7.09977E-009  3.24002E-011  1.20570E-006  3.41696E-011  7.38396E-016  4.27813E-015  2.46978E-011  6.25114E-013  4.04045E-011  1.05634E-011  1.46635E-011  9.48838E-022  6.46137E-018  1.00000E-040  3.78927E-010  4.12584E-018  6.72726E-013  1.48345E-021  6.88913E-021  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.20456E-014  3.10334E-034  5.04804E-034  2.19403E-023  5.60151E-023  4.95020E-025  2.10626E-031  1.52505E-026  2.64494E-018  7.23716E-017  5.59059E-016  2.36478E-021  5.77172E-031  1.00000E-040  1.91541E-019  2.08905E-036  2.68501E-023  5.38995E-029  8.72714E-022  3.01691E-028  5.02704E-016  1.53844E-022  1.00000E-040  2.64491E-021  1.58666E-037  1.00000E-040  1.11307E-020  4.23586E-037  4.03388E-027  1.00000E-040  1.90454E-014  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
6.05000E+001  2.15830E-004  6.34934E+015  2.46207E+002  2.14485E+005  1.00000E-040  1.00000E-040  1.00000E-040  3.99391E-019  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.97855E-027  1.00000E-040  1.02604E-040  1.30430E-010  2.78232E-007  4.94922E-005  4.90886E-009  5.99302E-007  2.11769E-001  2.93296E-009  3.63854E-004  3.81657E-019  2.94637E-012  1.49581E-036  1.91817E-031  1.67129E-022  4.50190E-015  2.95774E-008  4.52407E-021  9.65463E-033  1.28565E-034  1.30009E-033  1.01374E-040  4.02785E-020  5.98756E-019  8.70078E-015  4.99412E-013  7.16631E-036  1.00000E-040  3.03858E-026  8.41505E-035  1.54032E-014  3.65907E-013  7.87816E-001  3.25261E-024  2.22367E-029  1.40451E-027  1.81081E-031  1.00000E-040  1.29165E-027  8.48311E-024  1.69754E-008  3.99712E-017  3.18798E-010  2.48652E-020  6.70323E-009  3.11598E-011  1.13821E-006  2.50210E-011  5.05365E-016  3.97239E-015  2.10550E-011  3.85561E-013  4.03112E-011  1.16789E-011  1.77243E-011  8.18337E-022  5.13045E-018  1.00000E-040  3.74590E-010  3.12347E-018  5.63963E-013  1.00654E-021  4.76116E-021  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.02656E-014  3.61211E-034  2.99419E-034  1.40640E-023  4.85164E-023  4.04997E-025  1.29313E-031  1.47761E-026  2.88391E-018  5.71151E-017  4.84215E-016  2.34330E-021  6.31433E-031  1.00000E-040  2.48159E-019  1.39939E-036  1.71886E-023  5.52890E-029  8.56567E-022  1.43350E-028  3.21613E-016  1.65302E-022  1.00000E-040  2.65528E-021  1.00000E-040  1.00000E-040  7.18719E-021  4.89772E-037  4.79547E-027  1.00000E-040  2.04978E-014  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
