# wavelength(um) wavelength_err(um) depth depth_err
5.16913738e+00 3.82988474e-03 5.00747328e-03 4.14561838e-04
5.17679046e+00 3.82342580e-03 5.02168484e-03 4.10223077e-04
5.18443108e+00 3.81733356e-03 4.22874303e-03 4.07639064e-04
5.19205980e+00 3.81093581e-03 4.44265873e-03 4.07915818e-04
5.19967483e+00 3.80469481e-03 4.05149635e-03 4.10988590e-04
5.20727858e+00 3.79857823e-03 4.52861664e-03 4.17671391e-04
5.21486914e+00 3.79226000e-03 4.75432131e-03 4.22377565e-04
5.22244762e+00 3.78646665e-03 5.13253756e-03 4.25849991e-04
5.23001501e+00 3.78021272e-03 5.20481741e-03 4.28756083e-04
5.23756847e+00 3.77398944e-03 4.42481007e-03 4.29553550e-04
5.24511096e+00 3.76810576e-03 5.00585209e-03 4.29699375e-04
5.25264089e+00 3.76185808e-03 4.18874216e-03 4.28264158e-04
5.26015840e+00 3.75587206e-03 4.63176000e-03 4.26624019e-04
5.26766438e+00 3.74998611e-03 5.24873867e-03 4.34777892e-04
5.27515834e+00 3.74389816e-03 4.63747664e-03 4.44365432e-04
5.28263997e+00 3.73813516e-03 4.04880908e-03 4.48917442e-04
5.29011088e+00 3.73222074e-03 4.47619075e-03 4.53423232e-04
5.29756885e+00 3.72898548e-03 4.22077192e-03 4.58763266e-04
