alt           press         den           temp          eddy          H2Oaer        H2SO4aer      S2            CH3CO         H2S           H2CCO         C2            N2O5          S             C2H           HNO2          C2H5          H2CO          CH2OH         HCS           CH2CN         HC3N          C4H2          OH            CH3S          C4H5          O2            N             S8            H2O2          CH3           CH            CH3CN         NCO           H2O           NS            O_1           NH2           HNCO          C4H3          C             S4            H2SO4         NO            CN            C2H3CN        HCO           SO            HS2           HNO3          CH2           CS2           C2H2          NO2           CH3O          O3            H             C3H3          CH3CHO        CS            C2H4          NO3           He            SO2           O             CO2           CH3OOH        N_2D          C6H5          CH3O2         HCN           NH            HNO           CH4           NH3           H2CN          CH2NH         C3H4          SO3           HSO           C3H2          CH2_1         C6H6          S3            C2H6          S2O           N2O           COS           N2H           H2            C2H3          N2H3          CH3OH         N2H4          CO            N2H2          HO2           N2            CH3SH         HCCO          SH            HSO3          CH2NH2        CH3NH2        H2Oaer_r      H2SO4aer_r    
9.28239E+000  3.28166E-001  9.71066E+018  2.44772E+002  8.92995E+004  3.34720E-003  1.45099E-012  2.23236E-025  3.05685E-019  8.23486E-016  1.58695E-022  1.00000E-040  7.64260E-016  4.81419E-027  1.00000E-040  6.08363E-015  2.70978E-016  4.87054E-011  1.53362E-026  6.35520E-037  5.30344E-012  5.74030E-019  1.25174E-030  1.29580E-013  8.22293E-023  1.55433E-029  2.11886E-001  1.15957E-032  2.79819E-036  4.10172E-010  3.67633E-015  9.69243E-033  3.26940E-011  3.55659E-022  7.43433E-004  2.05827E-028  2.71089E-021  1.13399E-016  1.38763E-015  1.87324E-028  1.00000E-040  5.53443E-040  1.83829E-011  8.58209E-012  5.02138E-031  2.62321E-017  1.43156E-022  1.29660E-017  8.71795E-029  1.57231E-010  5.01534E-026  1.00509E-040  6.09847E-028  6.54774E-012  1.82544E-018  2.95749E-008  1.31407E-020  9.01456E-033  4.46835E-018  5.64111E-039  9.23920E-012  3.02673E-016  1.00000E-040  1.06360E-011  3.35383E-016  3.63303E-004  7.99728E-010  1.20610E-039  3.72711E-030  4.22522E-012  6.56894E-011  4.82362E-026  1.70254E-017  1.07801E-006  3.18699E-011  4.14903E-021  1.50193E-012  8.09217E-020  1.95008E-018  6.98099E-012  2.17554E-029  1.14211E-025  3.23798E-022  1.00000E-040  1.84956E-013  8.41272E-038  3.49669E-007  1.27908E-020  5.06123E-025  5.37054E-007  1.13738E-029  9.49827E-020  2.81789E-013  1.00107E-013  8.22344E-008  6.00550E-020  8.59623E-012  7.87005E-001  1.58358E-017  4.90654E-023  1.16368E-016  2.41040E-023  8.41624E-019  2.08694E-008  1.00000E-005  1.00000E-005  
1.01664E+001  2.89646E-001  8.81685E+018  2.37942E+002  6.71604E+004  3.84847E-003  1.48802E-010  2.36483E-025  4.54899E-019  1.08416E-015  1.58745E-022  1.00000E-040  1.36940E-015  7.24694E-027  1.00000E-040  7.94835E-015  2.53083E-016  4.31472E-011  1.71813E-026  7.93202E-037  4.81409E-012  5.74213E-019  1.25195E-030  1.47302E-013  1.89048E-022  1.55482E-029  2.11953E-001  2.13032E-032  2.79906E-036  3.45278E-010  3.43363E-015  2.37838E-032  3.25440E-011  2.49302E-022  4.25441E-004  2.06474E-028  3.61270E-021  1.02911E-016  1.39900E-015  1.87383E-028  1.00000E-040  6.43878E-040  8.37136E-012  1.15199E-011  2.83090E-031  2.62404E-017  1.43952E-022  1.82687E-017  7.76163E-029  1.88286E-010  5.16506E-026  1.01069E-040  8.44156E-028  7.63615E-012  2.08310E-018  3.55486E-008  1.47742E-020  6.31541E-033  5.00937E-018  1.12891E-038  9.19968E-012  3.74113E-016  1.00000E-040  7.87258E-012  4.55069E-016  3.63423E-004  5.71439E-010  1.00000E-040  3.42023E-029  3.05353E-012  6.63601E-011  5.74798E-026  2.28556E-017  1.07724E-006  3.07359E-011  4.08793E-021  1.50241E-012  8.09474E-020  2.89160E-018  6.77522E-012  2.17643E-029  2.05547E-025  3.23901E-022  1.00000E-040  1.80910E-013  8.31651E-038  3.49602E-007  1.28143E-020  8.61391E-025  5.37341E-007  9.30707E-030  8.04623E-020  2.79782E-013  9.99735E-014  7.84339E-008  5.36491E-020  7.89910E-012  7.87256E-001  1.64259E-017  4.90852E-023  1.53599E-016  2.14131E-023  4.85006E-019  2.08760E-008  1.00000E-005  1.00000E-005  
1.10505E+001  2.54738E-001  7.99296E+018  2.30836E+002  3.73619E+004  1.93774E-001  7.03790E-009  2.44707E-025  7.34860E-019  1.43467E-015  1.58776E-022  2.56499E-034  2.52820E-015  1.11120E-026  4.78244E-039  1.16151E-014  2.35828E-016  3.64831E-011  2.08839E-026  1.04582E-036  4.15630E-012  5.74323E-019  1.25187E-030  1.81054E-013  4.91519E-022  1.55512E-029  2.11994E-001  1.00000E-040  2.79958E-036  2.69158E-010  3.35863E-015  7.81104E-032  3.23334E-011  1.76055E-022  2.31031E-004  2.05146E-028  5.12032E-021  9.42784E-017  1.40759E-015  1.87420E-028  1.61910E-036  8.46983E-040  4.24477E-012  1.62590E-011  1.61539E-031  2.62454E-017  1.43625E-022  2.50830E-017  6.25722E-029  2.47562E-010  5.99942E-026  1.01856E-040  1.55678E-027  9.46830E-012  2.35266E-018  4.50912E-008  1.75158E-020  4.21902E-033  5.85108E-018  5.87187E-038  9.12960E-012  5.50436E-016  1.00000E-040  5.25766E-012  6.54122E-016  3.63500E-004  3.44531E-010  1.00000E-040  1.71848E-028  2.02971E-012  6.72479E-011  7.21099E-026  3.08436E-017  1.07588E-006  2.92827E-011  3.95692E-021  1.50270E-012  8.09631E-020  4.44465E-018  6.45658E-012  2.17719E-029  4.39587E-025  3.23964E-022  1.00000E-040  1.75069E-013  8.15806E-038  3.49365E-007  1.28426E-020  1.61126E-024  5.37487E-007  7.95804E-030  7.11034E-020  2.78397E-013  9.97100E-014  7.32725E-008  5.05841E-020  7.07776E-012  7.87409E-001  1.65489E-017  4.91021E-023  2.03817E-016  1.86716E-023  2.54286E-019  2.08801E-008  1.00000E-005  1.00000E-005  
1.19345E+001  2.23142E-001  7.23491E+018  2.23391E+002  1.97976E+004  5.62363E-002  2.30096E-009  2.29088E-025  1.22113E-018  1.85761E-015  1.58794E-022  1.93449E-033  5.70392E-015  1.67626E-026  3.27368E-038  1.91402E-014  2.13918E-016  2.78943E-011  2.67641E-026  1.47606E-036  3.19337E-012  5.74389E-019  1.25136E-030  2.35220E-013  1.38141E-021  1.55530E-029  2.12019E-001  1.30068E-031  2.79984E-036  1.74655E-010  3.32388E-015  3.50777E-031  3.19950E-011  1.18967E-022  1.15161E-004  1.95747E-028  7.98163E-021  8.07668E-017  1.40826E-015  1.87442E-028  1.00000E-040  1.57476E-039  2.49454E-012  2.46872E-011  9.00285E-032  2.62484E-017  1.33202E-022  3.11981E-017  4.49629E-029  3.67947E-010  7.41529E-026  1.00613E-040  4.25126E-027  1.31432E-011  2.47336E-018  6.28058E-008  2.09219E-020  4.20781E-033  7.27149E-018  9.83391E-039  8.98617E-012  9.87886E-016  1.00000E-040  2.82943E-012  1.03018E-015  3.63553E-004  1.48289E-010  1.00000E-040  9.39850E-028  1.12515E-012  6.85598E-011  9.09443E-026  4.11970E-017  1.07337E-006  2.71747E-011  3.67501E-021  1.50288E-012  8.09723E-020  6.36160E-018  5.89403E-012  2.17817E-029  1.08928E-024  3.24000E-022  1.00000E-040  1.65620E-013  7.85340E-038  3.48786E-007  1.28763E-020  3.16601E-024  5.37379E-007  6.86632E-030  8.36319E-020  2.75909E-013  9.91448E-014  6.54282E-008  6.28039E-020  5.83964E-012  7.87500E-001  1.55534E-017  4.91233E-023  2.64892E-016  1.39722E-023  1.15612E-019  2.08825E-008  1.00000E-005  1.00000E-005  
1.28185E+001  1.94592E-001  6.53408E+018  2.15703E+002  1.04628E+004  1.43858E-002  8.06587E-010  1.38413E-025  1.78064E-018  2.23555E-015  1.58803E-022  1.00000E-040  1.61055E-014  2.33599E-026  1.00000E-040  3.32060E-014  1.81217E-016  1.93218E-011  3.10212E-026  2.03283E-036  1.95548E-012  5.74421E-019  1.25008E-030  2.92033E-013  3.57459E-021  1.55539E-029  2.12032E-001  2.97681E-031  2.79988E-036  8.27216E-011  2.98742E-015  1.99302E-030  3.14699E-011  6.69203E-023  5.23822E-005  1.64064E-028  1.35619E-020  5.76857E-017  1.37167E-015  1.87454E-028  1.00000E-040  5.52531E-039  1.58758E-012  4.10841E-011  4.45595E-032  2.62499E-017  1.09421E-022  3.27853E-017  3.03326E-029  6.17219E-010  7.91375E-026  1.00000E-040  1.76129E-026  2.14214E-011  2.36198E-018  9.61301E-008  2.24528E-020  1.19287E-032  9.33503E-018  8.89138E-039  8.69052E-012  1.96578E-015  1.00000E-040  1.17037E-012  1.76849E-015  3.63590E-004  4.08237E-011  1.01564E-039  5.49511E-027  4.91310E-013  7.03264E-011  1.04638E-025  5.68147E-017  1.06885E-006  2.43242E-011  3.18546E-021  1.50297E-012  8.09772E-020  7.34626E-018  4.93933E-012  2.17985E-029  2.55067E-024  3.24015E-022  1.00000E-040  1.51426E-013  7.26674E-038  3.47516E-007  1.28920E-020  5.93931E-024  5.36700E-007  5.35549E-030  1.95347E-019  2.58264E-013  9.79436E-014  5.46023E-008  1.46909E-019  4.03082E-012  7.87550E-001  1.28146E-017  4.91599E-023  3.21196E-016  7.73565E-024  4.51114E-020  2.08838E-008  1.00000E-005  1.00000E-005  
1.37026E+001  1.68887E-001  5.86889E+018  2.08428E+002  6.81497E+003  3.63758E-003  3.17854E-010  1.00000E-040  1.85739E-018  2.35576E-015  1.58807E-022  1.00000E-040  4.54222E-014  2.87475E-026  1.00000E-040  5.22698E-014  1.42578E-016  1.22029E-011  2.41643E-026  2.26154E-036  8.38688E-013  5.74433E-019  1.24753E-030  2.90238E-013  6.47344E-021  1.55542E-029  2.12038E-001  4.59696E-031  2.79972E-036  2.43582E-011  2.09987E-015  1.41142E-029  3.07757E-011  2.45419E-023  2.19324E-005  1.04116E-028  2.41089E-020  3.02151E-017  1.23139E-015  1.87460E-028  1.00000E-040  1.00000E-040  9.21491E-013  7.75542E-011  1.76950E-032  2.62504E-017  7.41914E-023  2.84049E-017  2.22993E-029  1.07248E-009  5.28140E-026  1.00000E-040  1.08770E-025  4.20126E-011  1.96374E-018  1.53510E-007  1.86960E-020  6.07089E-032  1.17447E-017  8.83886E-039  8.14966E-012  3.27114E-015  1.00000E-040  5.10233E-013  3.20430E-015  3.63617E-004  7.82210E-012  1.00000E-040  3.04935E-026  1.58587E-013  7.21354E-011  1.01251E-025  9.18482E-017  1.06159E-006  2.12637E-011  2.62979E-021  1.50302E-012  8.09792E-020  7.76154E-018  3.60319E-012  2.18294E-029  4.04310E-024  3.23997E-022  1.00000E-040  1.34734E-013  6.28222E-038  3.45084E-007  1.28217E-020  9.33405E-024  5.34993E-007  3.23330E-030  7.72170E-019  2.02465E-013  9.56602E-014  4.33528E-008  5.74158E-019  2.02092E-012  7.87574E-001  9.04584E-018  4.92265E-023  3.43853E-016  3.60962E-024  1.61452E-020  2.08843E-008  1.00000E-005  1.00000E-005  
1.45866E+001  1.45905E-001  5.22493E+018  2.02258E+002  5.40886E+003  9.45037E-004  1.41950E-010  1.00000E-040  1.44818E-018  2.08813E-015  1.58807E-022  1.00000E-040  9.61112E-014  3.03968E-026  2.48029E-037  6.39318E-014  1.06650E-016  6.22917E-012  1.05233E-026  1.94306E-036  2.44403E-013  5.74430E-019  1.24352E-030  1.95307E-013  6.51344E-021  1.55541E-029  2.12040E-001  4.59276E-031  2.79935E-036  4.22130E-012  1.03568E-015  9.70252E-029  3.00103E-011  4.86280E-024  9.50676E-006  4.55431E-029  4.20521E-020  1.05328E-017  9.77260E-016  1.87463E-028  1.00000E-040  1.00000E-040  5.18856E-013  1.68108E-010  5.26140E-033  2.62502E-017  3.57084E-023  1.99404E-017  2.11960E-029  1.71213E-009  1.68928E-026  1.00000E-040  7.70925E-025  9.76719E-011  1.21985E-018  2.38062E-007  1.10282E-020  4.29778E-031  1.39518E-017  8.53542E-039  7.35908E-012  3.41790E-015  1.00000E-040  4.04175E-013  5.81311E-015  3.63635E-004  1.34388E-012  1.09570E-039  1.38514E-025  3.27911E-014  7.34890E-011  8.76933E-026  1.64954E-016  1.05156E-006  1.87236E-011  2.24953E-021  1.50304E-012  8.09795E-020  9.67999E-018  2.24220E-012  2.18775E-029  2.93517E-024  3.23890E-022  1.00000E-040  1.20257E-013  4.99905E-038  3.41296E-007  1.26147E-020  1.07310E-023  5.31996E-007  1.33019E-030  3.42753E-018  1.30794E-013  9.21053E-014  3.50699E-008  2.51926E-018  6.42489E-013  7.87585E-001  5.70120E-018  4.93302E-023  3.14776E-016  2.04787E-024  5.83236E-021  2.08845E-008  1.00000E-005  1.00000E-005  
1.54706E+001  1.25555E-001  4.60194E+018  1.97610E+002  4.49427E+003  2.45274E-004  6.86500E-011  1.00000E-040  1.10312E-018  1.53999E-015  1.58805E-022  1.00000E-040  1.78679E-013  2.70157E-026  1.00000E-040  7.14726E-014  7.45828E-017  3.47766E-012  4.67894E-027  1.60148E-036  5.29436E-014  5.74419E-019  1.23793E-030  1.30563E-013  5.11878E-021  1.55537E-029  2.12040E-001  1.37500E-030  2.79880E-036  6.29858E-013  5.60368E-016  5.07951E-028  2.91440E-011  1.07376E-024  5.01660E-006  1.36991E-029  7.15430E-020  3.71987E-018  7.24520E-016  1.87465E-028  1.00000E-040  1.00000E-040  3.18300E-013  3.35520E-010  1.85958E-033  2.62496E-017  2.00366E-023  1.12732E-017  1.79818E-029  2.50156E-009  6.04028E-027  1.00000E-040  3.86829E-024  2.14975E-010  8.34801E-019  3.54778E-007  6.86322E-021  2.71142E-030  1.53843E-017  7.68919E-039  6.35938E-012  3.33992E-015  1.00000E-040  4.06386E-013  1.05633E-014  3.63650E-004  2.64803E-013  1.00000E-040  5.02303E-025  8.03906E-015  7.45371E-011  7.83602E-026  2.51144E-016  1.03839E-006  1.64750E-011  2.04398E-021  1.50304E-012  8.09788E-020  1.23743E-017  1.17580E-012  2.19446E-029  1.91525E-024  3.23522E-022  2.71961E-031  1.07590E-013  3.60978E-038  3.36038E-007  1.22776E-020  1.05656E-023  5.27615E-007  5.64657E-031  1.20313E-017  8.67583E-014  8.71643E-014  2.90441E-008  8.99035E-018  2.31738E-013  7.87589E-001  3.35684E-018  4.94749E-023  2.40513E-016  1.43542E-024  2.19381E-021  2.08844E-008  1.00000E-005  1.00000E-005  
1.63547E+001  1.07752E-001  3.99802E+018  1.95207E+002  3.99004E+003  5.38355E-005  3.46761E-011  1.00000E-040  8.41427E-019  9.44300E-016  1.58801E-022  1.00000E-040  3.38188E-013  1.94319E-026  1.00000E-040  8.45736E-014  5.11308E-017  2.85758E-012  3.26894E-027  1.38265E-036  1.24365E-014  5.74401E-019  1.23048E-030  1.18682E-013  3.66173E-021  1.55532E-029  2.12039E-001  1.28590E-029  2.79804E-036  1.50543E-013  4.61891E-016  2.04309E-027  2.81101E-011  5.37804E-025  3.73883E-006  3.08785E-030  1.20427E-019  1.96169E-018  5.45895E-016  1.87467E-028  1.00000E-040  1.00000E-040  2.07379E-013  5.19358E-010  1.20714E-033  2.62487E-017  1.83789E-023  5.33469E-018  1.01529E-029  3.55042E-009  4.57326E-027  1.00000E-040  1.19133E-023  3.80497E-010  8.36784E-019  5.12192E-007  6.11316E-021  1.12909E-029  1.68347E-017  7.82639E-039  5.18858E-012  4.19277E-015  1.00000E-040  3.36924E-013  1.96900E-014  3.63664E-004  6.22193E-014  1.00000E-040  1.49598E-024  3.77767E-015  7.55986E-011  7.17031E-026  2.99158E-016  1.02133E-006  1.41946E-011  1.97045E-021  1.50305E-012  8.09776E-020  1.23419E-017  5.08388E-013  2.20343E-029  1.87749E-024  3.22522E-022  1.00000E-040  9.50350E-014  2.29624E-038  3.29060E-007  1.18102E-020  1.03336E-023  5.21679E-007  3.55265E-031  3.09797E-017  6.65560E-014  8.06054E-014  2.40999E-008  2.47839E-017  1.56253E-013  7.87591E-001  1.81740E-018  4.96682E-023  1.47474E-016  1.08913E-024  9.71279E-022  2.08843E-008  1.00000E-005  1.00000E-005  
1.72387E+001  9.24208E-002  3.40974E+018  1.96320E+002  3.93688E+003  1.00000E-040  1.73928E-011  1.00000E-040  6.19432E-019  4.79490E-016  1.58796E-022  1.00000E-040  6.46922E-013  1.12555E-026  1.00000E-040  1.02361E-013  3.72054E-017  3.17956E-012  3.57719E-027  1.23964E-036  5.29823E-015  5.74378E-019  1.22123E-030  1.38063E-013  1.77282E-021  1.55525E-029  2.12037E-001  8.73852E-029  2.79708E-036  1.27541E-013  5.33823E-016  6.77864E-027  2.69187E-011  6.44775E-025  3.78676E-006  9.45658E-031  2.00933E-019  1.50702E-018  4.53471E-016  1.87469E-028  1.00000E-040  1.00000E-040  1.30267E-013  6.35693E-010  1.69490E-033  2.62475E-017  2.42683E-023  2.13089E-018  4.35874E-030  4.93355E-009  6.29130E-027  1.00000E-040  2.52016E-023  5.68336E-010  1.06734E-018  7.11125E-007  7.42007E-021  3.33649E-029  2.00505E-017  1.30958E-037  3.95854E-012  6.43389E-015  1.00000E-040  2.18453E-013  3.84604E-014  3.63679E-004  2.41051E-014  1.00000E-040  3.71460E-024  3.01248E-015  7.67810E-011  6.92254E-026  2.85224E-016  1.00059E-006  1.18727E-011  2.03350E-021  1.50305E-012  8.09758E-020  8.79708E-018  1.85374E-013  2.21459E-029  2.53296E-024  3.20295E-022  1.00000E-040  8.25324E-014  1.26095E-038  3.20434E-007  1.12258E-020  8.98912E-024  5.14261E-007  3.40423E-031  6.23486E-017  6.26648E-014  7.25245E-014  2.00424E-008  5.58685E-017  1.87218E-013  7.87593E-001  8.94196E-019  4.99086E-023  7.20602E-017  7.78716E-025  5.99640E-022  2.08840E-008  1.00000E-005  1.00000E-005  
1.81228E+001  7.93680E-002  2.89905E+018  1.98293E+002  4.00139E+003  1.00000E-040  8.20224E-012  1.00000E-040  4.38825E-019  2.06443E-016  1.58791E-022  1.00000E-040  1.14105E-012  5.53145E-027  3.38032E-040  1.22367E-013  2.68594E-017  3.75367E-012  4.81065E-027  1.11646E-036  3.21848E-015  5.74351E-019  1.21038E-030  1.70790E-013  6.83298E-022  1.55517E-029  2.12035E-001  4.56782E-028  2.79595E-036  1.96017E-013  6.44881E-016  2.01884E-026  2.56121E-011  1.15562E-024  3.84199E-006  6.56711E-031  3.25350E-019  1.31535E-018  4.25083E-016  1.87471E-028  1.88880E-033  1.00000E-040  7.52843E-014  7.20421E-010  2.79127E-033  2.62461E-017  3.44354E-023  7.65604E-019  1.54682E-030  6.55126E-009  9.62106E-027  1.00000E-040  4.26461E-023  7.76374E-010  1.41949E-018  9.49711E-007  9.91638E-021  8.29906E-029  2.31752E-017  6.91009E-036  2.80646E-012  9.98497E-015  1.00000E-040  1.19602E-013  7.35805E-014  3.63694E-004  1.77679E-014  1.00000E-040  8.19189E-024  2.68681E-015  7.80708E-011  7.44639E-026  2.48356E-016  9.76764E-007  9.60744E-012  2.20886E-021  1.50305E-012  8.09738E-020  5.55028E-018  5.80817E-014  2.22763E-029  3.83228E-024  3.15809E-022  1.00000E-040  7.06204E-014  5.92280E-039  3.10375E-007  1.05453E-020  7.78813E-024  5.05544E-007  3.41340E-031  1.05440E-016  6.82209E-014  6.32163E-014  1.68743E-008  1.08835E-016  2.63941E-013  7.87595E-001  3.73468E-019  5.01901E-023  2.98135E-017  4.90174E-025  4.42856E-022  2.08837E-008  1.00000E-005  1.00000E-005  
1.90068E+001  6.82840E-002  2.45958E+018  2.01083E+002  4.19074E+003  1.00000E-040  3.62221E-012  1.00000E-040  2.96701E-019  7.52700E-017  1.58785E-022  1.00000E-040  1.90169E-012  2.32477E-027  1.31881E-039  1.45111E-013  1.92667E-017  4.56431E-012  7.20525E-027  9.96210E-037  2.16847E-015  5.74321E-019  1.19799E-030  2.18955E-013  2.07104E-022  1.55509E-029  2.12033E-001  1.89940E-027  2.79467E-036  3.66797E-013  7.96426E-016  5.46652E-026  2.42133E-011  2.59066E-024  3.90389E-006  4.83484E-031  5.15421E-019  1.24704E-018  4.41940E-016  1.87473E-028  1.89930E-033  1.00000E-040  4.07650E-014  7.79603E-010  5.36344E-033  2.62445E-017  5.07414E-023  2.45989E-019  4.65391E-031  8.35389E-009  1.56278E-026  1.00000E-040  5.94763E-023  1.00645E-009  1.91479E-018  1.23057E-006  1.42502E-020  1.79980E-028  2.61597E-017  1.43883E-036  1.82600E-012  1.55091E-014  1.00000E-040  5.78467E-014  1.38750E-013  3.63709E-004  1.81466E-014  1.00000E-040  1.64603E-023  2.54338E-015  7.94495E-011  8.77758E-026  2.04862E-016  9.50146E-007  7.45796E-012  2.50202E-021  1.50305E-012  8.09716E-020  3.15683E-018  1.57123E-014  2.24227E-029  6.19635E-024  3.07535E-022  1.00000E-040  5.95502E-014  2.33565E-039  2.98974E-007  9.77913E-021  6.70966E-024  4.95604E-007  3.42710E-031  1.53490E-016  7.98332E-014  5.29622E-014  1.44792E-008  1.86571E-016  4.09618E-013  7.87596E-001  1.32102E-019  5.05094E-023  1.05000E-017  2.76792E-025  3.87433E-022  2.08834E-008  1.00000E-005  1.00000E-005  
1.98908E+001  5.88717E-002  2.09211E+018  2.03816E+002  4.59496E+003  1.00000E-040  1.45299E-012  1.00000E-040  1.96967E-019  2.36749E-017  1.58778E-022  1.00000E-040  2.93032E-012  8.60850E-028  3.97527E-039  1.72500E-013  1.36778E-017  5.52799E-012  1.12229E-026  8.83597E-037  1.53223E-015  5.74288E-019  1.18439E-030  2.85368E-013  5.54496E-023  1.55499E-029  2.12031E-001  6.81077E-027  2.79327E-036  7.13299E-013  9.73880E-016  1.35994E-025  2.27713E-011  6.25775E-024  3.97054E-006  2.90953E-031  7.96908E-019  1.23849E-018  4.91435E-016  1.87476E-028  3.44923E-039  1.00000E-040  2.48947E-014  8.32193E-010  1.02435E-032  2.62428E-017  7.46258E-023  7.45968E-020  1.17656E-031  1.02468E-008  2.55467E-026  1.00000E-040  6.94253E-023  1.25192E-009  2.58026E-018  1.55267E-006  2.13225E-020  3.47364E-028  2.83645E-017  2.68523E-038  1.08583E-012  2.32149E-014  1.00000E-040  2.58254E-014  2.53312E-013  3.63725E-004  1.98445E-014  1.00000E-040  3.04913E-023  2.42318E-015  8.08691E-011  1.10739E-025  1.68236E-016  9.21574E-007  5.52250E-012  2.91443E-021  1.50305E-012  8.09691E-020  1.67148E-018  3.70235E-015  2.25758E-029  1.01203E-023  2.93506E-022  1.95988E-030  4.96923E-014  7.73075E-040  2.86551E-007  8.95288E-021  6.13421E-024  4.84720E-007  3.17101E-031  1.95494E-016  9.55228E-014  4.23804E-014  1.27531E-008  2.80983E-016  6.45224E-013  7.87599E-001  3.96145E-020  5.08538E-023  3.22099E-018  1.45794E-025  3.72692E-022  2.08830E-008  1.00000E-005  1.00000E-005  
2.07749E+001  5.08596E-002  1.78352E+018  2.06543E+002  5.10131E+003  1.00000E-040  3.24421E-013  1.00000E-040  1.32449E-019  6.50519E-018  1.58770E-022  1.00000E-040  4.22881E-012  2.91960E-028  9.50694E-039  2.06159E-013  9.72809E-018  6.66626E-012  1.77953E-026  7.85518E-037  1.12232E-015  5.74253E-019  1.16992E-030  3.76629E-013  1.32026E-023  1.55488E-029  2.12028E-001  2.15774E-026  2.79180E-036  1.39285E-012  1.18862E-015  3.14896E-025  2.13314E-011  1.52942E-023  4.03999E-006  1.40499E-031  1.20839E-018  1.25722E-018  5.66449E-016  1.87479E-028  1.44158E-038  1.00000E-040  2.86141E-014  8.82705E-010  1.99281E-032  2.62410E-017  1.09558E-022  2.30965E-020  2.52588E-032  1.21458E-008  4.23619E-026  1.00000E-040  6.88002E-023  1.51261E-009  3.46945E-018  1.91472E-006  3.30080E-020  6.01163E-028  3.00317E-017  1.44138E-039  5.89798E-013  3.35613E-014  1.00000E-040  1.10657E-014  4.50167E-013  3.63740E-004  2.18214E-014  1.00000E-040  5.19515E-023  2.32295E-015  8.22851E-011  1.44907E-025  1.39002E-016  8.91908E-007  3.87873E-012  3.46437E-021  1.50305E-012  8.09665E-020  8.53221E-019  7.67082E-016  2.27213E-029  1.67632E-023  2.72064E-022  1.00000E-040  4.12397E-014  2.16264E-040  2.73457E-007  8.09375E-021  5.83020E-024  4.73194E-007  2.70147E-031  2.20216E-016  1.14855E-013  3.22000E-014  1.15664E-008  3.72114E-016  1.01856E-012  7.87601E-001  1.02539E-020  5.12080E-023  8.68130E-019  7.41095E-026  3.84913E-022  2.08827E-008  1.00000E-005  1.00000E-005  
2.16589E+001  4.40245E-002  1.52372E+018  2.09270E+002  5.70915E+003  1.00000E-040  1.00000E-040  1.00000E-040  9.20975E-020  1.55816E-018  1.58762E-022  1.00000E-040  5.81807E-012  9.86561E-029  1.83678E-038  2.48592E-013  6.96962E-018  8.01013E-012  2.85306E-026  7.04153E-037  8.45049E-016  5.74216E-019  1.15471E-030  5.02162E-013  2.78956E-024  1.55478E-029  2.12025E-001  6.16395E-026  2.79026E-036  2.68112E-012  1.45222E-015  6.85317E-025  1.99131E-011  3.65410E-023  4.11134E-006  5.46582E-032  1.80784E-018  1.25634E-018  6.63602E-016  1.87482E-028  5.55782E-038  1.00000E-040  3.56394E-014  9.36490E-010  3.84366E-032  2.62391E-017  1.60753E-022  8.40526E-021  4.66689E-033  1.39973E-008  7.13862E-026  1.00000E-040  5.83859E-023  1.79616E-009  4.65878E-018  2.31957E-006  5.24941E-020  9.34484E-028  3.13865E-017  6.52284E-040  2.91051E-013  4.72098E-014  1.00000E-040  4.66807E-015  7.83203E-013  3.63755E-004  2.36861E-014  1.00000E-040  8.16367E-023  2.23138E-015  8.36785E-011  1.92925E-025  1.16270E-016  8.61542E-007  2.55741E-012  4.17956E-021  1.50305E-012  8.09638E-020  4.29769E-019  1.39082E-016  2.28439E-029  2.81289E-023  2.42423E-022  1.00000E-040  3.41440E-014  1.00000E-040  2.59850E-007  7.21730E-021  5.57331E-024  4.61162E-007  2.10376E-031  2.20291E-016  1.38170E-013  2.30127E-014  1.07793E-008  4.33791E-016  1.59973E-012  7.87603E-001  2.29303E-021  5.15605E-023  2.04609E-019  3.71971E-026  4.16280E-022  2.08823E-008  1.00000E-005  1.00000E-005  
