alt           press         den           temp          eddy          H2Oaer        H2SO4aer      S2            CH3CO         H2S           H2CCO         C2            N2O5          S             C2H           HNO2          C2H5          H2CO          CH2OH         HCS           CH2CN         HC3N          C4H2          OH            CH3S          C4H5          O2            N             S8            H2O2          CH3           CH            CH3CN         NCO           H2O           NS            O_1           NH2           HNCO          C4H3          C             S4            H2SO4         NO            CN            C2H3CN        HCO           SO            HS2           HNO3          CH2           CS2           C2H2          NO2           CH3O          O3            H             C3H3          CH3CHO        CS            C2H4          NO3           He            SO2           O             CO2           CH3OOH        N_2D          C6H5          CH3O2         HCN           NH            HNO           CH4           NH3           H2CN          CH2NH         C3H4          SO3           HSO           C3H2          CH2_1         C6H6          S3            C2H6          S2O           N2O           COS           N2H           H2            C2H3          N2H3          CH3OH         N2H4          CO            N2H2          HO2           N2            CH3SH         HCCO          SH            HSO3          CH2NH2        CH3NH2        H2Oaer_r      H2SO4aer_r    
2.25429E+001  3.81788E-002  1.30554E+018  2.11811E+002  6.40984E+003  1.00000E-040  1.00000E-040  1.00000E-040  6.73804E-020  3.23491E-019  1.58754E-022  1.00000E-040  7.68880E-012  4.00402E-029  2.90958E-038  3.03968E-013  5.03761E-018  9.54852E-012  4.59239E-026  6.39172E-037  6.49185E-016  5.74178E-019  1.13885E-030  6.73310E-013  5.28806E-025  1.55467E-029  2.12022E-001  1.63452E-025  2.78866E-036  4.95062E-012  1.76808E-015  1.41261E-024  1.85301E-011  8.33545E-023  4.18391E-006  1.74629E-032  2.67622E-018  1.19317E-018  7.80456E-016  1.87485E-028  1.98556E-037  1.00000E-040  3.84429E-014  1.00404E-009  7.22134E-032  2.62371E-017  2.34539E-022  4.08558E-021  7.12778E-034  1.57480E-008  1.20967E-025  1.00000E-040  4.27574E-023  2.11450E-009  6.24206E-018  2.76924E-006  8.48184E-020  1.30536E-027  3.24388E-017  4.42857E-040  1.29951E-013  6.45343E-014  1.00000E-040  1.97630E-015  1.33342E-012  3.63770E-004  2.48764E-014  1.00000E-040  1.18710E-022  2.12011E-015  8.50357E-011  2.58863E-025  9.96254E-017  8.30777E-007  1.56486E-012  5.08933E-021  1.50305E-012  8.09609E-020  2.17310E-019  2.18206E-017  2.29298E-029  4.72725E-023  2.05438E-022  1.00000E-040  2.83062E-014  1.00000E-040  2.45861E-007  6.33842E-021  5.26476E-024  4.48727E-007  1.46853E-031  1.96104E-016  1.65887E-013  1.53089E-014  1.02773E-008  4.44684E-016  2.45897E-012  7.87605E-001  4.39374E-022  5.19023E-023  4.18107E-020  1.87747E-026  4.62198E-022  2.08818E-008  1.00000E-005  1.00000E-005  
2.34270E+001  3.31648E-002  1.12188E+018  2.14115E+002  7.18923E+003  1.00000E-040  1.00000E-040  1.00000E-040  5.20248E-020  5.74753E-020  1.58746E-022  1.00000E-040  9.85732E-012  2.29622E-029  3.83072E-038  3.78666E-013  3.68826E-018  1.12812E-011  7.40511E-026  5.89032E-037  5.06678E-016  5.74139E-019  1.12239E-030  9.06080E-013  8.89895E-026  1.55455E-029  2.12019E-001  4.09990E-025  2.78702E-036  8.64629E-012  2.14478E-015  2.77647E-024  1.71902E-011  1.79423E-022  4.25729E-006  4.59176E-033  3.93016E-018  1.04683E-018  9.15063E-016  1.87489E-028  6.62091E-037  4.14415E-031  3.95809E-014  1.09556E-009  1.31311E-031  2.62351E-017  3.40014E-022  2.52433E-021  7.33395E-035  1.73481E-008  2.05196E-025  1.00000E-040  2.72143E-023  2.48654E-009  8.34576E-018  3.26347E-006  1.38549E-019  1.63656E-027  3.33292E-017  3.45400E-040  5.23623E-014  8.60282E-014  1.00000E-040  8.49971E-016  2.22479E-012  3.63784E-004  2.49774E-014  1.00000E-040  1.60206E-022  1.97820E-015  8.63491E-011  3.48100E-025  8.80218E-017  7.99802E-007  8.77312E-013  6.23720E-021  1.50306E-012  8.09580E-020  1.11609E-019  2.91207E-018  2.29713E-029  7.92545E-023  1.64095E-022  1.00000E-040  2.35944E-014  1.00000E-040  2.31584E-007  5.47101E-021  4.79631E-024  4.35953E-007  9.12732E-032  1.55026E-016  1.98738E-013  9.36763E-015  9.97040E-009  3.99647E-016  3.67250E-012  7.87608E-001  7.12265E-023  5.22297E-023  7.28836E-021  9.64065E-027  5.29726E-022  2.08814E-008  1.00000E-005  1.00000E-005  
2.43110E+001  2.88520E-002  9.66666E+017  2.16180E+002  8.03764E+003  1.00000E-040  1.00000E-040  1.00000E-040  4.21604E-020  8.58244E-021  1.58737E-022  1.00000E-040  1.23578E-011  1.70055E-029  4.25575E-038  4.82717E-013  2.75131E-018  1.32111E-011  1.19694E-025  5.51957E-037  4.00983E-016  5.74099E-019  1.10531E-030  1.22319E-012  1.30348E-026  1.55443E-029  2.12016E-001  9.85329E-025  2.78532E-036  1.41730E-011  2.59618E-015  5.23123E-024  1.58965E-011  3.62190E-022  4.33128E-006  9.84234E-034  5.73621E-018  8.28897E-019  1.06557E-015  1.87493E-028  2.07409E-036  1.00000E-040  4.00521E-014  1.22298E-009  2.31373E-031  2.62330E-017  4.90175E-022  1.73878E-021  1.19005E-035  1.87469E-008  3.47760E-025  1.00000E-040  1.52033E-023  2.93736E-009  1.11392E-017  3.79792E-006  2.28565E-019  1.84109E-027  3.42749E-017  2.96516E-040  1.90883E-014  1.12297E-013  1.00000E-040  3.73436E-016  3.64315E-012  3.63797E-004  2.38005E-014  1.00000E-040  2.01611E-022  1.80503E-015  8.76155E-011  4.68004E-025  8.05767E-017  7.68712E-007  4.44421E-013  7.69029E-021  1.50306E-012  8.09550E-020  5.86206E-020  3.23347E-019  2.29696E-029  1.32463E-022  1.22925E-022  4.16304E-029  1.98686E-014  1.00000E-040  2.17087E-007  4.62862E-021  4.11157E-024  4.22872E-007  5.06504E-032  1.08200E-016  2.37873E-013  5.20309E-015  9.79040E-009  3.13110E-016  5.31211E-012  7.87611E-001  9.60958E-024  5.25448E-023  1.06051E-021  5.06511E-027  6.34876E-022  2.08810E-008  1.00000E-005  1.00000E-005  
2.51950E+001  2.51322E-002  8.35181E+017  2.17955E+002  8.93607E+003  1.00000E-040  1.00000E-040  1.00000E-040  3.57312E-020  1.05547E-021  1.58728E-022  1.00000E-040  1.51621E-011  1.37410E-029  4.10379E-038  6.31987E-013  2.10477E-018  1.53153E-011  1.94164E-025  5.26430E-037  3.21437E-016  5.74057E-019  1.08755E-030  1.65572E-012  1.63372E-027  1.55431E-029  2.12013E-001  2.29711E-024  2.78356E-036  2.16566E-011  3.13669E-015  9.48353E-024  1.46491E-011  6.82942E-022  4.40584E-006  1.69976E-034  8.32637E-018  5.81177E-019  1.22998E-015  1.87497E-028  6.12085E-036  1.00000E-040  4.02499E-014  1.40269E-009  3.93037E-031  2.62308E-017  7.02124E-022  1.23872E-021  1.00000E-040  1.98917E-008  5.87060E-025  1.00000E-040  7.64007E-024  3.49451E-009  1.48408E-017  4.36228E-006  3.80743E-019  1.86544E-027  3.54878E-017  2.65112E-040  6.43274E-015  1.43483E-013  1.00000E-040  1.67690E-016  5.85202E-012  3.63810E-004  2.13995E-014  1.00000E-040  2.38457E-022  1.60488E-015  8.88350E-011  6.29505E-025  7.68685E-017  7.37533E-007  2.00503E-013  9.55216E-021  1.50306E-012  8.09519E-020  3.16155E-020  2.90927E-020  2.29322E-029  2.20277E-022  8.64123E-023  1.00000E-040  1.69982E-014  1.00000E-040  2.02424E-007  3.82493E-021  3.25296E-024  4.09490E-007  2.55713E-032  6.61561E-017  2.84944E-013  2.58550E-015  9.68679E-009  2.12218E-016  7.40954E-012  7.87613E-001  1.05828E-024  5.28542E-023  1.25594E-022  2.72743E-027  7.95472E-022  2.08805E-008  1.00000E-005  1.00000E-005  
2.60791E+001  2.19162E-002  7.23111E+017  2.19521E+002  9.85812E+003  1.00000E-040  1.00000E-040  1.00000E-040  3.13580E-020  1.04592E-022  1.58719E-022  1.00000E-040  1.82062E-011  1.12007E-029  3.69839E-038  8.50608E-013  1.66692E-018  1.76008E-011  3.17667E-025  5.11333E-037  2.61198E-016  5.74014E-019  1.06902E-030  2.25046E-012  1.69799E-028  1.55418E-029  2.12009E-001  5.20075E-024  2.78174E-036  3.09244E-011  3.79938E-015  1.65857E-023  1.34450E-011  1.20470E-021  4.48113E-006  2.30148E-035  1.20294E-017  3.54339E-019  1.40687E-015  1.87501E-028  3.00940E-033  1.00000E-040  4.03322E-014  1.65281E-009  6.51597E-031  2.62286E-017  1.00216E-021  8.88009E-022  1.00000E-040  2.07295E-008  9.90543E-025  1.00000E-040  3.70749E-024  4.18829E-009  1.97486E-017  4.93841E-006  6.43922E-019  1.71947E-027  3.73778E-017  2.36725E-040  2.17281E-015  1.79889E-013  1.00000E-040  7.67298E-017  9.23688E-012  3.63822E-004  1.81976E-014  1.00000E-040  2.67770E-022  1.39527E-015  9.00102E-011  8.48383E-025  7.64468E-017  7.06217E-007  7.93517E-014  1.20049E-020  1.50306E-012  8.09487E-020  1.75950E-020  2.06093E-021  2.28689E-029  3.65964E-022  5.75441E-023  4.66378E-030  1.48699E-014  1.00000E-040  1.87634E-007  3.07325E-021  2.30953E-024  3.95782E-007  1.28279E-032  3.49958E-017  3.42819E-013  1.13104E-015  9.62437E-009  1.23039E-016  9.99487E-012  7.87616E-001  9.32990E-026  5.31666E-023  1.17604E-023  1.50128E-027  1.03912E-021  2.08800E-008  1.00000E-005  1.00000E-005  
2.69631E+001  1.91306E-002  6.26949E+017  2.21011E+002  1.08456E+004  1.00000E-040  1.00000E-040  1.56090E-026  2.81492E-020  8.22115E-024  1.58709E-022  1.00000E-040  2.12980E-011  9.00850E-030  3.71137E-038  1.17418E-012  1.38157E-018  2.00856E-011  5.27055E-025  5.06062E-037  2.15431E-016  5.73969E-019  1.04961E-030  3.07551E-012  1.41849E-029  1.55405E-029  2.12006E-001  1.13836E-023  2.77984E-036  4.14521E-011  4.63945E-015  2.80215E-023  1.22830E-011  1.99603E-021  4.55720E-006  2.37788E-036  1.72982E-017  1.84971E-019  1.59500E-015  1.87506E-028  4.54339E-035  7.54900E-030  4.03643E-014  1.99476E-009  1.07240E-030  2.62262E-017  1.42997E-021  6.35205E-022  9.17328E-036  2.12059E-008  1.67912E-024  1.00000E-040  2.06627E-024  5.04499E-009  2.62505E-017  5.49769E-006  1.11389E-018  1.47014E-027  4.05219E-017  2.11554E-040  9.06085E-016  2.21583E-013  1.00000E-040  3.56587E-017  1.43532E-011  3.63834E-004  1.47388E-014  1.00000E-040  2.88850E-022  1.19450E-015  9.11425E-011  1.14758E-024  7.89853E-017  6.74743E-007  2.71852E-014  1.53600E-020  1.50306E-012  8.09453E-020  1.02556E-020  1.12093E-022  2.27875E-029  6.10765E-022  3.70260E-023  1.70953E-029  1.34005E-014  1.00000E-040  1.72793E-007  2.38830E-021  1.42933E-024  3.81744E-007  7.94588E-033  1.57937E-017  4.15969E-013  4.28815E-016  9.58030E-009  6.02446E-017  1.30966E-011  7.87619E-001  6.49181E-027  5.34895E-023  8.48606E-025  8.41187E-028  1.41124E-021  2.08795E-008  1.00000E-005  1.00000E-005  
2.78472E+001  1.67153E-002  5.44043E+017  2.22534E+002  1.19559E+004  1.00000E-040  1.00000E-040  4.57317E-026  2.55838E-020  5.15025E-025  1.58698E-022  1.00000E-040  2.40079E-011  7.12389E-030  5.02579E-038  1.65302E-012  1.21054E-018  2.27681E-011  8.89626E-025  5.10471E-037  1.80530E-016  5.73921E-019  1.02930E-030  4.22539E-012  9.39777E-031  1.55391E-029  2.12002E-001  2.39693E-023  2.77786E-036  5.22875E-011  5.73645E-015  4.57506E-023  1.11671E-011  3.12061E-021  4.63377E-006  1.88187E-037  2.47252E-017  8.20279E-020  1.79259E-015  1.87510E-028  1.14982E-034  3.02988E-029  4.03737E-014  2.45441E-009  1.77357E-030  2.62238E-017  2.04220E-021  4.53550E-022  1.71030E-035  2.12711E-008  2.87054E-024  1.00000E-040  1.60223E-024  6.07480E-009  3.48189E-017  6.00091E-006  1.98289E-018  1.19634E-027  4.56799E-017  1.84648E-040  5.68107E-016  2.67432E-013  1.00000E-040  1.68313E-017  2.19695E-011  3.63844E-004  1.14711E-014  1.00000E-040  3.02859E-022  1.01508E-015  9.22276E-011  1.56006E-024  8.43062E-017  6.43240E-007  8.01032E-015  2.01284E-020  1.50307E-012  8.09418E-020  6.53297E-021  4.65498E-024  2.26924E-029  1.02807E-021  2.36164E-023  1.00000E-040  1.25383E-014  1.00000E-040  1.58066E-007  1.78645E-021  7.54927E-025  3.67435E-007  7.44232E-033  6.02311E-018  5.10716E-013  1.39437E-016  9.54122E-009  2.46921E-017  1.67117E-011  7.87622E-001  3.56936E-028  5.38275E-023  4.69187E-026  4.78836E-028  1.99075E-021  2.08790E-008  1.00000E-005  1.00000E-005  
2.87312E+001  1.46198E-002  4.72128E+017  2.24284E+002  1.31502E+004  1.00000E-040  1.00000E-040  1.00000E-040  2.32120E-020  2.79276E-026  1.58688E-022  1.00000E-040  2.58391E-011  5.54586E-030  8.69598E-038  2.35214E-012  1.12972E-018  2.56742E-011  1.53087E-024  5.24774E-037  1.53721E-016  5.73872E-019  1.00804E-030  5.83206E-012  5.15833E-032  1.55377E-029  2.11999E-001  4.80876E-023  2.77580E-036  6.23814E-011  7.22042E-015  7.21660E-023  1.01016E-011  4.63394E-021  4.71053E-006  1.33689E-038  3.50738E-017  3.08138E-020  1.99844E-015  1.87515E-028  2.78186E-034  1.00000E-040  4.03726E-014  3.05806E-009  3.00868E-030  2.62212E-017  2.92516E-021  3.23690E-022  1.00000E-040  2.08938E-008  4.97799E-024  1.00000E-040  1.63740E-024  7.27162E-009  4.60188E-017  6.40451E-006  3.65626E-018  9.53587E-028  5.40221E-017  1.58461E-040  4.74745E-016  3.16268E-013  1.00000E-040  8.08441E-018  3.32013E-011  3.63854E-004  8.68224E-015  1.00000E-040  3.11725E-022  8.64617E-016  9.32616E-011  2.13114E-024  9.19838E-017  6.11834E-007  2.02909E-015  2.71729E-020  1.50307E-012  8.09381E-020  4.99715E-021  1.70265E-025  2.25841E-029  1.75575E-021  1.53585E-023  1.00000E-040  1.22515E-014  1.00000E-040  1.43630E-007  1.27977E-021  3.33395E-025  3.52923E-007  9.44378E-033  1.92673E-018  6.36187E-013  3.86651E-017  9.50135E-009  8.41901E-018  2.08711E-011  7.87625E-001  1.65736E-029  5.41842E-023  2.29081E-027  2.76205E-028  2.94862E-021  2.08784E-008  1.00000E-005  1.00000E-005  
2.96152E+001  1.28018E-002  4.09716E+017  2.26311E+002  1.44240E+004  1.00000E-040  1.00000E-040  1.00000E-040  2.08848E-020  2.52242E-027  1.58676E-022  1.00000E-040  2.62264E-011  4.25704E-030  1.61271E-037  3.34963E-012  1.12329E-018  2.87512E-011  2.67719E-024  5.49664E-037  1.32622E-016  5.73821E-019  9.85740E-031  8.05886E-012  4.45198E-033  1.55362E-029  2.11996E-001  9.17199E-023  2.77364E-036  7.03675E-011  9.24933E-015  1.09870E-022  9.08804E-012  6.56717E-021  4.78733E-006  2.17445E-039  4.92345E-017  9.82938E-021  2.21185E-015  1.87521E-028  6.42942E-034  1.00000E-040  4.03664E-014  3.83801E-009  5.24187E-030  2.62186E-017  4.18914E-021  2.31555E-022  1.00000E-040  2.00743E-008  8.75010E-024  1.00000E-040  1.85294E-024  8.59772E-009  6.04130E-017  6.67050E-006  6.97698E-018  7.59338E-028  6.70560E-017  1.34584E-040  4.31654E-016  3.64527E-013  1.00000E-040  3.96087E-018  4.95272E-011  3.63862E-004  6.43808E-015  1.00000E-040  3.15726E-022  7.41546E-016  9.42426E-011  2.92483E-024  1.01736E-016  5.80582E-007  4.43597E-016  3.78924E-020  1.50307E-012  8.09343E-020  5.16173E-021  1.67048E-026  2.24599E-029  3.03999E-021  1.03561E-023  1.00000E-040  1.25287E-014  1.00000E-040  1.29637E-007  8.73043E-022  1.22154E-025  3.38240E-007  1.32385E-032  5.15453E-019  8.04242E-013  9.12454E-018  9.45894E-009  2.38220E-018  2.54800E-011  7.87628E-001  1.24314E-030  5.45634E-023  3.01004E-028  1.61155E-028  4.59418E-021  2.08779E-008  1.00000E-005  1.00000E-005  
3.04993E+001  1.12251E-002  3.55312E+017  2.28821E+002  1.57123E+004  1.00000E-040  1.00000E-040  2.50123E-026  1.83716E-020  1.78511E-027  1.58664E-022  1.00000E-040  2.50183E-011  3.23209E-030  2.95129E-037  4.71887E-012  1.18585E-018  3.20221E-011  4.74212E-024  5.86480E-037  1.15540E-016  5.73767E-019  9.62231E-031  1.11170E-011  3.26935E-033  1.55346E-029  2.11992E-001  1.64914E-022  2.77139E-036  7.54582E-011  1.20849E-014  1.61360E-022  8.12649E-012  8.94290E-021  4.86418E-006  2.40656E-039  6.82025E-017  2.68083E-021  2.43308E-015  1.87526E-028  2.10733E-033  3.62401E-029  4.03576E-014  4.82087E-009  9.55054E-030  2.62158E-017  5.99909E-021  1.66194E-022  2.86837E-035  1.88349E-008  1.56404E-023  1.00000E-040  2.13984E-024  1.00034E-008  7.85637E-017  6.77214E-006  1.37767E-017  6.16363E-028  8.72702E-017  1.14649E-040  3.91034E-016  4.10565E-013  1.00000E-040  1.98550E-018  7.31578E-011  3.63869E-004  4.72185E-015  1.00000E-040  3.18322E-022  6.44010E-016  9.51704E-011  4.02487E-024  1.12662E-016  5.49473E-007  8.43493E-017  5.46214E-020  1.50307E-012  8.09303E-020  7.60916E-021  1.30491E-026  2.23152E-029  5.35370E-021  7.36410E-024  4.17725E-031  1.33818E-014  1.00000E-040  1.16200E-007  5.63402E-022  3.67356E-026  3.23388E-007  1.88617E-032  1.15090E-019  1.03106E-012  1.83581E-018  9.41508E-009  5.58602E-019  3.05396E-011  7.87631E-001  8.34668E-031  5.49718E-023  3.15359E-028  9.47451E-029  7.62433E-021  2.08772E-008  1.00000E-005  1.00000E-005  
3.13833E+001  9.85786E-003  3.08248E+017  2.31632E+002  1.70412E+004  1.00000E-040  1.00000E-040  5.98392E-028  1.59363E-020  1.04641E-027  1.58652E-022  1.00000E-040  2.21672E-011  2.43492E-030  5.27207E-037  6.51754E-012  1.31272E-018  3.52921E-011  8.41283E-024  6.37387E-037  1.00965E-016  5.73710E-019  9.37304E-031  1.52196E-011  1.97828E-033  1.55329E-029  2.11989E-001  2.81681E-022  2.76901E-036  7.66918E-011  1.59625E-014  2.28465E-022  7.21755E-012  1.17371E-020  4.94103E-006  1.71115E-039  9.28798E-017  6.45386E-022  2.66089E-015  1.87532E-028  4.99251E-033  1.05307E-030  4.03472E-014  6.03980E-009  1.77046E-029  2.62128E-017  8.51027E-021  1.20309E-022  8.24982E-037  1.72498E-008  2.81024E-023  1.00000E-040  2.49958E-024  1.13826E-008  1.00767E-016  6.71180E-006  2.77622E-017  5.10086E-028  1.17480E-016  1.00000E-040  3.46666E-016  4.47113E-013  1.00000E-040  1.02167E-018  1.06661E-010  3.63875E-004  3.42855E-015  1.00000E-040  3.19446E-022  5.64742E-016  9.60444E-011  5.54683E-024  1.24358E-016  5.18505E-007  1.41000E-017  8.09032E-020  1.50307E-012  8.09260E-020  1.40678E-020  5.96949E-027  2.21447E-029  9.47969E-021  5.49136E-024  1.00000E-040  1.48402E-014  1.00000E-040  1.03413E-007  3.41481E-022  9.27001E-027  3.08364E-007  2.65113E-032  2.15722E-020  1.33341E-012  3.16545E-019  9.36764E-009  1.09130E-019  3.57117E-011  7.87635E-001  4.76258E-031  5.54192E-023  1.94117E-028  5.62448E-029  1.32052E-020  2.08766E-008  1.00000E-005  1.00000E-005  
3.22673E+001  8.67153E-003  2.67678E+017  2.34639E+002  1.84842E+004  1.00000E-040  1.00000E-040  1.00000E-040  1.37094E-020  3.23705E-028  1.58638E-022  1.00000E-040  1.81881E-011  1.83937E-030  9.04390E-037  8.75148E-012  1.50080E-018  3.84135E-011  1.48004E-023  7.05284E-037  8.79585E-017  5.73649E-019  9.10840E-031  2.05975E-011  6.17898E-034  1.55311E-029  2.11986E-001  4.58586E-022  2.76650E-036  7.43702E-011  2.11700E-014  3.12212E-022  6.36594E-012  1.49278E-020  5.01749E-006  6.23002E-040  1.24156E-016  1.72327E-022  2.89253E-015  1.87539E-028  1.00000E-040  1.00000E-040  4.03357E-014  7.51046E-009  3.28571E-029  2.62097E-017  1.18936E-020  8.87206E-023  1.00000E-040  1.54189E-008  5.03039E-023  1.00000E-040  2.90564E-024  1.26185E-008  1.27123E-016  6.51720E-006  5.64553E-017  4.30232E-028  1.61340E-016  1.00000E-040  3.00469E-016  4.69193E-013  1.00000E-040  5.44547E-019  1.53505E-010  3.63879E-004  2.47679E-015  1.00000E-040  3.21349E-022  4.99531E-016  9.68597E-011  7.63702E-024  1.35792E-016  4.87820E-007  2.10618E-018  1.22273E-019  1.50308E-012  8.09215E-020  2.86473E-020  1.41893E-027  2.19441E-029  1.67273E-020  4.26951E-024  1.00000E-040  1.69332E-014  1.00000E-040  9.14019E-008  1.93344E-022  2.21244E-027  2.93232E-007  3.61187E-032  3.43307E-021  1.72916E-012  4.73421E-020  9.31414E-009  1.79732E-020  4.07858E-011  7.87638E-001  1.43102E-031  5.59192E-023  6.23228E-029  3.39889E-029  2.35260E-020  2.08759E-008  1.00000E-005  1.00000E-005  
3.31514E+001  7.64089E-003  2.32805E+017  2.37722E+002  2.00984E+004  1.00000E-040  1.00000E-040  1.00000E-040  1.17616E-020  2.12107E-030  1.58624E-022  1.00000E-040  1.38575E-011  1.43092E-030  1.71942E-036  1.13480E-011  1.74110E-018  4.12550E-011  2.55761E-023  7.93796E-037  7.59281E-017  5.73586E-019  8.82820E-031  2.74729E-011  5.22302E-035  1.55293E-029  2.11982E-001  7.14213E-022  2.76386E-036  6.96845E-011  2.79902E-014  4.12816E-022  5.57866E-012  1.85108E-020  5.09282E-006  1.00000E-040  1.63065E-016  1.24454E-022  3.12345E-015  1.87546E-028  2.04393E-032  1.00000E-040  4.03233E-014  9.22456E-009  6.00856E-029  2.62064E-017  1.63090E-020  6.83429E-023  1.00000E-040  1.34592E-008  8.88302E-023  1.00000E-040  3.87379E-024  1.36014E-008  1.57445E-016  6.23477E-006  1.14733E-016  3.67806E-028  2.22709E-016  1.00000E-040  2.55354E-016  4.74467E-013  1.00000E-040  3.07963E-019  2.18411E-010  3.63881E-004  1.79185E-015  1.00000E-040  3.22453E-022  4.44854E-016  9.76096E-011  1.04808E-023  1.45513E-016  4.57685E-007  2.86901E-019  1.87310E-019  1.50308E-012  8.09168E-020  5.95984E-020  4.80396E-029  2.17008E-029  2.91299E-020  3.42315E-024  1.00000E-040  1.96635E-014  1.00000E-040  8.02963E-008  1.01977E-022  1.03624E-027  2.78117E-007  4.76621E-032  4.71631E-022  2.23415E-012  6.24991E-021  9.25217E-009  2.53879E-021  4.56863E-011  7.87642E-001  1.13902E-032  5.64940E-023  2.86347E-030  2.14230E-029  4.25140E-020  2.08752E-008  1.00000E-005  1.00000E-005  
3.40354E+001  6.74377E-003  2.02957E+017  2.40667E+002  2.19439E+004  1.00000E-040  1.00000E-040  7.00888E-027  1.01720E-020  1.00000E-040  1.58609E-022  1.00000E-040  9.85594E-012  1.22132E-030  4.35886E-036  1.41672E-011  2.01160E-018  4.36373E-011  4.30190E-023  9.07323E-037  6.45657E-017  5.73520E-019  8.53314E-031  3.60330E-011  1.00000E-040  1.55273E-029  2.11979E-001  1.07236E-021  2.76111E-036  6.39607E-011  3.65648E-014  5.29917E-022  4.86246E-012  2.24972E-020  5.16614E-006  1.00000E-040  2.11128E-016  2.32007E-022  3.34744E-015  1.87554E-028  2.19983E-032  2.42993E-029  4.03101E-014  1.11503E-008  1.05773E-028  2.62029E-017  2.18415E-020  5.85263E-023  1.00000E-040  1.14957E-008  1.52873E-022  1.00000E-040  7.10960E-024  1.42397E-008  1.91103E-016  5.91755E-006  2.30928E-016  3.15262E-028  3.04168E-016  1.00000E-040  2.13840E-016  4.62200E-013  1.00000E-040  1.96290E-019  3.07626E-010  3.63881E-004  1.30438E-015  1.00000E-040  3.22843E-022  3.97227E-016  9.82876E-011  1.43076E-023  1.52056E-016  4.28439E-007  3.64152E-020  2.89115E-019  1.50308E-012  8.09118E-020  1.19425E-019  1.00000E-040  2.14272E-029  4.94662E-020  2.78555E-024  1.23754E-029  2.29766E-014  1.00000E-040  7.01979E-008  5.01030E-023  1.67227E-027  2.63182E-007  6.03365E-032  5.70789E-023  2.85688E-012  7.43151E-022  9.17943E-009  3.14145E-022  5.03978E-011  7.87645E-001  1.00000E-040  5.71664E-023  1.00000E-040  1.50041E-029  7.65081E-020  2.08744E-008  1.00000E-005  1.00000E-005  
3.49194E+001  5.96096E-003  1.77394E+017  2.43385E+002  2.41137E+004  1.00000E-040  1.00000E-040  1.00000E-040  8.89205E-021  1.85612E-028  1.58593E-022  1.00000E-040  6.60883E-012  1.28171E-030  9.82407E-036  1.70186E-011  2.27977E-018  4.54962E-011  7.00922E-023  1.05091E-036  5.39131E-017  5.73451E-019  8.22494E-031  4.64565E-011  5.25610E-034  1.55253E-029  2.11975E-001  1.55945E-021  2.75824E-036  5.83412E-011  4.69700E-014  6.63207E-022  4.22238E-012  2.69324E-020  5.23646E-006  6.94876E-040  2.70714E-016  5.02890E-022  3.55873E-015  1.87562E-028  3.97486E-032  1.00000E-040  4.02963E-014  1.32350E-008  1.77886E-028  2.61994E-017  2.85577E-020  6.23111E-023  1.00000E-040  9.62373E-009  2.54800E-022  1.00000E-040  1.19330E-023  1.44959E-008  2.27107E-016  5.60243E-006  4.58897E-016  2.70469E-028  4.06407E-016  1.00000E-040  1.76834E-016  4.35693E-013  1.00000E-040  1.57443E-019  4.30294E-010  3.63878E-004  9.58980E-016  1.00000E-040  3.23072E-022  3.54353E-016  9.88890E-011  1.94089E-023  1.54024E-016  4.00451E-007  4.40744E-021  4.48386E-019  1.50309E-012  8.09067E-020  2.26150E-019  5.21294E-028  2.10835E-029  8.14127E-020  2.28762E-024  1.00000E-040  2.67388E-014  1.00000E-040  6.11723E-008  2.30045E-023  3.70672E-027  2.48620E-007  7.31397E-032  6.21917E-024  3.60009E-012  8.13632E-023  9.09762E-009  3.48240E-023  5.50896E-011  7.87649E-001  1.09530E-031  5.79261E-023  5.78893E-029  1.30624E-029  1.36187E-019  2.08736E-008  1.00000E-005  1.00000E-005  
