alt           press         den           temp          eddy          H2Oaer        H2SO4aer      NO2           CH3CHO        HO2           N2H3          SO            S3            N2O           NCO           CS2           N2H2          NS            CH2           CH2_1         C             CH3CN         CH            N2H4          S8            C2H2          H2CN          CH2NH         SO2           H2SO4         O2            HC3N          C3H3          H             H2CO          O_1           CS            C6H6          CH3O          N2H           O             HNO3          CH3O2         HS2           COS           HSO3          CH3CO         H2CCO         O3            C4H3          NH            C2            HNO2          CH2CN         NH2           CH2NH2        S2O           HNCO          S4            C4H5          NH3           N2O5          HCN           C2H4          C2H5          H2O           He            C2H3CN        SH            C2H3          CH3OOH        N_2D          HCS           CH3NH2        HCO           C2H6          CN            C4H2          CO2           N             H2S           HSO           H2            CH3           NO            C2H           CH4           NO3           C3H2          HNO           SO3           H2O2          C6H5          CH2OH         OH            CH3SH         N2            C3H4          CO            S             CH3S          S2            HCCO          CH3OH         H2Oaer_r      H2SO4aer_r    
8.99223E+000  3.85849E-001  1.32737E+019  2.10544E+002  1.00000E+005  4.43995E-004  6.62548E-012  9.62469E-010  6.33697E-012  8.52165E-013  2.68666E-019  2.11165E-022  2.81762E-031  8.03778E-007  2.28227E-025  3.77680E-031  2.86374E-019  1.44987E-022  1.37019E-027  2.80722E-027  1.00000E-040  3.51724E-011  1.37845E-030  8.41039E-019  2.75746E-034  3.85194E-009  4.64567E-015  7.68145E-014  3.17280E-010  4.73201E-014  1.99864E-001  1.47231E-003  6.10512E-016  6.12832E-023  6.47711E-009  1.25194E-023  1.28907E-032  2.73089E-006  5.99956E-019  5.37651E-029  6.24209E-019  4.67568E-010  1.11246E-012  1.89322E-025  6.87496E-017  9.37802E-026  4.99788E-013  7.44288E-012  7.60839E-009  3.47156E-013  5.57559E-029  1.00000E-040  3.61351E-016  1.07577E-014  4.32167E-021  1.73030E-015  2.76151E-037  2.63260E-015  2.65042E-040  2.64818E-018  5.27361E-011  3.67895E-010  4.61482E-011  7.89946E-008  2.80988E-013  1.18660E-005  1.00000E-040  3.00083E-007  5.54812E-019  1.67459E-030  2.66411E-007  1.00000E-040  1.00000E-040  6.33220E-010  8.28174E-024  9.06090E-007  2.90072E-035  6.52001E-012  3.42679E-004  2.23462E-038  7.20114E-018  8.80012E-012  5.30726E-007  3.50059E-016  3.58211E-012  5.12072E-035  7.09882E-003  4.74916E-015  2.97198E-011  1.45825E-015  3.57385E-019  7.01841E-010  3.65358E-012  2.65870E-027  1.05428E-017  1.56213E-013  7.42352E-001  4.88522E-002  4.51954E-007  9.77731E-031  3.61417E-021  8.78304E-027  7.22104E-012  5.78029E-010  1.00000E-005  1.00000E-005  
9.84863E+000  3.43619E-001  1.20623E+019  2.06332E+002  1.00000E+005  1.60954E-002  4.43441E-010  9.26549E-010  6.47508E-012  9.18002E-013  2.68751E-019  3.62855E-022  2.81423E-031  8.03781E-007  3.42857E-025  3.77456E-031  2.86361E-019  1.45013E-022  1.55998E-027  1.13452E-026  1.00000E-040  3.51725E-011  3.30145E-030  8.41052E-019  2.75746E-034  3.85292E-009  4.64616E-015  7.68148E-014  3.17181E-010  1.96147E-014  1.99865E-001  1.47232E-003  5.88514E-016  8.32962E-023  6.95461E-009  1.58480E-023  1.28109E-032  2.73090E-006  7.70542E-019  9.11007E-029  7.91490E-019  4.73764E-010  1.20846E-012  2.55902E-025  6.87619E-017  1.28214E-025  1.02998E-012  7.44291E-012  8.39571E-009  4.35265E-013  7.79550E-029  1.00000E-040  4.02366E-016  1.07422E-014  5.34533E-021  1.73916E-015  2.76116E-037  2.99990E-015  3.43787E-040  2.92318E-018  5.27288E-011  3.82759E-010  4.61519E-011  7.89933E-008  3.05187E-013  6.76572E-006  1.00000E-040  3.00085E-007  7.97705E-019  1.76981E-030  2.66388E-007  1.00000E-040  1.00000E-040  6.33223E-010  1.02171E-023  9.06096E-007  3.35660E-035  6.52004E-012  3.42689E-004  4.94132E-038  8.36034E-018  8.78757E-012  5.34645E-007  4.13736E-016  3.71763E-012  4.15467E-034  7.09885E-003  4.17469E-015  2.97199E-011  1.48254E-015  8.29576E-019  8.43830E-010  7.28034E-012  3.49956E-027  1.38234E-017  1.56389E-013  7.42356E-001  4.88525E-002  4.52490E-007  1.62786E-030  8.32551E-021  1.05492E-026  7.22105E-012  5.79934E-010  1.00000E-005  1.00000E-005  
1.07050E+001  3.05363E-001  1.08974E+019  2.02959E+002  1.00000E+005  6.69810E-003  3.69543E-010  8.98154E-010  6.64027E-012  9.96435E-013  2.68847E-019  6.10816E-022  2.81104E-031  8.03782E-007  5.20240E-025  3.77198E-031  2.86349E-019  1.45045E-022  1.87538E-027  3.81136E-026  1.00000E-040  3.51725E-011  7.56751E-030  8.41068E-019  2.75746E-034  3.85420E-009  4.64678E-015  7.68150E-014  3.17077E-010  1.01981E-014  1.99865E-001  1.47232E-003  5.79612E-016  1.13935E-022  7.44617E-009  2.00811E-023  1.27412E-032  2.73090E-006  9.76953E-019  1.45598E-028  1.02151E-018  4.79211E-010  1.32047E-012  3.33579E-025  6.87765E-017  1.70080E-025  1.69586E-012  7.44293E-012  9.21041E-009  5.35765E-013  1.07520E-028  1.00000E-040  4.49554E-016  1.07237E-014  6.53969E-021  1.75041E-015  2.76076E-037  3.40536E-015  4.41733E-040  3.22709E-018  5.27206E-011  3.94236E-010  4.61558E-011  7.89914E-008  3.30784E-013  4.45442E-006  1.00000E-040  3.00085E-007  1.13860E-018  1.92130E-030  2.66361E-007  1.00000E-040  1.00000E-040  6.33225E-010  1.25954E-023  9.06101E-007  4.10017E-035  6.52005E-012  3.42699E-004  1.03448E-037  1.04485E-017  8.77369E-012  5.38959E-007  4.99948E-016  3.85532E-012  2.85140E-033  7.09886E-003  3.86711E-015  2.97200E-011  1.50942E-015  1.62721E-018  9.96363E-010  1.31727E-011  4.51704E-027  1.77582E-017  1.56621E-013  7.42358E-001  4.88526E-002  4.53060E-007  2.65582E-030  1.71585E-020  1.27158E-026  7.22103E-012  5.82043E-010  1.00000E-005  1.00000E-005  
1.15614E+001  2.70911E-001  9.78556E+018  2.00520E+002  1.00000E+005  2.89758E-003  3.35820E-010  8.75389E-010  6.83730E-012  1.09227E-012  2.68957E-019  1.01771E-021  2.80813E-031  8.03781E-007  7.98749E-025  3.76902E-031  2.86341E-019  1.45084E-022  2.40880E-027  1.07557E-025  1.00000E-040  3.51724E-011  1.66053E-029  8.41091E-019  2.75745E-034  3.85586E-009  4.64757E-015  7.68151E-014  3.16968E-010  7.24758E-015  1.99865E-001  1.47232E-003  5.82742E-016  1.57781E-022  7.95565E-009  2.54936E-023  1.26821E-032  2.73089E-006  1.21706E-018  2.16914E-028  1.34565E-018  4.84306E-010  1.45482E-012  4.22838E-025  6.87940E-017  2.18045E-025  2.43426E-012  7.44293E-012  1.00579E-008  6.50200E-013  1.46036E-028  1.00000E-040  5.03366E-016  1.07017E-014  7.93973E-021  1.76461E-015  2.76029E-037  3.85564E-015  5.60802E-040  3.56481E-018  5.27114E-011  4.03082E-010  4.61601E-011  7.89891E-008  3.58295E-013  3.36388E-006  1.00000E-040  3.00085E-007  1.61111E-018  2.15114E-030  2.66330E-007  1.00000E-040  1.00000E-040  6.33225E-010  1.55165E-023  9.06104E-007  5.35737E-035  6.52006E-012  3.42710E-004  2.03673E-037  1.36338E-017  8.75827E-012  5.43739E-007  6.21405E-016  3.98492E-012  1.65048E-032  7.09886E-003  3.77355E-015  2.97200E-011  1.53899E-015  2.70797E-018  1.16115E-009  2.21895E-011  5.70562E-027  2.23147E-017  1.56924E-013  7.42359E-001  4.88526E-002  4.53670E-007  4.23526E-030  3.07857E-020  1.53410E-026  7.22100E-012  5.84393E-010  1.00000E-005  1.00000E-005  
1.24178E+001  2.40035E-001  8.75602E+018  1.98557E+002  1.00000E+005  1.46090E-003  3.14702E-010  8.57083E-010  7.07160E-012  1.20295E-012  2.69082E-019  1.73747E-021  2.80561E-031  8.03780E-007  1.23668E-024  3.76563E-031  2.86337E-019  1.45133E-022  3.24315E-027  2.68047E-025  1.00000E-040  3.51724E-011  3.48228E-029  8.41123E-019  2.75744E-034  3.85800E-009  4.64858E-015  7.68152E-014  3.16855E-010  6.53929E-015  1.99866E-001  1.47232E-003  5.97087E-016  2.19397E-022  8.48698E-009  3.23451E-023  1.26346E-032  2.73087E-006  1.50510E-018  3.12835E-028  1.79116E-018  4.89240E-010  1.60739E-012  5.24346E-025  6.88151E-017  2.74945E-025  3.20228E-012  7.44294E-012  1.09450E-008  7.80458E-013  1.96593E-028  1.00000E-040  5.64818E-016  1.06757E-014  9.61178E-021  1.78239E-015  2.75975E-037  4.35807E-015  7.02307E-040  3.94180E-018  5.27012E-011  4.09784E-010  4.61649E-011  7.89862E-008  3.88268E-013  2.76279E-006  1.00000E-040  3.00085E-007  2.26511E-018  2.45993E-030  2.66295E-007  1.00000E-040  1.00000E-040  6.33226E-010  1.90942E-023  9.06108E-007  7.26501E-035  6.52006E-012  3.42721E-004  3.88503E-037  1.81690E-017  8.74107E-012  5.49061E-007  7.84483E-016  4.12135E-012  8.12805E-032  7.09885E-003  3.78028E-015  2.97200E-011  1.57151E-015  4.09010E-018  1.33998E-009  3.54334E-011  7.13979E-027  2.77657E-017  1.57316E-013  7.42359E-001  4.88526E-002  4.54326E-007  6.66748E-030  5.15108E-020  1.84953E-026  7.22096E-012  5.87024E-010  1.00000E-005  1.00000E-005  
1.32742E+001  2.12450E-001  7.81432E+018  1.96916E+002  1.00000E+005  8.23459E-004  2.97247E-010  8.42453E-010  7.34925E-012  1.32901E-012  2.69225E-019  3.17194E-021  2.80359E-031  8.03778E-007  1.93120E-024  3.76176E-031  2.86341E-019  1.45192E-022  4.54873E-027  6.09076E-025  1.00000E-040  3.51723E-011  6.99206E-029  8.41167E-019  2.75743E-034  3.86071E-009  4.64985E-015  7.68152E-014  3.16737E-010  6.60579E-015  1.99866E-001  1.47232E-003  6.22284E-016  3.05627E-022  9.04364E-009  4.09918E-023  1.25998E-032  2.73085E-006  1.85419E-018  4.43300E-028  2.40153E-018  4.94119E-010  1.77764E-012  6.38729E-025  6.88402E-017  3.43018E-025  3.96485E-012  7.44294E-012  1.18784E-008  9.28627E-013  2.62967E-028  1.00000E-040  6.35283E-016  1.06452E-014  1.16546E-020  1.80447E-015  2.75913E-037  4.92040E-015  8.71108E-040  4.36386E-018  5.26898E-011  4.14677E-010  4.61702E-011  7.89827E-008  4.21162E-013  2.39219E-006  1.00000E-040  3.00085E-007  3.16765E-018  2.86523E-030  2.66256E-007  1.00000E-040  1.03140E-040  6.33226E-010  2.34773E-023  9.06112E-007  1.01377E-034  6.52006E-012  3.42734E-004  7.22278E-037  2.44822E-017  8.72182E-012  5.55005E-007  1.00155E-015  4.27051E-012  3.44465E-031  7.09884E-003  3.85483E-015  2.97201E-011  1.60733E-015  5.81201E-018  1.53465E-009  5.42499E-011  8.88942E-027  3.43568E-017  1.57816E-013  7.42359E-001  4.88526E-002  4.55034E-007  1.04013E-029  8.22351E-020  2.22600E-026  7.22092E-012  5.89981E-010  1.00000E-005  1.00000E-005  
1.41306E+001  1.87859E-001  6.96152E+018  1.95454E+002  1.00000E+005  5.24993E-004  2.80640E-010  8.30939E-010  7.67712E-012  1.47041E-012  2.69388E-019  6.41128E-021  2.80220E-031  8.03777E-007  3.04389E-024  3.75734E-031  2.86352E-019  1.45266E-022  6.58869E-027  1.29224E-024  1.00000E-040  3.51722E-011  1.34717E-028  8.41225E-019  2.75742E-034  3.86411E-009  4.65144E-015  7.68152E-014  3.16615E-010  6.94765E-015  1.99866E-001  1.47232E-003  6.58345E-016  4.25165E-022  9.62904E-009  5.18627E-023  1.25795E-032  2.73082E-006  2.28347E-018  6.28605E-028  3.23343E-018  4.99010E-010  1.96418E-012  7.66558E-025  6.88701E-017  4.25648E-025  4.69408E-012  7.44294E-012  1.28656E-008  1.09705E-012  3.50364E-028  1.00000E-040  7.16516E-016  1.06094E-014  1.42599E-020  1.83168E-015  2.75842E-037  5.55117E-015  1.06807E-039  4.83736E-018  5.26771E-011  4.18006E-010  4.61761E-011  7.89785E-008  4.57356E-013  2.13356E-006  1.00000E-040  3.00085E-007  4.41194E-018  3.38951E-030  2.66210E-007  1.00000E-040  1.32969E-040  6.33226E-010  2.88501E-023  9.06117E-007  1.44336E-034  6.52005E-012  3.42749E-004  1.00000E-040  3.31886E-017  8.70025E-012  5.61661E-007  1.28693E-015  4.43869E-012  1.27176E-030  7.09883E-003  3.97127E-015  2.97201E-011  1.64689E-015  7.98535E-018  1.74703E-009  8.02543E-011  1.10524E-026  4.24273E-017  1.58445E-013  7.42360E-001  4.88526E-002  4.55798E-007  1.61376E-029  1.28203E-019  2.67319E-026  7.22086E-012  5.93309E-010  1.00000E-005  1.00000E-005  
1.49871E+001  1.65972E-001  6.19365E+018  1.94091E+002  1.00000E+005  3.68513E-004  2.64102E-010  8.22110E-010  8.06306E-012  1.62776E-012  2.69573E-019  1.42419E-020  2.80161E-031  8.03774E-007  4.84876E-024  3.75232E-031  2.86374E-019  1.45356E-022  9.77863E-027  2.59810E-024  1.00000E-040  3.51721E-011  2.49789E-028  8.41302E-019  2.75740E-034  3.86833E-009  4.65340E-015  7.68152E-014  3.16488E-010  7.39796E-015  1.99866E-001  1.47232E-003  7.05666E-016  5.89556E-022  1.02465E-008  6.54978E-023  1.25760E-032  2.73079E-006  2.81672E-018  9.09912E-028  4.36506E-018  5.03959E-010  2.16632E-012  9.08321E-025  6.89055E-017  5.26778E-025  5.36702E-012  7.44293E-012  1.39142E-008  1.28833E-012  4.65683E-028  1.00000E-040  8.10632E-016  1.05677E-014  1.78489E-020  1.86495E-015  2.75760E-037  6.25979E-015  1.30009E-039  5.36933E-018  5.26628E-011  4.19963E-010  4.61828E-011  7.89737E-008  4.97218E-013  1.93463E-006  1.00000E-040  3.00085E-007  6.12633E-018  4.06733E-030  2.66158E-007  1.00000E-040  1.72532E-040  6.33226E-010  3.54449E-023  9.06122E-007  2.08868E-034  6.52005E-012  3.42765E-004  1.00000E-040  4.51551E-017  8.67603E-012  5.69126E-007  1.65955E-015  4.63030E-012  4.14166E-030  7.09882E-003  4.11704E-015  2.97201E-011  1.69073E-015  1.07700E-017  1.97913E-009  1.15335E-010  1.37487E-026  5.23831E-017  1.59231E-013  7.42360E-001  4.88526E-002  4.56625E-007  2.49569E-029  1.97717E-019  3.20240E-026  7.22080E-012  5.97061E-010  1.00000E-005  1.00000E-005  
1.58435E+001  1.46517E-001  5.50331E+018  1.92833E+002  1.00000E+005  2.62500E-004  2.47567E-010  8.15623E-010  8.51609E-012  1.80380E-012  2.69782E-019  3.31589E-020  2.80200E-031  8.03772E-007  7.81530E-024  3.74661E-031  2.86409E-019  1.45468E-022  1.47765E-026  4.97788E-024  1.00000E-040  3.51719E-011  4.47254E-028  8.41401E-019  2.75738E-034  3.87352E-009  4.65580E-015  7.68152E-014  3.16358E-010  7.90038E-015  1.99866E-001  1.47232E-003  7.65051E-016  8.15574E-022  1.08995E-008  8.26059E-023  1.25918E-032  2.73074E-006  3.48028E-018  1.37280E-027  5.91124E-018  5.09003E-010  2.38525E-012  1.06445E-024  6.89472E-017  6.50106E-025  5.96527E-012  7.44293E-012  1.50328E-008  1.50546E-012  6.17613E-028  1.00000E-040  9.20141E-016  1.05195E-014  2.33594E-020  1.90540E-015  2.75667E-037  7.05689E-015  1.56592E-039  5.96776E-018  5.26467E-011  4.20701E-010  4.61903E-011  7.89679E-008  5.41201E-013  1.77973E-006  1.00000E-040  3.00085E-007  8.48371E-018  4.95491E-030  2.66097E-007  1.00000E-040  2.26626E-040  6.33226E-010  4.35581E-023  9.06128E-007  3.07794E-034  6.52005E-012  3.42783E-004  1.00000E-040  6.15821E-017  8.64882E-012  5.77509E-007  2.14803E-015  4.84733E-012  1.20439E-029  7.09881E-003  4.29480E-015  2.97201E-011  1.73950E-015  1.42887E-017  2.23318E-009  1.61667E-010  1.71154E-026  6.46724E-017  1.60202E-013  7.42360E-001  4.88526E-002  4.57520E-007  3.84813E-029  3.01280E-019  3.82693E-026  7.22074E-012  6.01296E-010  1.00000E-005  1.00000E-005  
1.66999E+001  1.29243E-001  4.88525E+018  1.91618E+002  1.00000E+005  2.02396E-004  2.31056E-010  8.11195E-010  9.04663E-012  1.99946E-012  2.70019E-019  7.68813E-020  2.80361E-031  8.03769E-007  1.27341E-023  3.74013E-031  2.86458E-019  1.45605E-022  2.25280E-026  9.16771E-024  1.00000E-040  3.51718E-011  7.75101E-028  8.41529E-019  2.75736E-034  3.87985E-009  4.65873E-015  7.68153E-014  3.16225E-010  8.43927E-015  1.99866E-001  1.47232E-003  8.37655E-016  1.12378E-021  1.15917E-008  1.04029E-022  1.26304E-032  2.73067E-006  4.31391E-018  2.22116E-027  8.02017E-018  5.14166E-010  2.62008E-012  1.23533E-024  6.89962E-017  8.01605E-025  6.47663E-012  7.44293E-012  1.62302E-008  1.75180E-012  8.18354E-028  1.00000E-040  1.04804E-015  1.04640E-014  3.27258E-020  1.95431E-015  2.75560E-037  7.95455E-015  1.87175E-039  6.64168E-018  5.26288E-011  4.20348E-010  4.61987E-011  7.89612E-008  5.89718E-013  1.64895E-006  1.00000E-040  3.00085E-007  1.17260E-017  6.12246E-030  2.66025E-007  1.00000E-040  3.03766E-040  6.33226E-010  5.35574E-023  9.06134E-007  4.59494E-034  6.52004E-012  3.42804E-004  8.14145E-036  8.41204E-017  8.61822E-012  5.86936E-007  2.78372E-015  5.09451E-012  3.16240E-029  7.09879E-003  4.49505E-015  2.97201E-011  1.79394E-015  1.88105E-017  2.51164E-009  2.21741E-010  2.13506E-026  7.99365E-017  1.61395E-013  7.42360E-001  4.88526E-002  4.58491E-007  5.92617E-029  4.58394E-019  4.56256E-026  7.22066E-012  6.06082E-010  1.00000E-005  1.00000E-005  
1.75563E+001  1.13921E-001  4.33223E+018  1.90462E+002  1.00000E+005  1.56115E-004  2.14709E-010  8.08594E-010  9.66670E-012  2.21828E-012  2.70284E-019  1.71647E-019  2.80670E-031  8.03766E-007  2.09233E-023  3.73278E-031  2.86526E-019  1.45773E-022  3.44413E-026  1.62724E-023  1.00000E-040  3.51716E-011  1.30356E-027  8.41692E-019  2.75734E-034  3.88752E-009  4.66227E-015  7.68153E-014  3.16088E-010  9.00915E-015  1.99866E-001  1.47232E-003  9.25063E-016  1.54415E-021  1.23268E-008  1.30867E-022  1.26956E-032  2.73059E-006  5.36329E-018  3.89388E-027  1.09083E-017  5.19468E-010  2.87179E-012  1.42127E-024  6.90535E-017  9.87067E-025  6.89382E-012  7.44293E-012  1.75154E-008  2.03119E-012  1.08342E-027  3.26195E-038  1.19786E-015  1.04002E-014  4.96557E-020  2.01319E-015  2.75439E-037  8.96644E-015  2.21883E-039  7.40133E-018  5.26085E-011  4.19011E-010  4.62082E-011  7.89534E-008  6.43297E-013  1.53891E-006  1.00000E-040  3.00084E-007  1.61787E-017  7.67957E-030  2.65942E-007  1.00000E-040  4.20405E-040  6.33226E-010  6.59145E-023  9.06142E-007  6.94060E-034  6.52004E-012  3.42827E-004  1.47751E-035  1.15033E-016  8.58379E-012  5.97548E-007  3.61331E-015  5.37486E-012  7.57922E-029  7.09877E-003  4.72143E-015  2.97201E-011  1.85493E-015  2.45607E-017  2.81728E-009  2.98370E-010  2.66890E-026  9.89102E-017  1.62850E-013  7.42360E-001  4.88526E-002  4.59545E-007  9.11418E-029  6.94721E-019  5.42769E-026  7.22057E-012  6.11494E-010  1.00000E-005  1.00000E-005  
1.84127E+001  1.00342E-001  3.83878E+018  1.89324E+002  1.00000E+005  1.28624E-004  1.98604E-010  8.07622E-010  1.03902E-011  2.46209E-012  2.70580E-019  3.63248E-019  2.81165E-031  8.03762E-007  3.45076E-023  3.72446E-031  2.86616E-019  1.45979E-022  5.24648E-026  2.79960E-023  1.00000E-040  3.51715E-011  2.13096E-027  8.41900E-019  2.75731E-034  3.89678E-009  4.66653E-015  7.68153E-014  3.15949E-010  9.61044E-015  1.99866E-001  1.47231E-003  1.02928E-015  2.11402E-021  1.31085E-008  1.64436E-022  1.27918E-032  2.73049E-006  6.69408E-018  7.32949E-027  1.48600E-017  5.24922E-010  3.13948E-012  1.62256E-024  6.91205E-017  1.21513E-024  7.21530E-012  7.44292E-012  1.88974E-008  2.34800E-012  1.43444E-027  1.00000E-040  1.37373E-015  1.03273E-014  8.05985E-020  2.08377E-015  2.75302E-037  1.01081E-014  2.61183E-039  8.25836E-018  5.25858E-011  4.16782E-010  4.62189E-011  7.89444E-008  7.02409E-013  1.43967E-006  1.00000E-040  3.00084E-007  2.22957E-017  9.77317E-030  2.65845E-007  1.00000E-040  6.08222E-040  6.33226E-010  8.12198E-023  9.06150E-007  1.05278E-033  6.52003E-012  3.42853E-004  2.67452E-035  1.57438E-016  8.54502E-012  6.09505E-007  4.68906E-015  5.69360E-012  1.67427E-028  7.09875E-003  4.96773E-015  2.97202E-011  1.92345E-015  3.19848E-017  3.15316E-009  3.94729E-010  3.34577E-026  1.22598E-016  1.64618E-013  7.42360E-001  4.88525E-002  4.60691E-007  1.40139E-028  1.05623E-018  6.44393E-026  7.22047E-012  6.17620E-010  1.00000E-005  1.00000E-005  
1.92691E+001  8.83179E-002  3.39888E+018  1.88204E+002  1.00000E+005  1.08138E-004  1.82843E-010  8.08110E-010  1.12333E-011  2.73448E-012  2.70908E-019  7.25261E-019  2.81886E-031  8.03758E-007  5.68143E-023  3.71504E-031  2.86731E-019  1.46232E-022  7.93147E-026  4.68173E-023  1.00000E-040  3.51713E-011  3.39210E-027  8.42163E-019  2.75728E-034  3.90788E-009  4.67164E-015  7.68153E-014  3.15809E-010  1.02430E-014  1.99865E-001  1.47231E-003  1.15286E-015  2.88552E-021  1.39407E-008  2.06400E-022  1.29241E-032  2.73036E-006  8.38772E-018  1.43858E-026  2.02761E-017  5.30534E-010  3.42312E-012  1.83944E-024  6.91984E-017  1.49531E-024  7.44371E-012  7.44292E-012  2.03848E-008  2.70719E-012  1.89989E-027  1.00000E-040  1.58049E-015  1.02443E-014  1.35904E-019  2.16800E-015  2.75146E-037  1.13973E-014  3.05362E-039  9.22601E-018  5.25603E-011  4.13741E-010  4.62310E-011  7.89339E-008  7.67591E-013  1.34837E-006  1.00000E-040  3.00084E-007  3.06933E-017  1.26211E-029  2.65731E-007  1.00000E-040  9.29416E-040  6.33226E-010  1.00229E-022  9.06159E-007  1.59487E-033  6.52002E-012  3.42882E-004  4.83549E-035  2.15606E-016  8.50135E-012  6.22989E-007  6.08154E-015  6.05558E-012  3.44051E-028  7.09873E-003  5.23428E-015  2.97202E-011  2.00062E-015  4.15916E-017  3.52273E-009  5.14367E-010  4.20695E-026  1.52222E-016  1.66754E-013  7.42361E-001  4.88525E-002  4.61936E-007  2.15438E-028  1.61170E-018  7.63628E-026  7.22036E-012  6.24559E-010  1.00000E-005  1.00000E-005  
2.01255E+001  7.76779E-002  3.00744E+018  1.87076E+002  1.00000E+005  9.51666E-005  1.67490E-010  8.09911E-010  1.22145E-011  3.03808E-012  2.71267E-019  1.36748E-018  2.82886E-031  8.03753E-007  9.28653E-023  3.70439E-031  2.86876E-019  1.46542E-022  1.18623E-025  7.64075E-023  1.00000E-040  3.51711E-011  5.26494E-027  8.42497E-019  2.75724E-034  3.92115E-009  4.67775E-015  7.68153E-014  3.15667E-010  1.09065E-014  1.99865E-001  1.47231E-003  1.29895E-015  3.92587E-021  1.48275E-008  2.58766E-022  1.30978E-032  2.73020E-006  1.05545E-017  2.86110E-026  2.76921E-017  5.36305E-010  3.72169E-012  2.07215E-024  6.92888E-017  1.84024E-024  7.58525E-012  7.44291E-012  2.19850E-008  3.11442E-012  2.51907E-027  3.72037E-037  1.82371E-015  1.01501E-014  2.30865E-019  2.26807E-015  2.74970E-037  1.28539E-014  3.54864E-039  1.03193E-017  5.25318E-011  4.09960E-010  4.62447E-011  7.89217E-008  8.39335E-013  1.25996E-006  1.00000E-040  3.00083E-007  4.22239E-017  1.65319E-029  2.65599E-007  1.00000E-040  1.50508E-039  6.33226E-010  1.23896E-022  9.06169E-007  2.39506E-033  6.52002E-012  3.42916E-004  8.73959E-035  2.95406E-016  8.45216E-012  6.38208E-007  7.87212E-015  6.46672E-012  6.63153E-028  7.09870E-003  5.51702E-015  2.97202E-011  2.08761E-015  5.42022E-017  3.92981E-009  6.61245E-010  5.30759E-026  1.89367E-016  1.69329E-013  7.42361E-001  4.88525E-002  4.63292E-007  3.31333E-028  2.47967E-018  9.03341E-026  7.22023E-012  6.32423E-010  1.00000E-005  1.00000E-005  
2.09819E+001  6.82689E-002  2.65940E+018  1.85933E+002  1.00000E+005  8.44889E-005  1.52608E-010  8.12899E-010  1.33553E-011  3.37664E-012  2.71655E-019  2.44366E-018  2.84229E-031  8.03748E-007  1.50001E-022  3.69238E-031  2.87057E-019  1.46921E-022  1.75198E-025  1.21941E-022  1.00000E-040  3.51708E-011  7.97964E-027  8.42919E-019  2.75720E-034  3.93695E-009  4.68503E-015  7.68153E-014  3.15527E-010  1.15977E-014  1.99865E-001  1.47231E-003  1.47151E-015  5.32691E-021  1.57727E-008  3.24005E-022  1.33187E-032  2.73002E-006  1.33357E-017  5.64447E-026  3.78449E-017  5.42228E-010  4.03456E-012  2.32099E-024  6.93936E-017  2.26465E-024  7.64750E-012  7.44290E-012  2.37039E-008  3.57612E-012  3.34498E-027  1.00000E-040  2.10978E-015  1.00437E-014  3.86564E-019  2.38634E-015  2.74771E-037  1.45010E-014  4.10077E-039  1.15554E-017  5.24998E-011  4.05507E-010  4.62601E-011  7.89077E-008  9.18230E-013  1.17358E-006  1.00000E-040  3.00083E-007  5.80518E-017  2.19585E-029  2.65447E-007  1.00000E-040  2.56847E-039  6.33226E-010  1.53443E-022  9.06180E-007  3.54677E-033  6.52001E-012  3.42953E-004  1.57912E-034  4.04826E-016  8.39674E-012  6.55395E-007  1.01626E-014  6.93295E-012  1.20805E-027  7.09867E-003  5.81476E-015  2.97203E-011  2.18567E-015  7.08398E-017  4.37865E-009  8.39756E-010  6.71900E-026  2.36000E-016  1.72420E-013  7.42361E-001  4.88525E-002  4.64770E-007  5.09858E-028  3.85211E-018  1.06677E-025  7.22008E-012  6.41341E-010  1.00000E-005  1.00000E-005  
