alt           press         den           temp          eddy          H2Oaer        H2SO4aer      NO2           CH3CHO        HO2           N2H3          SO            S3            N2O           NCO           CS2           N2H2          NS            CH2           CH2_1         C             CH3CN         CH            N2H4          S8            C2H2          H2CN          CH2NH         SO2           H2SO4         O2            HC3N          C3H3          H             H2CO          O_1           CS            C6H6          CH3O          N2H           O             HNO3          CH3O2         HS2           COS           HSO3          CH3CO         H2CCO         O3            C4H3          NH            C2            HNO2          CH2CN         NH2           CH2NH2        S2O           HNCO          S4            C4H5          NH3           N2O5          HCN           C2H4          C2H5          H2O           He            C2H3CN        SH            C2H3          CH3OOH        N_2D          HCS           CH3NH2        HCO           C2H6          CN            C4H2          CO2           N             H2S           HSO           H2            CH3           NO            C2H           CH4           NO3           C3H2          HNO           SO3           H2O2          C6H5          CH2OH         OH            CH3SH         N2            C3H4          CO            S             CH3S          S2            HCCO          CH3OH         H2Oaer_r      H2SO4aer_r    
2.18383E+001  5.99545E-002  2.34966E+018  1.84814E+002  1.00000E+005  7.05557E-005  1.38286E-010  8.16959E-010  1.46809E-011  3.75812E-012  2.72070E-019  4.15806E-018  2.85994E-031  8.03742E-007  2.38609E-022  3.67887E-031  2.87279E-019  1.47386E-022  2.55321E-025  1.89789E-022  1.00000E-040  3.51705E-011  1.18319E-026  8.43453E-019  2.75716E-034  3.95571E-009  4.69370E-015  7.68153E-014  3.15387E-010  1.23083E-014  1.99865E-001  1.47231E-003  1.67553E-015  7.22654E-021  1.67804E-008  4.05265E-022  1.35925E-032  2.72979E-006  1.69009E-017  1.08765E-025  5.17957E-017  5.48291E-010  4.36260E-012  2.58638E-024  6.95146E-017  2.78300E-024  7.63733E-012  7.44290E-012  2.55458E-008  4.09968E-012  4.44653E-027  7.29208E-037  2.44598E-015  9.92370E-015  6.30417E-019  2.52536E-015  2.74546E-037  1.63646E-014  4.70548E-039  1.29538E-017  5.24641E-011  4.00445E-010  4.62776E-011  7.88917E-008  1.00521E-012  1.09565E-006  1.00000E-040  3.00082E-007  7.97230E-017  2.95791E-029  2.65272E-007  1.00000E-040  4.55942E-039  6.33226E-010  1.90444E-022  9.06192E-007  5.17774E-033  6.52000E-012  3.42996E-004  2.84803E-034  5.54523E-016  8.33431E-012  6.74822E-007  1.30985E-014  7.46026E-012  2.09428E-027  7.09864E-003  6.13362E-015  2.97204E-011  2.29597E-015  9.22468E-017  4.87411E-009  1.05480E-009  8.53129E-026  2.94495E-016  1.76123E-013  7.42361E-001  4.88524E-002  4.66380E-007  7.84198E-028  6.00159E-018  1.25751E-025  7.21992E-012  6.51462E-010  1.00000E-005  1.00000E-005  
2.26947E+001  5.26136E-002  2.07413E+018  1.83730E+002  1.00000E+005  5.60315E-005  1.24585E-010  8.21996E-010  1.62205E-011  4.19036E-012  2.72504E-019  6.76909E-018  2.88278E-031  8.03736E-007  3.72900E-022  3.66369E-031  2.87548E-019  1.47955E-022  3.66712E-025  2.87281E-022  1.00000E-040  3.51702E-011  1.71882E-026  8.44126E-019  2.75711E-034  3.97793E-009  4.70399E-015  7.68153E-014  3.15252E-010  1.30269E-014  1.99865E-001  1.47230E-003  1.91723E-015  9.81469E-021  1.78549E-008  5.06332E-022  1.39243E-032  2.72952E-006  2.14711E-017  2.03366E-025  7.09932E-017  5.54475E-010  4.70571E-012  2.86897E-024  6.96541E-017  3.41293E-024  7.56033E-012  7.44289E-012  2.75127E-008  4.69365E-012  5.91741E-027  2.15935E-037  2.84068E-015  9.78901E-015  9.95960E-019  2.68772E-015  2.74293E-037  1.84753E-014  5.36588E-039  1.45374E-017  5.24244E-011  3.94831E-010  4.62974E-011  7.88732E-008  1.10153E-012  1.03066E-006  1.00000E-040  3.00081E-007  1.09322E-016  4.03827E-029  2.65072E-007  1.00000E-040  8.28243E-039  6.33226E-010  2.36909E-022  9.06205E-007  7.44074E-033  6.51998E-012  3.43044E-004  5.12499E-034  7.58525E-016  8.26398E-012  6.96799E-007  1.68539E-014  8.05565E-012  3.47555E-027  7.09860E-003  6.47427E-015  2.97205E-011  2.41965E-015  1.18980E-016  5.42168E-009  1.31188E-009  1.08640E-025  3.67871E-016  1.80549E-013  7.42361E-001  4.88524E-002  4.68139E-007  1.20532E-027  9.34631E-018  1.47961E-025  7.21973E-012  6.62956E-010  1.00000E-005  1.00000E-005  
2.35511E+001  4.61408E-002  1.82770E+018  1.82851E+002  1.00000E+005  3.19855E-005  1.11654E-010  8.27929E-010  1.80094E-011  4.69985E-012  2.72949E-019  1.05954E-017  2.91205E-031  8.03728E-007  5.71558E-022  3.64670E-031  2.87874E-019  1.48653E-022  5.18953E-025  4.16541E-022  1.00000E-040  3.51699E-011  2.45373E-026  8.44969E-019  2.75705E-034  4.00419E-009  4.71621E-015  7.68153E-014  3.15120E-010  1.37356E-014  1.99865E-001  1.47230E-003  2.20461E-015  1.34453E-020  1.90011E-008  6.32617E-022  1.43189E-032  2.72920E-006  2.72576E-017  3.63397E-025  9.78432E-017  5.60756E-010  5.06873E-012  3.16974E-024  6.98147E-017  4.15815E-024  7.41858E-012  7.44288E-012  2.96052E-008  5.36817E-012  7.86204E-027  5.56698E-037  3.30348E-015  9.63820E-015  1.52355E-018  2.87607E-015  2.74008E-037  2.08688E-014  6.39401E-039  1.63331E-017  5.23804E-011  3.88716E-010  4.63198E-011  7.88519E-008  1.20969E-012  1.00061E-006  1.00000E-040  3.00081E-007  1.49298E-016  5.59158E-029  2.64846E-007  1.00000E-040  1.51591E-038  6.33226E-010  2.95531E-022  9.06220E-007  1.06568E-032  6.51997E-012  3.43098E-004  9.15872E-034  1.03410E-015  8.18474E-012  7.21695E-007  2.17810E-014  8.72851E-012  5.55372E-027  7.09856E-003  6.86081E-015  2.97206E-011  2.55774E-015  1.48014E-016  6.02782E-009  1.61736E-009  1.38618E-025  4.59618E-016  1.85833E-013  7.42361E-001  4.88523E-002  4.70062E-007  1.84296E-027  1.41288E-017  1.73757E-025  7.21952E-012  6.76027E-010  1.00000E-005  1.00000E-005  
2.44075E+001  4.04428E-002  1.60806E+018  1.82161E+002  1.00000E+005  1.34592E-005  9.95352E-011  8.34697E-010  2.00891E-011  5.30156E-012  2.73393E-019  1.60078E-017  2.94930E-031  8.03719E-007  8.58259E-022  3.62774E-031  2.88265E-019  1.49509E-022  7.22776E-025  5.78390E-022  1.00000E-040  3.51695E-011  3.44470E-026  8.46018E-019  2.75698E-034  4.03520E-009  4.73071E-015  7.68153E-014  3.14996E-010  1.44210E-014  1.99865E-001  1.47230E-003  2.54771E-015  1.85744E-020  2.02241E-008  7.90084E-022  1.47798E-032  2.72882E-006  3.45742E-017  6.21299E-025  1.35473E-016  5.67109E-010  5.45000E-012  3.48973E-024  6.99994E-017  5.03317E-024  7.21747E-012  7.44287E-012  3.18228E-008  6.13523E-012  1.04309E-026  1.22893E-035  3.84532E-015  9.46978E-015  2.25737E-018  3.09300E-015  2.73688E-037  2.35877E-014  6.62112E-039  1.83725E-017  5.23319E-011  3.82143E-010  4.63452E-011  7.88275E-008  1.33188E-012  1.00455E-006  1.00000E-040  3.00080E-007  2.02942E-016  7.83964E-029  2.64589E-007  1.00000E-040  2.76451E-038  6.33226E-010  3.69670E-022  9.06235E-007  1.51836E-032  6.51995E-012  3.43160E-004  1.62684E-033  1.40340E-015  8.09542E-012  7.49946E-007  2.82295E-014  9.49020E-012  8.57997E-027  7.09851E-003  7.28647E-015  2.97207E-011  2.71143E-015  1.77229E-016  6.69997E-009  1.97875E-009  1.77287E-025  5.74465E-016  1.92133E-013  7.42362E-001  4.88522E-002  4.72169E-007  2.80346E-027  2.07344E-017  2.03658E-025  7.21928E-012  6.90916E-010  1.00000E-005  1.00000E-005  
2.52639E+001  3.54359E-002  1.41192E+018  1.81782E+002  1.00000E+005  1.88451E-025  8.83224E-011  8.42252E-010  2.25091E-011  6.03180E-012  2.73820E-019  2.34361E-017  2.99650E-031  8.03710E-007  1.26164E-021  3.60663E-031  2.88731E-019  1.50560E-022  9.93968E-025  7.72671E-022  1.67082E-040  3.51691E-011  4.76596E-026  8.47313E-019  2.75691E-034  4.07176E-009  4.74791E-015  7.68153E-014  3.14880E-010  1.50658E-014  1.99865E-001  1.47229E-003  2.95962E-015  2.60049E-020  2.15293E-008  9.87033E-022  1.53090E-032  2.72838E-006  4.37236E-017  1.00777E-024  1.88946E-016  5.73505E-010  5.85135E-012  3.82996E-024  7.02115E-017  6.03236E-024  6.96377E-012  7.44285E-012  3.41634E-008  7.00891E-012  1.37892E-026  1.13686E-036  4.47834E-015  9.28223E-015  3.24663E-018  3.34088E-015  2.73328E-037  2.66818E-014  6.97894E-039  2.06931E-017  5.22786E-011  3.75149E-010  4.63741E-011  7.87995E-008  1.47111E-012  1.04037E-006  1.00000E-040  3.00079E-007  2.73883E-016  1.11260E-028  2.64301E-007  1.00000E-040  4.99148E-038  6.33226E-010  4.63792E-022  9.06252E-007  2.17317E-032  6.51993E-012  3.43231E-004  2.86409E-033  1.89278E-015  7.99472E-012  7.82063E-007  3.68297E-014  1.03567E-011  1.28702E-026  7.09845E-003  7.76448E-015  2.97209E-011  2.88211E-015  2.04359E-016  7.44661E-009  2.40492E-009  2.27208E-025  7.18056E-016  1.99636E-013  7.42362E-001  4.88522E-002  4.74481E-007  4.22540E-027  2.89865E-017  2.38246E-025  7.21900E-012  7.07905E-010  1.00000E-005  1.00000E-005  
2.61203E+001  3.10434E-002  1.23818E+018  1.81595E+002  1.00000E+005  2.06451E-025  7.79983E-011  8.50562E-010  2.53273E-011  6.90091E-012  2.74212E-019  3.33409E-017  3.05614E-031  8.03699E-007  1.81629E-021  3.58325E-031  2.89284E-019  1.51854E-022  1.35270E-024  1.01396E-021  3.24984E-040  3.51686E-011  6.49469E-026  8.48890E-019  2.75682E-034  4.11484E-009  4.76830E-015  7.68153E-014  3.14774E-010  1.56573E-014  1.99864E-001  1.47229E-003  3.45699E-015  3.67208E-020  2.29209E-008  1.23183E-021  1.59065E-032  2.72786E-006  5.51940E-017  1.56775E-024  2.64479E-016  5.79913E-010  6.26735E-012  4.19078E-024  7.04549E-017  7.17335E-024  6.67327E-012  7.44284E-012  3.66236E-008  8.00551E-012  1.81954E-026  1.00000E-040  5.21527E-015  9.07403E-015  4.53850E-018  3.62165E-015  2.72924E-037  3.02085E-014  7.83018E-039  2.33377E-017  5.22203E-011  3.67765E-010  4.64071E-011  7.87674E-008  1.62868E-012  1.08096E-006  1.00000E-040  3.00078E-007  3.67233E-016  1.59473E-028  2.63977E-007  1.00000E-040  8.90508E-038  6.33225E-010  5.83291E-022  9.06271E-007  3.09639E-032  6.51991E-012  3.43311E-004  5.01128E-033  2.53694E-015  7.88121E-012  8.18636E-007  4.80928E-014  1.13396E-011  1.87939E-026  7.09839E-003  8.27095E-015  2.97211E-011  3.07183E-015  2.33443E-016  8.27705E-009  2.90638E-009  2.91933E-025  8.97658E-016  2.08555E-013  7.42362E-001  4.88521E-002  4.77026E-007  6.32283E-027  3.93023E-017  2.78175E-025  7.21869E-012  7.27320E-010  1.00000E-005  1.00000E-005  
2.69767E+001  2.71948E-002  1.08449E+018  1.81626E+002  1.00000E+005  2.76980E-025  6.85807E-011  8.59596E-010  2.86105E-011  7.93984E-012  2.74547E-019  4.62324E-017  3.13136E-031  8.03687E-007  2.56262E-021  3.55744E-031  2.89936E-019  1.53449E-022  1.82485E-024  1.30838E-021  6.21222E-040  3.51681E-011  8.72701E-026  8.50786E-019  2.75673E-034  4.16550E-009  4.79245E-015  7.68154E-014  3.14681E-010  1.61815E-014  1.99864E-001  1.47228E-003  4.06130E-015  5.23396E-020  2.44023E-008  1.53567E-021  1.65699E-032  2.72724E-006  6.94827E-017  2.33886E-024  3.71616E-016  5.86303E-010  6.69704E-012  4.57179E-024  7.07341E-017  8.45044E-024  6.36487E-012  7.44282E-012  3.91983E-008  9.14357E-012  2.39491E-026  1.00000E-040  6.06882E-015  8.84382E-015  6.18189E-018  3.93665E-015  2.72470E-037  3.42333E-014  8.43683E-039  2.63554E-017  5.21568E-011  3.60023E-010  4.64447E-011  7.87305E-008  1.80585E-012  1.12704E-006  1.00000E-040  3.00076E-007  4.88673E-016  2.30642E-028  2.63615E-007  1.00000E-040  1.56813E-037  6.33225E-010  7.35148E-022  9.06291E-007  4.40524E-032  6.51989E-012  3.43402E-004  8.70450E-033  3.37829E-015  7.75335E-012  8.60338E-007  6.28560E-014  1.24539E-011  2.68018E-026  7.09831E-003  8.80348E-015  2.97214E-011  3.28312E-015  2.63843E-016  9.20129E-009  3.49534E-009  3.75936E-025  1.12173E-015  2.19134E-013  7.42362E-001  4.88520E-002  4.79830E-007  9.37197E-027  5.16951E-017  3.24127E-025  7.21833E-012  7.49535E-010  1.00000E-005  1.00000E-005  
2.78331E+001  2.38247E-002  9.49993E+017  1.81645E+002  1.00000E+005  4.58076E-025  5.99966E-011  8.69338E-010  3.24345E-011  9.12821E-012  2.74797E-019  6.26183E-017  3.22607E-031  8.03673E-007  3.55167E-021  3.52910E-031  2.90699E-019  1.55417E-022  2.43106E-024  1.65619E-021  1.16947E-039  3.51675E-011  1.15436E-025  8.53030E-019  2.75661E-034  4.22496E-009  4.82102E-015  7.68154E-014  3.14602E-010  1.66355E-014  1.99864E-001  1.47227E-003  4.80008E-015  7.45853E-020  2.59744E-008  1.90835E-021  1.72944E-032  2.72652E-006  8.74007E-017  3.41317E-024  5.20791E-016  5.92637E-010  7.13543E-012  4.97119E-024  7.10537E-017  9.90510E-024  6.06525E-012  7.44280E-012  4.18802E-008  1.04437E-011  3.15574E-026  1.00000E-040  7.05045E-015  8.59059E-015  8.21563E-018  4.28635E-015  2.71962E-037  3.88288E-014  8.91553E-039  2.98005E-017  5.20881E-011  3.51958E-010  4.64876E-011  7.86883E-008  2.00059E-012  1.17936E-006  1.00000E-040  3.00075E-007  6.47103E-016  3.35750E-028  2.63212E-007  1.00000E-040  2.72719E-037  6.33225E-010  9.27399E-022  9.06313E-007  6.15385E-032  6.51986E-012  3.43507E-004  1.50816E-032  4.47729E-015  7.60957E-012  9.07913E-007  8.14502E-014  1.36989E-011  3.73902E-026  7.09823E-003  9.31958E-015  2.97218E-011  3.51940E-015  2.95594E-016  1.02296E-008  4.18578E-009  4.85233E-025  1.40036E-015  2.31637E-013  7.42362E-001  4.88519E-002  4.82923E-007  1.38227E-026  6.84467E-017  3.76797E-025  7.21793E-012  7.74965E-010  1.00000E-005  1.00000E-005  
2.86895E+001  2.08724E-002  8.32782E+017  1.81533E+002  1.00000E+005  8.42815E-025  5.21895E-011  8.79763E-010  3.68829E-011  1.04471E-011  2.74933E-019  8.30520E-017  3.34515E-031  8.03658E-007  4.84695E-021  3.49817E-031  2.91587E-019  1.57845E-022  3.19422E-024  2.05551E-021  2.17141E-039  3.51668E-011  1.50288E-025  8.55639E-019  2.75649E-034  4.29456E-009  4.85472E-015  7.68154E-014  3.14540E-010  1.70127E-014  1.99864E-001  1.47227E-003  5.71053E-015  1.05705E-019  2.76357E-008  2.36137E-021  1.80723E-032  2.72569E-006  1.09885E-016  4.92757E-024  7.25592E-016  5.98873E-010  7.58354E-012  5.38613E-024  7.14187E-017  1.15755E-023  5.79657E-012  7.44277E-012  4.46585E-008  1.19283E-011  4.17025E-026  3.70752E-036  8.16950E-015  8.31381E-015  1.06768E-017  4.67012E-015  2.71396E-037  4.40737E-014  9.43649E-039  3.37317E-017  5.20141E-011  3.43614E-010  4.65365E-011  7.86400E-008  2.21059E-012  1.23878E-006  1.00000E-040  3.00073E-007  8.54046E-016  4.91470E-028  2.62765E-007  1.00000E-040  4.68810E-037  6.33225E-010  1.16995E-021  9.06337E-007  8.37782E-032  6.51983E-012  3.43626E-004  2.61283E-032  5.91223E-015  7.44835E-012  9.62169E-007  1.04162E-013  1.50712E-011  5.11437E-026  7.09814E-003  9.79376E-015  2.97222E-011  3.78403E-015  3.28499E-016  1.13722E-008  4.99307E-009  6.27507E-025  1.74503E-015  2.46346E-013  7.42363E-001  4.88517E-002  4.86334E-007  2.03248E-026  9.30149E-017  4.36805E-025  7.21747E-012  8.04061E-010  1.00000E-005  1.00000E-005  
2.95459E+001  1.82845E-002  7.30349E+017  1.81330E+002  1.00000E+005  1.62406E-024  4.51326E-011  8.90838E-010  4.20512E-011  1.19061E-011  2.74923E-019  1.08176E-016  3.49468E-031  8.03640E-007  6.52498E-021  3.46461E-031  2.92614E-019  1.60841E-022  4.14947E-024  2.50556E-021  3.97902E-039  3.51660E-011  1.92904E-025  8.58624E-019  2.75634E-034  4.37579E-009  4.89437E-015  7.68154E-014  3.14496E-010  1.73003E-014  1.99863E-001  1.47226E-003  6.84529E-015  1.49170E-019  2.93837E-008  2.91038E-021  1.88941E-032  2.72471E-006  1.37901E-016  7.03001E-024  1.00608E-015  6.04962E-010  8.04666E-012  5.81361E-024  7.18343E-017  1.34667E-023  5.56993E-012  7.44275E-012  4.75212E-008  1.36223E-011  5.52188E-026  1.00000E-040  9.43357E-015  8.01331E-015  1.36071E-017  5.08648E-015  2.70767E-037  5.00563E-014  9.87589E-039  3.82153E-017  5.19350E-011  3.35041E-010  4.65923E-011  7.85849E-008  2.43472E-012  1.30621E-006  1.00000E-040  3.00071E-007  1.12269E-015  7.23856E-028  2.62273E-007  1.00000E-040  7.97193E-037  6.33224E-010  1.47538E-021  9.06364E-007  1.11720E-031  6.51979E-012  3.43762E-004  4.52145E-032  7.77905E-015  7.26821E-012  1.02401E-006  1.31665E-013  1.65746E-011  6.87911E-026  7.09803E-003  1.02267E-014  2.97228E-011  4.07965E-015  3.61708E-016  1.26402E-008  5.93439E-009  8.12524E-025  2.16891E-015  2.63562E-013  7.42363E-001  4.88516E-002  4.90097E-007  2.97355E-026  1.29530E-016  5.04691E-025  7.21694E-012  8.37331E-010  1.00000E-005  1.00000E-005  
3.04023E+001  1.60143E-002  6.41348E+017  1.80855E+002  1.00000E+005  3.20024E-024  3.87552E-011  9.02547E-010  4.80467E-011  1.34470E-011  2.74730E-019  1.38658E-016  3.68226E-031  8.03621E-007  8.68826E-021  3.42840E-031  2.93793E-019  1.64535E-022  5.31296E-024  2.99569E-021  7.21086E-039  3.51651E-011  2.43909E-025  8.61981E-019  2.75618E-034  4.47033E-009  4.94090E-015  7.68154E-014  3.14473E-010  1.74940E-014  1.99863E-001  1.47225E-003  8.27872E-015  2.08013E-019  3.12149E-008  3.56764E-021  1.97487E-032  2.72357E-006  1.72945E-016  1.00697E-023  1.38186E-015  6.10852E-010  8.52870E-012  6.25036E-024  7.23055E-017  1.56602E-023  5.39111E-012  7.44272E-012  5.04544E-008  1.55535E-011  7.34744E-026  1.00000E-040  1.08477E-014  7.68947E-015  1.70345E-017  5.53305E-015  2.70072E-037  5.68743E-014  1.03488E-038  4.33240E-017  5.18507E-011  3.26292E-010  4.66558E-011  7.85222E-008  2.67024E-012  1.38268E-006  1.00000E-040  3.00069E-007  1.47399E-015  1.07277E-027  2.61735E-007  1.00000E-040  1.34205E-036  6.33224E-010  1.85791E-021  9.06393E-007  1.44123E-031  6.51975E-012  3.43917E-004  7.84694E-032  1.02084E-014  7.06777E-012  1.09444E-006  1.63488E-013  1.81909E-011  9.11249E-026  7.09791E-003  1.05878E-014  2.97235E-011  4.40782E-015  3.95437E-016  1.40452E-008  7.02870E-009  1.05324E-024  2.68697E-015  2.83600E-013  7.42363E-001  4.88514E-002  4.94244E-007  4.34907E-026  1.88287E-016  5.80899E-025  7.21635E-012  8.75339E-010  1.00000E-005  1.00000E-005  
3.12587E+001  1.40215E-002  5.63046E+017  1.80372E+002  1.00000E+005  6.26881E-024  3.30580E-011  9.14844E-010  5.49943E-011  1.51486E-011  2.74317E-019  1.75438E-016  3.91758E-031  8.03599E-007  1.14446E-020  3.38953E-031  2.95140E-019  1.69087E-022  6.75955E-024  3.53035E-021  1.29177E-038  3.51642E-011  3.05078E-025  8.65700E-019  2.75599E-034  4.58013E-009  4.99538E-015  7.68154E-014  3.14473E-010  1.75691E-014  1.99863E-001  1.47223E-003  1.01205E-014  2.89710E-019  3.31272E-008  4.35962E-021  2.06244E-032  2.72226E-006  2.16113E-016  1.42155E-023  1.89354E-015  6.16487E-010  9.03719E-012  6.69473E-024  7.28378E-017  1.80859E-023  5.24544E-012  7.44268E-012  5.34444E-008  1.77538E-011  9.77913E-026  3.37624E-036  1.24164E-014  7.34290E-015  2.10170E-017  6.00692E-015  2.69306E-037  6.46407E-014  1.07179E-038  4.91424E-017  5.17615E-011  3.17419E-010  4.67281E-011  7.84511E-008  2.92101E-012  1.46939E-006  1.00000E-040  3.00066E-007  1.92503E-015  1.60446E-027  2.61151E-007  1.00000E-040  2.23678E-036  6.33223E-010  2.33762E-021  9.06424E-007  1.83899E-031  6.51970E-012  3.44094E-004  1.35798E-031  1.33275E-014  6.84581E-012  1.17461E-006  2.01422E-013  1.99461E-011  1.19316E-025  7.09777E-003  1.09157E-014  2.97244E-011  4.76694E-015  4.27636E-016  1.56009E-008  8.29739E-009  1.36622E-024  3.31767E-015  3.06790E-013  7.42364E-001  4.88512E-002  4.98815E-007  6.31531E-026  2.75131E-016  6.65765E-025  7.21567E-012  9.18739E-010  1.00000E-005  1.00000E-005  
3.21151E+001  1.22728E-002  4.94180E+017  1.79877E+002  1.00000E+005  1.21614E-023  2.80063E-011  9.27715E-010  6.30424E-011  1.70241E-011  2.73643E-019  2.19522E-016  4.21319E-031  8.03574E-007  1.49305E-020  3.34794E-031  2.96672E-019  1.74699E-022  8.55806E-024  4.10444E-021  2.28939E-038  3.51631E-011  3.77810E-025  8.69762E-019  2.75577E-034  4.70748E-009  5.05909E-015  7.68154E-014  3.14498E-010  1.75136E-014  1.99862E-001  1.47222E-003  1.25302E-014  4.02888E-019  3.51198E-008  5.31073E-021  2.15096E-032  2.72074E-006  2.69061E-016  1.98117E-023  2.58840E-015  6.21815E-010  9.57628E-012  7.14572E-024  7.34368E-017  2.07484E-023  5.11697E-012  7.44264E-012  5.64798E-008  2.02613E-011  1.30183E-025  1.00000E-040  1.41428E-014  6.97445E-015  2.55972E-017  6.50495E-015  2.68465E-037  7.34898E-014  1.10391E-038  5.57708E-017  5.16673E-011  3.08468E-010  4.68104E-011  7.83705E-008  3.19043E-012  1.56775E-006  1.00000E-040  3.00064E-007  2.49998E-015  2.42598E-027  2.60521E-007  1.00000E-040  3.69278E-036  6.33223E-010  2.93809E-021  9.06459E-007  2.32296E-031  6.51964E-012  3.44295E-004  2.34452E-031  1.72857E-014  6.60115E-012  1.26591E-006  2.46287E-013  2.18443E-011  1.54709E-025  7.09761E-003  1.12073E-014  2.97255E-011  5.15335E-015  4.57470E-016  1.73237E-008  9.76569E-009  1.77377E-024  4.08288E-015  3.33478E-013  7.42364E-001  4.88510E-002  5.03856E-007  9.11084E-026  3.99308E-016  7.59604E-025  7.21491E-012  9.68308E-010  1.00000E-005  1.00000E-005  
3.29715E+001  1.07394E-002  4.33084E+017  1.79608E+002  1.00000E+005  2.32694E-023  2.35908E-011  9.41131E-010  7.23678E-011  1.92026E-011  2.72664E-019  2.72190E-016  4.58563E-031  8.03547E-007  1.92837E-020  3.30355E-031  2.98406E-019  1.81628E-022  1.08754E-023  4.72795E-021  4.01076E-038  3.51618E-011  4.64911E-025  8.74149E-019  2.75553E-034  4.85508E-009  5.13352E-015  7.68154E-014  3.14547E-010  1.73086E-014  1.99862E-001  1.47221E-003  1.57442E-014  5.64901E-019  3.71942E-008  6.46229E-021  2.23933E-032  2.71898E-006  3.32975E-016  2.67816E-023  3.55197E-015  6.26787E-010  1.01498E-011  7.60320E-024  7.41090E-017  2.35071E-023  4.98277E-012  7.44260E-012  5.95521E-008  2.31213E-011  1.72602E-025  1.00000E-040  1.60292E-014  6.58517E-015  3.08450E-017  7.02379E-015  2.67544E-037  8.35817E-014  1.11134E-038  6.33287E-017  5.15680E-011  2.99474E-010  4.69043E-011  7.82792E-008  3.48686E-012  1.67945E-006  1.00000E-040  3.00060E-007  3.21400E-015  3.71903E-027  2.59844E-007  1.00000E-040  6.04263E-036  6.33222E-010  3.69169E-021  9.06496E-007  2.96381E-031  6.51958E-012  3.44524E-004  4.02108E-031  2.21986E-014  6.33282E-012  1.36996E-006  3.01477E-013  2.39270E-011  1.99226E-025  7.09743E-003  1.14911E-014  2.97268E-011  5.56047E-015  4.82487E-016  1.92335E-008  1.14637E-008  2.30561E-024  5.01095E-015  3.64015E-013  7.42365E-001  4.88507E-002  5.09425E-007  1.29757E-025  5.56758E-016  8.62668E-025  7.21404E-012  1.02497E-009  1.00000E-005  1.00000E-005  
3.38279E+001  9.39707E-003  3.78927E+017  1.79619E+002  1.00000E+005  4.50120E-023  1.97807E-011  9.55094E-010  8.31827E-011  2.17734E-011  2.71334E-019  3.34776E-016  5.05710E-031  8.03516E-007  2.46715E-020  3.25620E-031  3.00363E-019  1.90203E-022  1.39305E-023  5.40400E-021  6.94811E-038  3.51604E-011  5.69154E-025  8.78842E-019  2.75525E-034  5.02618E-009  5.22049E-015  7.68154E-014  3.14623E-010  1.69509E-014  1.99861E-001  1.47219E-003  2.01141E-014  8.00476E-019  3.93526E-008  7.85849E-021  2.32648E-032  2.71694E-006  4.09397E-016  3.49909E-023  4.89913E-015  6.31369E-010  1.07590E-011  8.06590E-024  7.48617E-017  2.62671E-023  4.82859E-012  7.44254E-012  6.26576E-008  2.63885E-011  2.27668E-025  1.00000E-040  1.80749E-014  6.17642E-015  3.68165E-017  7.56002E-015  2.66540E-037  9.51091E-014  1.09642E-038  7.19601E-017  5.14634E-011  2.90465E-010  4.70114E-011  7.81758E-008  3.81702E-012  1.80653E-006  1.00000E-040  3.00057E-007  4.08230E-015  5.79104E-027  2.59120E-007  1.00000E-040  9.81473E-036  6.33221E-010  4.63764E-021  9.06538E-007  3.84009E-031  6.51951E-012  3.44786E-004  6.84846E-031  2.81700E-014  6.04003E-012  1.48874E-006  3.70132E-013  2.62176E-011  2.55209E-025  7.09722E-003  1.17673E-014  2.97284E-011  5.98095E-015  5.01262E-016  2.13539E-008  1.34282E-008  3.00162E-024  6.13539E-015  3.98733E-013  7.42365E-001  4.88504E-002  5.15588E-007  1.82111E-025  7.38504E-016  9.75128E-025  7.21306E-012  1.08985E-009  1.00000E-005  1.00000E-005  
