ALT P T
8.125749e+01 9.311897e-06 2.053584e+02
8.213039e+01 8.085092e-06 2.045617e+02
8.300018e+01 7.019914e-06 2.032942e+02
8.386488e+01 6.095068e-06 2.020082e+02
8.472442e+01 5.292068e-06 2.001326e+02
8.557632e+01 4.594859e-06 1.982893e+02
8.642072e+01 3.989505e-06 1.963657e+02
8.725734e+01 3.463904e-06 1.945711e+02
8.808680e+01 3.007548e-06 1.929412e+02
8.890988e+01 2.611316e-06 1.913853e+02
8.972703e+01 2.267286e-06 1.900287e+02
9.053927e+01 1.968580e-06 1.890916e+02
9.134859e+01 1.709227e-06 1.883185e+02
9.215593e+01 1.484044e-06 1.877411e+02
9.296240e+01 1.288527e-06 1.874018e+02
9.376935e+01 1.118769e-06 1.872375e+02
9.457788e+01 9.713753e-07 1.872456e+02
9.538910e+01 8.434005e-07 1.872994e+02
9.620362e+01 7.322859e-07 1.872410e+02
9.702137e+01 6.358102e-07 1.872139e+02
9.784291e+01 5.520448e-07 1.872717e+02
9.866903e+01 4.793151e-07 1.873841e+02
9.950039e+01 4.161673e-07 1.875518e+02
1.003377e+02 3.613389e-07 1.878916e+02
1.011820e+02 3.137339e-07 1.882703e+02
1.020340e+02 2.724008e-07 1.888994e+02
1.028952e+02 2.365131e-07 1.895947e+02
1.037661e+02 2.053534e-07 1.909469e+02
1.046503e+02 1.782989e-07 1.926239e+02
1.055495e+02 1.548088e-07 1.948611e+02
1.064669e+02 1.344133e-07 1.980535e+02
1.074072e+02 1.167049e-07 2.016506e+02
1.083731e+02 1.013295e-07 2.068257e+02
1.093724e+02 8.797976e-08 2.120204e+02
1.104061e+02 7.638878e-08 2.207872e+02
1.114921e+02 6.632487e-08 2.307257e+02
1.126373e+02 5.758683e-08 2.446609e+02
1.138627e+02 5.000000e-08 2.610782e+02
