ALT P T
4.396514e+01 1.734228e-03 2.622829e+02
4.506660e+01 1.505751e-03 2.637075e+02
4.617443e+01 1.307374e-03 2.649437e+02
4.728783e+01 1.135133e-03 2.660103e+02
4.840610e+01 9.855837e-04 2.669225e+02
4.952860e+01 8.557371e-04 2.674996e+02
5.065392e+01 7.429971e-04 2.678307e+02
5.178103e+01 6.451103e-04 2.676665e+02
5.290784e+01 5.601196e-04 2.673969e+02
5.403392e+01 4.863261e-04 2.661472e+02
5.515513e+01 4.222546e-04 2.647760e+02
5.627095e+01 3.666242e-04 2.627007e+02
5.737841e+01 3.183230e-04 2.602415e+02
5.847589e+01 2.763852e-04 2.573935e+02
5.956172e+01 2.399726e-04 2.541104e+02
6.063408e+01 2.083571e-04 2.509273e+02
6.169335e+01 1.809069e-04 2.472746e+02
6.273756e+01 1.570732e-04 2.438629e+02
6.376770e+01 1.363794e-04 2.400156e+02
6.478191e+01 1.184120e-04 2.363246e+02
6.578084e+01 1.028117e-04 2.325941e+02
6.676432e+01 8.926665e-05 2.289278e+02
6.773260e+01 7.750613e-05 2.254976e+02
6.868666e+01 6.729501e-05 2.222499e+02
6.962727e+01 5.842916e-05 2.193798e+02
7.055602e+01 5.073136e-05 2.168530e+02
7.147434e+01 4.404770e-05 2.147449e+02
7.238400e+01 3.824460e-05 2.130950e+02
7.328694e+01 3.320603e-05 2.117433e+02
7.418442e+01 2.883127e-05 2.106358e+02
7.507746e+01 2.503286e-05 2.097063e+02
7.596684e+01 2.173488e-05 2.089084e+02
7.685309e+01 1.887140e-05 2.081929e+02
7.773657e+01 1.638517e-05 2.075887e+02
7.861776e+01 1.422649e-05 2.071219e+02
7.949723e+01 1.235221e-05 2.066369e+02
8.037492e+01 1.072485e-05 2.061319e+02
8.125074e+01 9.311897e-06 2.053584e+02
8.212356e+01 8.085092e-06 2.045617e+02
8.299328e+01 7.019914e-06 2.032942e+02
8.385790e+01 6.095068e-06 2.020082e+02
8.471736e+01 5.292068e-06 2.001326e+02
8.556917e+01 4.594859e-06 1.982893e+02
8.641348e+01 3.989505e-06 1.963657e+02
8.725000e+01 3.463904e-06 1.945711e+02
8.807933e+01 3.007548e-06 1.929412e+02
8.890227e+01 2.611316e-06 1.913853e+02
8.971926e+01 2.267286e-06 1.900287e+02
9.053131e+01 1.968580e-06 1.890916e+02
9.134040e+01 1.709227e-06 1.883185e+02
9.214749e+01 1.484044e-06 1.877411e+02
9.295368e+01 1.288527e-06 1.874018e+02
9.376032e+01 1.118769e-06 1.872375e+02
9.456851e+01 9.713753e-07 1.872456e+02
9.537936e+01 8.434005e-07 1.872994e+02
9.619349e+01 7.322859e-07 1.872410e+02
9.701083e+01 6.358102e-07 1.872139e+02
9.783193e+01 5.520448e-07 1.872717e+02
9.865759e+01 4.793151e-07 1.873841e+02
9.948848e+01 4.161673e-07 1.875518e+02
1.003253e+02 3.613389e-07 1.878916e+02
1.011691e+02 3.137339e-07 1.882703e+02
1.020206e+02 2.724008e-07 1.888994e+02
1.028812e+02 2.365131e-07 1.895947e+02
1.037515e+02 2.053534e-07 1.909469e+02
1.046351e+02 1.782989e-07 1.926239e+02
1.055337e+02 1.548088e-07 1.948611e+02
1.064505e+02 1.344133e-07 1.980535e+02
1.073902e+02 1.167049e-07 2.016506e+02
1.083553e+02 1.013295e-07 2.068257e+02
1.093540e+02 8.797976e-08 2.120204e+02
1.103869e+02 7.638878e-08 2.207872e+02
1.114721e+02 6.632487e-08 2.307257e+02
1.126165e+02 5.758683e-08 2.446609e+02
1.138409e+02 5.000000e-08 2.610782e+02
