"Name","Length","SHA256"
"Earth_A0_PreAgri.vul","19725640","84AB5614741973743B7A49621BB91463F4378EE7E584EAB4736617413D31F79D"
"Earth_A1_Current.vul","19725640","024A8E0365583EE12AB2B18BA45C29C71A06A95FF41D741F3527B6067A633F1B"
"Earth_A2_Moderate.vul","19725639","C40EA81C9728EFD2C3F3BC6FC1E2672D0AF55157B583C0FFC7ED6365C8FD1199"
"Earth_A3_Extreme.vul","19725639","43BABD60169B08DD9AC642B31C1A230374F3885B3FEF382A3F0D281C2DC2F7C7"
"Trappist_A0_PreAgri.vul","35686214","016308F5B43D4FF5790EB2D47E6CBCFFFC76ABE38FB7123E9A7D832BC27E9A67"
"Trappist_A1_Current.vul","35686214","514518F4CD859A028B6DAC5A65F6E144E6E3B2C74503D0C0C58466EFE3E39719"
"Trappist_A2_Moderate.vul","35686214","4DA8CF335C2E1414A3610AE3C294A3EB56B0A4BDF1FB8583C52B806A36DC14E0"
"Trappist_A3_Extreme.vul","35686227","BF7BF252335E89EA87422A2CD67C0AAD49A6F23477587760DDB725EEC116EF44"
